exam_code,name
27624,"ΑΛΚΑΛΙΚΗ ΦΩΣΦΑΤΑΣΗ, ΙΣΟΕΝΖΥΜΑ"
76469,ΦΩΣΦΑΤΙΔΥΛΟΓΛΥΚΕΡΟΛΗ
87652,"ΦΩΣΦΟΓΛΥΚΟΝΙΚΗ 6-, ΑΦΥΔΡΟΓΩΝΑΣΗ, ΕΡΥΘΡΑ ΑΙΜΟΣΦΑΙΡΙΑ"
49939,ΙΣΟΜΕΡΑΣΗ ΦΩΣΦΟΕΞΟΖΗΣ
22265,"ΑΝΟΡΓΑΝΟΣ ΦΩΣΦΟΡΟΣ (ΦΩΣΦΟΡΙΚΑ),"
90160,"ΑΝΟΡΓΑΝΟΣ ΦΩΣΦΟΡΟΣ (ΦΩΣΦΟΡΙΚΑ), ΟΥΡΑ"
34511,"ΠΟΡΦΟΧΟΛΙΝΟΓΟΝΟ, ΠΟΙΟΤΙΚΗ ΑΝΙΧΝΕΥΣΗ ΣΤΑ ΟΥΡΑ"
13986,"ΠΟΡΦΟΧΟΛΙΝΟΓΟΝΟ, ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ ΣΤΑ ΟΥΡΑ"
77926,"ΠΟΡΦΥΡΙΝΕΣ, ΠΟΙΟΤΙΚΗ ΑΝΙΧΝΕΥΣΗ ΣΤΑ ΟΥΡΑ"
98609,"ΠΟΡΦΥΡΙΝΕΣ, ΠΟΣΟΤΙΚΟΣ ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΚΑΙ ΚΛΑΣΜΑΤΟΠΟΙΗΣΗ ΣΤΑ ΟΥΡΑ"
94760,"ΠΟΡΦΥΡΙΝΕΣ, ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ ΣΤΑ ΚΟΠΡΑΝΑ"
12892,"ΠΟΡΦΥΡΙΝΕΣ, ΠΟΙΟΤΙΚΗ ΑΝΙΧΝΕΥΣΗ ΣΤΑ ΚΟΠΡΑΝΑ"
57911,"ΚΑΛΙΟ, ΟΡΟΣ, ΠΛΑΣΜΑ Ή ΟΛΙΚΟ ΑΙΜΑΤΟΣ"
49601,"ΚΑΛΙΟ, ΟΥΡΑ"
72325,ΠΡΟΛΕΥΚΩΜΑΤΙΝΗ
27122,ΠΡΕΓΝΑΝΕΔΙΟΛΗ
90698,ΠΡΕΓΝΑΝΕΤΡΙΟΛΗ
30047,ΠΡΕΓΝΕΝΟΛΟΝΗ
22076,17-ΥΔΡΟΞΥΠΡΕΓΝΕΝΟΛΟΝΗ
93326,ΠΡΟΓΕΣΤΕΡΟΝΗ
87398,ΠΡΟΛΑΚΤΙΝΗ
74603,"ΠΡΟΣΤΑΓΛΑΝΔΙΝΗ, ΕΚΑΣΤΗ"
5811,"ΕΙΔΙΚΟ ΠΡΟΣΤΑΤΙΚΟ ΑΝΤΙΓΟΝΟ (PSA), ΣΥΝΔΕΔΕΜΕΝΟ (ΑΜΕΣΗ ΜΕΤΡΗΣΗ)"
15973,"ΕΙΔΙΚΟ ΠΡΟΣΤΑΤΙΚΟ ΑΝΤΙΓΟΝΟ (PSA), ΟΛΙΚΟ"
58492,"ΕΙΔΙΚΟ ΠΡΟΣΤΑΤΙΚΟ ΑΝΤΙΓΟΝΟ (PSA), ΕΛΕΥΘΕΡΟ"
41033,"ΟΛΙΚΗ ΠΡΩΤΕΪΝΗ, ΕΚΤΟΣ ΑΠΟ ΔΙΑΘΛΑΣΤΙΚΗ ΜΕΘΟΔΟ, ΟΡΟΣ, ΠΛΑΣΜΑ Η ΟΛΙΚΟ ΑΙΜΑ"
35399,"ΟΛΙΚΗ ΠΡΩΤΕΪΝΗ, ΕΚΤΟΣ ΑΠΟ ΔΙΑΘΛΑΣΤΙΚΗ ΜΕΘΟΔΟ, ΟΥΡΑ"
66452,"ΟΛΙΚΗ ΠΡΩΤΕΪΝΗ, ΕΚΤΟΣ ΑΠΟ ΔΙΑΘΛΑΣΤΙΚΗ ΜΕΘΟΔΟ, ΑΛΛΗ ΠΗΓΗ ΔΕΙΓΜΑΤΟΣ (Π.Χ. ΑΡΘΡΙΚΟ ΥΓΡΟ, ΕΓΚΕΦΑΛΟΝΩΤΙΑΙΟ ΥΓΡΟ)"
28009,"ΟΛΙΚΗ ΠΡΩΤΕΪΝΗ, ΜΕ ΔΙΑΘΛΑΣΤΙΚΗ ΜΕΘΟΔΟ, ΟΠΟΙΑΔΗΠΟΤΕ ΠΗΓΗ ΔΕΙΓΜΑΤΟΣ"
12768,ΠΡΩΤΕΪΝΗ Α ΤΟΥ ΠΛΑΣΜΑΤΟΣ ΠΟΥ ΣΧΕΤΙΖΕΤΑΙ ΜΕ ΤΗΝ ΕΓΚΥΜΟΣΥΝΗ (ΡΑΡΡ-Α)
83337,ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΠΡΩΤΕΪΝΩΝ ΟΡΟΥ
92669,"ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΠΡΩΤΕΪΝΗΣ ΣΕ ΥΓΡΑ (ΠΧ ΟΥΡΑ, ΕΝΥ).ΗΛΕΚΤΡΟΦΟΡΙΤΙΚΗ ΚΛΑΣΜΑΤΟΠΟΙΗΣΗΚΑΙ ΠΟΣΟΤΙΚΟΣ ΠΡΟΣΔΙΟΡΙΣΜΟΣ.ΕΚΑΣΤΗ"
29499,"ΠΡΩΤΕΪΝΗ, WESTERN BLOT, ΜΕ ΓΝΩΜΑΤΕΥΣΗ ΚΑΙ ΑΝΑΦΟΡΑ, ΑΙΜΑ Ή ΑΛΛΟ ΣΩΜΑΤΙΚΟ ΥΓΡΟ"
93128,"ΠΡΩΤΕΪΝΗ, WESTERN BLOT, ΜΕ ΓΝΩΜΑΤΕΥΣΗ ΚΑΙ ΑΝΑΦΟΡΑ, ΑΙΜΑ Ή ΑΛΛΟ ΣΩΜΑΤΙΚΟ ΥΓΡΟ, ΑΝΟΣΟΛΟΓΙΚΟΣ ΑΝΙΧΝΕΥΤΗΣ ΓΙΑ ΤΑΥΤΟΠΟΙΗΣΗ ΣΕΙΡΑΣ, ΚΑΘΕ ΠΡΩΤΕΪΝΗ"
49554,"ΠΡΩΤΟΠΟΡΦΥΡΙΝΗ ΕΡΥΘΡΟΚΥΤΤΑΡΩΝ, ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ"
19026,"ΠΡΩΤΟΠΟΡΦΥΡΙΝΗ ΕΡΥΘΡΟΚΥΤΤΑΡΩΝ, ΔΟΚΙΜΑΣΙΑ ΔΙΑΛΟΓΗΣ (SCREENING)"
43887,ΠΡΟΪΝΣΟΥΛΙΝΗ
56138,ΦΩΣΦΟΡΙΚΗ ΠΥΡΙΔΟΞΑΛΗ (ΒΙΤΑΜΙΝΗ Β6)
7551,ΠΥΡΟΥΒΙΚΑ
53554,ΠΥΡΟΣΤΑΦΥΛΙΚΗ ΚΙΝΑΣΗ
35623,ΚΙΝΙΝΗ
47050,ΜΕΤΡΗΣΗ ΥΠΟΔΟΧΕΩΝ ΟΙΣΤΡΟΓΟΝΩΝ
29219,ΜΕΤΡΗΣΗ ΥΠΟΔΟΧΕΩΝ ΠΡΟΓΕΣΤΕΡΟΝΗΣ
17206,"ΜΕΤΡΗΣΗ ΥΠΟΔΟΧΕΩΝ, ΕΝΔΟΚΡΙΝΙΚΟΙ, ΕΚΤΟΣ ΑΠΟ ΟΙΣΤΡΟΓΟΝΑ Ή ΠΡΟΓΕΣΤΕΡΟΝΗ (ΠΡΟΣΔΙΟΡΙΣΤΕ ΤΗΝ ΟΡΜΟΝΗ)"
7104,"ΜΕΤΡΗΣΗ ΥΠΟΔΟΧΕΩΝ, ΜΗ ΕΝΔΟΚΡΙΝΙΚΟΙ (ΠΡΟΣΔΙΟΡΙΣΤΕ ΥΠΟΔΟΧΕΑ)"
88099,ΡΕΝΙΝΗ
9809,ΡΙΒΟΦΛΑΒΙΝΗ (ΒΙΤΑΜΙΝΗ Β2
62433,ΣΕΛΗΝΙΟ
99318,ΣΕΡΟΤΟΝΙΝΗ
38124,ΣΦΑΙΡΙΝΗ ΠΟΥ ΔΕΣΜΕΥΕΙ ΤΙΣ ΦΥΛΕΤΙΚΕΣ ΟΡΜΟΝΕΣ (SHBG)
3744,ΣΙΑΛΙΚΟ ΟΞΥ
87494,ΠΥΡΙΤΙΟ
22786,"ΝΑΤΡΙΟ, ΟΡΟΣ, ΠΛΑΣΜΑ Ή ΟΛΙΚΟ ΑΙΜΑ"
33200,"ΝΑΤΡΙΟ, ΟΥΡΑ"
29986,"ΝΑΤΡΙΟ, ΑΛΛΗ ΠΗΓΗ"
35886,ΣΩΜΑΤΟΔΕΜΙΝΗ
15342,ΣΩΜΑΤΟΣΤΑΤΙΝΗ
24116,"ΦΑΣΜΑΤΟΦΩΤΟΜΕΤΡΙΑ, ΟΥΣΙΑ ΠΟΥ ΔΕΝ ΕΧΕΙ ΠΡΟΣΔΙΟΡΙΣΤΕΙ ΑΛΛΟΥ"
74628,ΕΙΔΙΚΟ ΒΑΡΟΣ (ΕΚΤΟΣ ΑΠΟ ΟΥΡΑ)
10966,"ΣΑΚΧΑΡΑ, ΧΡΩΜΑΤΟΓΡΑΦΙΚΑ, TLC Ή ΧΡΩΜΑΤΟΓΡΑΦΙΑ ΧΑΡΤΟΥ"
65096,"ΣΑΚΧΑΡΑ (ΜΟΝΟ-, ΔΙ- ΚΑΙ ΟΛΙΓΟΣΑΚΧΑΡΙΤΕΣ), ΜΟΝΗ ΠΟΙΟΤΙΚΗ, ΚΑΘΕ ΔΕΙΓΜΑ"
16493,"ΣΑΚΧΑΡΑ (ΜΟΝΟ-, ΔΙ- ΚΑΙ ΟΛΙΓΟΣΑΚΧΑΡΙΤΕΣ), ΠΟΛΛΑΠΛΗ ΠΟΙΟΤΙΚΗ, ΚΑΘΕ ΔΕΙΓΜΑ"
69027,"ΣΑΚΧΑΡΑ (ΜΟΝΟ-, ΔΙ- ΚΑΙ ΟΛΙΓΟΣΑΚΧΑΡΙΤΕΣ), ΜΟΝΗ ΠΟΣΟΤΙΚΗ, ΚΑΘΕ ΔΕΙΓΜΑ"
88370,"ΣΑΚΧΑΡΑ (ΜΟΝΟ-, ΔΙ- ΚΑΙ ΟΛΙΓΟΣΑΚΧΑΡΙΤΕΣ), ΠΟΛΛΑΠΛΗ ΠΟΣΟΤΙΚΗ, ΚΑΘΕ ΔΕΙΓΜΑ"
66272,"ΘΕΙΪΚΑ, ΟΥΡΑ"
6764,ΕΛΕΥΘΕΡΗ ΤΕΣΤΟΣΤΕΡΟΝΗ ΑΙΜΑΤΟΣ
66287,"ΤΕΣΤΟΣΤΕΡΟΝΗ, ΟΛΙΚΗ (TESTO)"
49485,ΘΕΙΑΜΙΝΗ (ΒΙΤΑΜΙΝΗ Β1)
94906,ΘΕΙΟΚΥΑΝΙΚΑ
48963,ΘΥΡΕΟΣΦΑΙΡΙΝΗ (TG)
38067,"ΘΥΡΟΞΙΝΗ, ΟΛΙΚΗ (T4)"
11078,"ΘΥΡΟΞΙΝΗ, ΑΠΑΙΤΕΙ ΕΚΧΕΙΛΙΣΜΑ (Π.Χ. ΝΕΟΓΕΝΝΗΤΑ)"
47320,"ΘΥΡΟΞΙΝΗ, ΕΛΕΥΘΕΡΗ (FT4)"
1963,ΣΦΑΙΡΙΝΗ ΠΟΥ ΔΕΣΜΕΥΕΙ ΤΗ ΘΥΡΟΞΙΝΗ (TBG)
76297,ΘΥΡΕΟΕΙΔΟΤΡΟΠΟΣ ΟΡΜΟΝΗ (TSH)
63396,ΑΝΟΣΟΣΦΑΙΡΙΝΕΣ ΘΥΡΕΟΕΙΔΟΤΡΟΠΟΥ (TSI) ΘΥΡΕΟΔΙΕΓΕΡΤΙΚΕΣ
84671,ΤΟΚΟΦΕΡΟΛΗ ΑΛΦΑ (ΒΙΤΑΜΙΝΗ Ε)
6727,ΤΡΑΝΣΚΟΡΤΙΝΗ (ΣΦΑΙΡΙΝΗ ΠΟΥ ΔΕΣΜΕΥΕΙ ΤΗΝ ΚΟΡΤΙΖΟΛΗ -CBG)
88481,ΑΣΠΑΡΤΙΚΗ ΑΜΙΝΟΤΡΑΝΣΦΕΡΑΣΗ (AST) (SGOT - ΓΛΟΥΤΑΜΙΝΙΚΗ ΟΞΑΛΟΞΕΪΚΗ ΤΡΑΝΣΑΜΙΝΑΣΗ) (84450)
70109,ΑΛΑΝΙΝΙΚΗ ΑΜΙΝΟΤΡΑΝΣΦΕΡΑΣΗ (ALT) (SGPT - ΓΛΟΥΤΑΜΙΝΙΚΗ ΠΥΡΟΣΤΑΦΥΛΙΚΗ ΤΡΑΝΣΑΜΙΝΑΣΗ) (84460)
70158,ΤΡΑΝΣΦΕΡΙΝΗ
23886,ΤΡΙΓΛΥΚΕΡΙΔΙΑ
38085,ΘΥΡΕΟΕΙΔΙΚΗ ΟΡΜΟΝΗ (Τ3 Ή Τ4) ΠΡΟΣΛΗΨΗ Ή ΛΟΓΟΣ ΔΕΣΜΕΥΣΗΣ ΘΥΡΕΟΕΙΔΙΚΗΣ ΟΡΜΟΝΗΣ (THBR)
30730,"ΤΡΙΙΩΔΟΘΥΡΟΝΙΝΗ Τ3, ΟΛΙΚΗ (ΤΤ-3)"
85311,ΕΛΕΥΘΕΡΗ ΤΡΙΩΔΟΘΥΡΟΝΙΝΗ ΑΙΜΑΤΟΣ
94364,"ΤΡΙΙΩΔΟΘΥΡΟΝΙΝΗ Τ3, ΑΝΑΣΤΡΟΦΗ (rT3)"
50517,"ΤΡΟΠΟΝΙΝΗ, ΠΟΣΟΤΙΚΗ"
25060,"ΘΡΥΨΙΝΗ, ΔΩΔΕΚΑΔΑΚΤΥΛΙΚΟ ΥΓΡΟ"
84680,"ΘΡΥΨΙΝΗ, ΚΟΠΡΑΝΑ, ΠΟΙΟΤΙΚΗ"
80189,"ΘΡΥΨΙΝΗ, ΚΟΠΡΑΝΑ, ΠΟΣΟΤΙΚΗ, ΣΥΛΛΟΓΗ 24-ΩΡΟΥ"
71032,ΤΥΡΟΣΙΝΗ
11814,"ΤΡΟΠΟΝΙΝΗ, ΠΟΙΟΤΙΚΗ"
92484,"ΑΖΩΤΟ ΟΥΡΙΑΣ, ΠΟΣΟΤΙΚΗ"
85245,"ΑΖΩΤΟ ΟΥΡΙΑΣ, ΗΜΙΠΟΣΟΤΙΚΗ (Π.Χ. ΤΑΙΝΙΑ ΧΗΜΙΚΗΣ ΑΝΤΙΔΡΑΣΗΣ)"
38152,"ΑΖΩΤΟ ΟΥΡΙΑΣ, ΟΥΡΑ"
26690,"ΑΖΩΤΟ ΟΥΡΙΑΣ, ΚΑΘΑΡΣΗ"
75636,"ΟΥΡΙΚΟ ΟΞΥ, ΑΙΜΑ"
2479,"ΟΥΡΙΚΟ ΟΞΥ, ΑΛΛΗ ΠΗΓΗ"
89507,"ΟΥΡΟΧΟΛΙΝΟΓΟΝΟ, ΚΟΠΡΑΝΑ, ΠΟΣΟΤΙΚΗ"
70404,"ΟΥΡΟΧΟΛΙΝΟΓΟΝΟ, ΟΥΡΑ, ΠΟΙΟΤΙΚΗ"
71386,"ΟΥΡΟΧΟΛΙΝΟΓΟΝΟ, ΟΥΡΑ, ΠΟΣΟΤΙΚΗ, ΧΡΟΝΙΚΑ ΠΡΟΣΔΙΟΡΙΣΜΕΝΟ ΔΕΙΓΜΑ"
28053,"ΟΥΡΟΧΟΛΙΝΟΓΟΝΟ, ΟΥΡΑ, ΗΜΙΠΟΣΟΤΙΚΗ"
13065,"ΒΑΝΙΛΛΥΛΟΜΑΝΔΕΛΙΚΟ ΟΞΥ (VMA), ΟΥΡΑ"
12379,ΑΓΓΕΙΟΔΡΑΣΤΙΚΟ ΕΝΤΕΡΙΚΟ ΠΕΠΤΙΔΙΟ (VIP)
64237,ΑΝΤΙΔΙΟΥΡΗΤΙΚΗ ΟΡΜΟΝΗ
72826,BITAMINH A
97988,"ΒΙΤΑΜΙΝΗ, ΠΟΥ ΔΕΝ ΚΑΤΑΓΡΑΦΕΤΑΙ ΑΛΛΟΥ"
76537,ΒΙΤΑΜΙΝΗ Κ
91037,"ΠΤΗΤΙΚΑ (Π.Χ. ΟΞΙΚΟΣ ΑΝΥΔΡΙΤΗΣ, ΤΕΤΡΑΧΛΩΡΙΔΙΟ ΤΟΥ ΑΝΘΡΑΚΑ, ΔΙΧΛΩΡΟΑΙΘΑΝΙΟ ΔΙΧΛΩΡΟΜΕΘΑΝΙΟ, ΔΙΑΙΘΥΛΑΙΘΕΡΑΣ, ΙΣΟΠΡΟΠΥΛΙΚΗ ΑΛΚΟΟΛΗ, ΜΕΘΑΝΟΛΗ)"
61255,"ΔΟΚΙΜΑΣΙΑ ΑΠΟΡΡΟΦΗΣΗΣ ΞΥΛΟΖΗΣ, ΑΙΜΑ ΚΑΙ/Ή ΟΥΡΑ"
66084,ΨΕΥΔΑΡΓΥΡΟΣ
99240,C-ΠΕΠΤΙΔΙΟ
75031,"ΓΟΝΑΔΟΤΡΟΠΙΝΗ, ΧΟΡΙΟΝΙΚΗ (HCG), ΠΟΣΟΤΙΚΗ Β-ΥΠΟΜΟΝΑΔΑ"
44533,"ΓΟΝΑΔΟΤΡΟΠΙΝΗ, ΧΟΡΙΟΝΙΚΗ (HCG), ΠΟΙΟΤΙΚΗ Β-ΥΠΟΜΟΝΑΔΑ"
14614,"ΓΟΝΑΔΟΤΡΟΠΙΝΗ, ΧΟΡΙΟΝΙΚΗ (FBHCG), ΕΛΕΥΘΕΡΗ ΒΗΤΑ ΑΛΥΣΙΔΑ"
93007,"ΔΟΚΙΜΑΣΙΕΣ ΩΟΡΡΗΞΙΑΣ, ΜΕΣΩ ΟΠΤΙΚΩΝ ΧΡΩΜΑΤΙΚΩΝ ΜΕΘΟΔΩΝ ΓΙΑ ΤΗΝ ΑΝΘΡΩΠΙΝΗ ΩΧΡΙΝΟΤΡΟΠΟ ΟΡΜΟΝΗ"
10873,ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΧΗΜΙΚΗ ΔΟΚΙΜΑΣΙΑ
25177,IGF-II (ΙΝΣΟΥΛΙΝΟΜΟΡΦΟΣ ΠΑΡΑΓΟΝΤΑΣ ΙΙ)
70871,IGFBP-III
84776,ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΤΗΣ ΘΥΡΕΟΕΙΔΙΚΗΣ ΥΠΕΡΟΞΕΙΔΑΣΗΣ (ANTI-TPO)
32973,ΧΡΟΝΟΣ ΡΟΗΣ IVY
39576,ΓΕΝΙΚΗ ΑΙΜΑΤΟΣ ( ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ )
4015,ΓΕΝΙΚΗ ΑΙΜΑΤΟΣ + ΕΠΙΧΡΙΣΜΑ ΠΕΡΙΦ.ΑΙΜΑΤΟΣ
75821,ΑΝΕΝΕΡΓΟΣ
85636,ΑΝΕΝΕΡΓΟΣ
12441,ΜΙΚΡΟΑΙΜΑΤΟΚΡΙΤΗΣ
91854,ΑΝΕΝΕΡΓΟΣ
56876,"ΜΕΤΡΗΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ (HGB), ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕΘΟΔΟΣ"
89412,"ΓΕΝΙΚΗ ΑΙΜΑΤΟΣ (ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕΤΡΗΣΗ HGB, HCT, RBC, WBC, PLT ΚΑΙ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕΤΡΗΣΗ ΛΕΥΚΟΚΥΤΤΑΡΙΚΟΥ ΤΥΠΟΥ)"
85676,ΑΝΕΝΕΡΓΟΣ
67234,ΑΝΕΝΕΡΓΟΣ
85517,ΑΝΕΝΕΡΓΟΣ
35755,ΜΕΤΡΗΣΗ ΔΙΚΤΥΟΕΡΥΘΡΟΚΥΤΤΑΡΩΝ ΜΕ ΧΕΙΡΩΝΑΚΤΙΚΗ ΜΕΘΟΔΟΣ
18309,ΜΕΤΡΗΣΗ ΔΙΚΤΥΟΕΡΥΘΡΟΚΥΤΤΑΡΩΝ ΜΕ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕΘΟΔΟ
393,ΜΕΤΡΗΣΗ ΔΙΚΤΥΟΕΡΥΘΡΟΚΥΤΤΑΡΩΝ ΜΕ ΑΥΤΟΜΑΤΟΠΟΙΗΜΕΝΗ ΜΕΘΟΔΟ ΚΑΙ ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΔΙΚΤΥΟΕΡΥΘΡΟΚΥΤΤΑΡΙΚΩΝ ΠΑΡΑΜΕΤΡΩΝ
4349,ΑΝΕΝΕΡΓΟΣ
51984,ΑΝΕΝΕΡΓΟΣ
91038,ΜΕΤΡΗΣΗ ΔΙΚΤΥΟΑΙΜΟΠΕΤΑΛΙΩΝ
88244,ΕΚΤΙΜΗΣΗ ΕΠΙΧΡΙΣΜΑΤΟΣ ΠΕΡΙΦΕΡΙΚΟΥ ΑΙΜΑΤΟΣ
61795,ΕΚΤΙΜΗΣΗ ΕΠΙΧΡΙΣΜΑΤΟΣ ΜΥΕΛΟΥ ΤΩΝ ΟΣΤΩΝ
60788,ΑΝΕΝΕΡΓΟΣ
79538,ΣΥΣΤΟΛΗ ΘΡΟΜΒΟΥ
69085,ΧΡΟΝΟΣ ΛΥΣΗΣ ΘΡΟΜΒΟΥ ΟΛΙΚΟΥ ΑΙΜΑΤΟΣ
4805,ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ ΠΡΟΘΡΟΜΒΙΝΗΣ
51384,ΠΑΡΑΓΟΝΤΑΣ ΠΗΞΕΩΣ V (ΕΝΕΡΓΟΤΗΤΑ)
47651,ΠΑΡΑΓΟΝΤΑΣ ΠΗΞΕΩΣ VII (ΕΝΕΡΓΟΤΗΤΑ)
43384,ΠΑΡΑΓΟΝΤΑΣ ΠΗΞΕΩΣ VIΙΙ (ΕΝΕΡΓΟΤΗΤΑ)
37741,ΠΑΡΑΓΟΝΤΑΣ ΠΗΞΕΩΣ VWRCO(ΕΝΕΡΓΟΤΗΤΑ)
13107,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΔΡΑΣΤΙΚΟΤΗΤΑΣ ΤΟΥ ΠΑΡΑΓΟΝΤΑ VW Η ΣΥΜΠΑΡΑΓΟΝΤΑ ΤΗΣ ΡΙΣΤΟΣΕΤΙΝΗΣ (VWF: RICOF)
37645,ΠΑΡΑΓΟΝΤΑΣ ΠΗΞΕΩΣ VWRCO(ΑΝΤΙΓΟΝΟ)
74951,ΑΝΑΛΥΣΗ ΠΟΛΥΜΕΡΩΝ ΤΟΥ ΠΑΡΑΓΟΝΤΑ vW(FvW)
12391,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΔΡΑΣΤΗΚΟΤΗΤΑΣ ΠΑΡΑΓΟΝΤΑ IX (FIX)
29668,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΔΡΑΣΤΗΚΟΤΗΤΑΣ ΠΑΡΑΓΟΝΤΑ X (FX)
17367,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΠΑΡΑΓΟΝΤΑ XI (FXI)
20715,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΠΑΡΑΓΟΝΤΑ XII (FXII)
41118,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΠΑΡΑΓΟΝΤΑ XIII(FXII)
52929,ΕΛΕΓΧΟΣ FXIII ΜΕ ΔΟΚΙΜΑΣΙΑ ΔΙΑΛΥΤΟΤΗΤΑΣ
90143,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΠΡΟΚΑΛΙΚΡΕΪΝΗΣ
28090,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΚΙΝΙΝΟΓΟΝΟΥ ΥΨΗΛΟΥ ΜΟΡΙΑΚΟΥ ΒΑΡΟΥΣ
86229,ΑΝΤΙΘΡΟΜΒΙΝΗ III
23017,ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ ΑΝΤΙΘΡΟΜΒΙΝΗΣ III
95019,ΠΡΩΤΕΪΝΗ C
61473,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΔΡΑΣΤΙΚΟΤΗΤΑΣ ΤΗΣ ΠΡΩΤΕΪΝΗΣ C
97776,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΟΛΙΚΗΣ ΠΡΩΤΕΪΝΗΣ S
98404,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΛΕΥΘΕΡΗΣ ΠΡΩΤΕΪΝΗΣ S
78535,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΣΤΑΣΗΣ ΣΤΗΝ ΕΝΕΡΓΟΠΟΙΗΜΕΝΗ ΠΡΩΤΕΪΝΗ C (APC-R)
88928,ΛΕΙΤΟΥΡΓΙΚΟΣ ΑΝΑΣΤΟΛΕΑΣ C1
7393,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΘΡΟΜΒΟΜΟΝΤΟΥΛΙΝΗΣ
73131,ΧΡΟΝΟΣ ΠΗΞΗΣ ΟΛΙΚΟΥ ΑΙΜΑΤΟΣ ΚΑΤΑ LEE-WHITE
37863,ΑΡΤΤ
77576,ΑΡΤΤ ευαίσθητο στο αντιπηκτικό λύκου
28998,ΧΡΟΝΟΣ ΛΥΣΗΣ ΕΥΣΦΑΙΡΙΝΩΝ
52316,"ΠΡΟΪΟΝΤΑ ΑΠΟΔΟΜΗΣΗΣ ΙΝΩΔΟΥΣ/ΙΝΩΔΟΓΟΝΟΥ (FDP), ΣΥΓΚΟΛΛΗΤΙΝΟΑΝΤΙΔΡΑΣΗ ΗΜΙΠΟΣΟΤΙΚΗ ΜΕΘΟΔΟΣ"
46274,ΑΝΕΝΕΡΓΟΣ
94499,ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ ΙΝΩΔΟΝΕΚΤΙΝΗΣ
10349,"D-DIMER (ΠΡΟΪΟΝΤΑ ΑΠΟΔΟΜΗΣΗΣ ΙΝΩΔΟΥΣ), ΗΜΙΠΟΣΟΤΙΚΗ ΜΕΘΟΔΟΣ"
77393,"D-DIMER (ΠΡΟΪΟΝΤΑ ΑΠΟΔΟΜΗΣΗΣ ΙΝΩΔΟΥΣ), ΠΟΣΟΤΙΚΗ ΜΕΘΟΔΟΣ"
67334,"D-DIMER (ΠΡΟΪΟΝΤΑ ΑΠΟΔΟΜΗΣΗΣ ΙΝΩΔΟΥΣ), ΥΠΕΡΕΥΑΙΣΘΗΤΑ ΓΙΑ ΤΗΝ ΑΞΙΟΛΟΓΗΣΗ ΦΛΕΒΙΚΗΣ ΘΡΟΜΒΟΕΜΒΟΛΙΚΗΣ ΝΟΣΟΥ"
3328,ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΙΝΩΔΟΓΟΝΟΥ
49322,ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ ΙΝΩΔΟΓΩΝΟΥ
81102,ΔΙΑΛΥΤΑ ΜΟΝΟΜΕΡΗ ΙΝΩΔΟΥΣ ( FS )
62603,THROMBOELASTOGRAPHY
40430,ADAMTS13 ( ELISA)
65251,PAI-1 ΑΝΤΙΓΌΝΟ
66686,Α2 ΑΝΤΙΠΛΑΣΜΙΝΗ
88716,ΡΑΙ-1 ΕΝΕΡΓΟΤΗΤΑ
40380,ΠΛΑΣΜΙΝΟΓΟΝΟ ΕΝΕΡΓΟΤΗΤΑ
16504,ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ ΠΛΑΣΜΙΝΟΓΟΝΟΥ
