shift_id,shift_date,shift_slot,shift_status,dept_id
2114,2025-08-16,Afternoon,Completed,15
2115,2025-08-16,Night,Completed,15
2116,2025-08-17,Morning,Completed,1
2117,2025-08-17,Afternoon,Scheduled,1
2118,2025-08-17,Night,Completed,1
2119,2025-08-17,Morning,Scheduled,2
2120,2025-08-17,Afternoon,Completed,2
2121,2025-08-17,Night,Scheduled,2
2122,2025-08-17,Morning,Completed,3
2123,2025-08-17,Afternoon,Completed,3
2124,2025-08-17,Night,Scheduled,3
2125,2025-08-17,Morning,Completed,4
2126,2025-08-17,Afternoon,Completed,4
2127,2025-08-17,Night,Completed,4
2128,2025-08-17,Morning,Scheduled,5
2129,2025-08-17,Afternoon,Completed,5
2130,2025-08-17,Night,Completed,5
2131,2025-08-17,Morning,Completed,6
2132,2025-08-17,Afternoon,Scheduled,6
2133,2025-08-17,Night,Completed,6
2134,2025-08-17,Morning,Completed,7
2135,2025-08-17,Afternoon,Completed,7
2136,2025-08-17,Night,Scheduled,7
2137,2025-08-17,Morning,Completed,8
2138,2025-08-17,Afternoon,Completed,8
2139,2025-08-17,Night,Completed,8
2140,2025-08-17,Morning,Completed,9
2141,2025-08-17,Afternoon,Scheduled,9
2142,2025-08-17,Night,Completed,9
2143,2025-08-17,Morning,Completed,10
2144,2025-08-17,Afternoon,Completed,10
2145,2025-08-17,Night,Scheduled,10
2146,2025-08-17,Morning,Completed,11
2147,2025-08-17,Afternoon,Completed,11
2148,2025-08-17,Night,Completed,11
2149,2025-08-17,Morning,Completed,12
2150,2025-08-17,Afternoon,Completed,12
2151,2025-08-17,Night,Completed,12
2152,2025-08-17,Morning,Scheduled,13
2153,2025-08-17,Afternoon,Completed,13
2154,2025-08-17,Night,Scheduled,13
2155,2025-08-17,Morning,Scheduled,14
2156,2025-08-17,Afternoon,Completed,14
2157,2025-08-17,Night,Completed,14
2158,2025-08-17,Morning,Completed,15
2159,2025-08-17,Afternoon,Completed,15
2160,2025-08-17,Night,Completed,15
2161,2025-08-18,Morning,Completed,1
2162,2025-08-18,Afternoon,Completed,1
2163,2025-08-18,Night,Completed,1
2164,2025-08-18,Morning,Scheduled,2
2165,2025-08-18,Afternoon,Scheduled,2
2166,2025-08-18,Night,Completed,2
2167,2025-08-18,Morning,Completed,3
2168,2025-08-18,Afternoon,Completed,3
2169,2025-08-18,Night,Scheduled,3
2170,2025-08-18,Morning,Scheduled,4
2171,2025-08-18,Afternoon,Completed,4
2172,2025-08-18,Night,Completed,4
2173,2025-08-18,Morning,Scheduled,5
2174,2025-08-18,Afternoon,Completed,5
2175,2025-08-18,Night,Completed,5
2176,2025-08-18,Morning,Scheduled,6
2177,2025-08-18,Afternoon,Scheduled,6
2178,2025-08-18,Night,Scheduled,6
2179,2025-08-18,Morning,Completed,7
2180,2025-08-18,Afternoon,Completed,7
2181,2025-08-18,Night,Completed,7
2182,2025-08-18,Morning,Completed,8
2183,2025-08-18,Afternoon,Completed,8
2184,2025-08-18,Night,Completed,8
2185,2025-08-18,Morning,Completed,9
2186,2025-08-18,Afternoon,Completed,9
2187,2025-08-18,Night,Completed,9
2188,2025-08-18,Morning,Completed,10
2189,2025-08-18,Afternoon,Completed,10
2190,2025-08-18,Night,Scheduled,10
2191,2025-08-18,Morning,Completed,11
2192,2025-08-18,Afternoon,Completed,11
2193,2025-08-18,Night,Completed,11
2194,2025-08-18,Morning,Scheduled,12
2195,2025-08-18,Afternoon,Completed,12
2196,2025-08-18,Night,Completed,12
2197,2025-08-18,Morning,Completed,13
2198,2025-08-18,Afternoon,Completed,13
2199,2025-08-18,Night,Scheduled,13
2200,2025-08-18,Morning,Scheduled,14
2201,2025-08-18,Afternoon,Scheduled,14
2202,2025-08-18,Night,Completed,14
2203,2025-08-18,Morning,Completed,15
2204,2025-08-18,Afternoon,Completed,15
2205,2025-08-18,Night,Completed,15
2206,2025-08-19,Morning,Completed,1
2207,2025-08-19,Afternoon,Completed,1
2208,2025-08-19,Night,Scheduled,1
2209,2025-08-19,Morning,Completed,2
2210,2025-08-19,Afternoon,Completed,2
2211,2025-08-19,Night,Completed,2
2212,2025-08-19,Morning,Completed,3
2213,2025-08-19,Afternoon,Completed,3
2214,2025-08-19,Night,Completed,3
2215,2025-08-19,Morning,Scheduled,4
2216,2025-08-19,Afternoon,Completed,4
2217,2025-08-19,Night,Completed,4
2218,2025-08-19,Morning,Completed,5
2219,2025-08-19,Afternoon,Completed,5
2220,2025-08-19,Night,Completed,5
2221,2025-08-19,Morning,Scheduled,6
2222,2025-08-19,Afternoon,Completed,6
2223,2025-08-19,Night,Completed,6
2224,2025-08-19,Morning,Completed,7
2225,2025-08-19,Afternoon,Completed,7
2226,2025-08-19,Night,Completed,7
2227,2025-08-19,Morning,Completed,8
2228,2025-08-19,Afternoon,Completed,8
2229,2025-08-19,Night,Completed,8
2230,2025-08-19,Morning,Scheduled,9
2231,2025-08-19,Afternoon,Scheduled,9
2232,2025-08-19,Night,Completed,9
2233,2025-08-19,Morning,Completed,10
2234,2025-08-19,Afternoon,Completed,10
2235,2025-08-19,Night,Completed,10
2236,2025-08-19,Morning,Completed,11
2237,2025-08-19,Afternoon,Completed,11
2238,2025-08-19,Night,Scheduled,11
2239,2025-08-19,Morning,Completed,12
2240,2025-08-19,Afternoon,Scheduled,12
2241,2025-08-19,Night,Scheduled,12
2242,2025-08-19,Morning,Completed,13
2243,2025-08-19,Afternoon,Completed,13
2244,2025-08-19,Night,Completed,13
2245,2025-08-19,Morning,Completed,14
2246,2025-08-19,Afternoon,Scheduled,14
2247,2025-08-19,Night,Completed,14
2248,2025-08-19,Morning,Completed,15
2249,2025-08-19,Afternoon,Scheduled,15
2250,2025-08-19,Night,Completed,15
2251,2025-08-20,Morning,Scheduled,1
2252,2025-08-20,Afternoon,Scheduled,1
2253,2025-08-20,Night,Completed,1
2254,2025-08-20,Morning,Completed,2
2255,2025-08-20,Afternoon,Completed,2
2256,2025-08-20,Night,Completed,2
2257,2025-08-20,Morning,Completed,3
2258,2025-08-20,Afternoon,Scheduled,3
2259,2025-08-20,Night,Completed,3
2260,2025-08-20,Morning,Completed,4
2261,2025-08-20,Afternoon,Completed,4
2262,2025-08-20,Night,Completed,4
2263,2025-08-20,Morning,Scheduled,5
2264,2025-08-20,Afternoon,Completed,5
2265,2025-08-20,Night,Completed,5
2266,2025-08-20,Morning,Completed,6
2267,2025-08-20,Afternoon,Scheduled,6
2268,2025-08-20,Night,Completed,6
2269,2025-08-20,Morning,Completed,7
2270,2025-08-20,Afternoon,Completed,7
2271,2025-08-20,Night,Completed,7
2272,2025-08-20,Morning,Completed,8
2273,2025-08-20,Afternoon,Completed,8
2274,2025-08-20,Night,Completed,8
2275,2025-08-20,Morning,Completed,9
2276,2025-08-20,Afternoon,Completed,9
2277,2025-08-20,Night,Completed,9
2278,2025-08-20,Morning,Scheduled,10
2279,2025-08-20,Afternoon,Completed,10
2280,2025-08-20,Night,Completed,10
2281,2025-08-20,Morning,Completed,11
2282,2025-08-20,Afternoon,Completed,11
2283,2025-08-20,Night,Scheduled,11
2284,2025-08-20,Morning,Completed,12
2285,2025-08-20,Afternoon,Scheduled,12
2286,2025-08-20,Night,Completed,12
2287,2025-08-20,Morning,Completed,13
2288,2025-08-20,Afternoon,Scheduled,13
2289,2025-08-20,Night,Completed,13
2290,2025-08-20,Morning,Completed,14
2291,2025-08-20,Afternoon,Completed,14
2292,2025-08-20,Night,Completed,14
2293,2025-08-20,Morning,Completed,15
2294,2025-08-20,Afternoon,Scheduled,15
2295,2025-08-20,Night,Scheduled,15
2296,2025-08-21,Morning,Completed,1
2297,2025-08-21,Afternoon,Completed,1
2298,2025-08-21,Night,Completed,1
2299,2025-08-21,Morning,Completed,2
2300,2025-08-21,Afternoon,Completed,2
2301,2025-08-21,Night,Completed,2
2302,2025-08-21,Morning,Completed,3
2303,2025-08-21,Afternoon,Completed,3
2304,2025-08-21,Night,Scheduled,3
2305,2025-08-21,Morning,Completed,4
2306,2025-08-21,Afternoon,Completed,4
2307,2025-08-21,Night,Completed,4
2308,2025-08-21,Morning,Completed,5
2309,2025-08-21,Afternoon,Completed,5
2310,2025-08-21,Night,Scheduled,5
2311,2025-08-21,Morning,Completed,6
2312,2025-08-21,Afternoon,Completed,6
2313,2025-08-21,Night,Scheduled,6
2314,2025-08-21,Morning,Completed,7
2315,2025-08-21,Afternoon,Completed,7
2316,2025-08-21,Night,Scheduled,7
2317,2025-08-21,Morning,Completed,8
2318,2025-08-21,Afternoon,Scheduled,8
2319,2025-08-21,Night,Completed,8
2320,2025-08-21,Morning,Completed,9
2321,2025-08-21,Afternoon,Completed,9
2322,2025-08-21,Night,Completed,9
2323,2025-08-21,Morning,Completed,10
2324,2025-08-21,Afternoon,Completed,10
2325,2025-08-21,Night,Scheduled,10
2326,2025-08-21,Morning,Completed,11
2327,2025-08-21,Afternoon,Scheduled,11
2328,2025-08-21,Night,Completed,11
2329,2025-08-21,Morning,Completed,12
2330,2025-08-21,Afternoon,Completed,12
2331,2025-08-21,Night,Scheduled,12
2332,2025-08-21,Morning,Completed,13
2333,2025-08-21,Afternoon,Scheduled,13
2334,2025-08-21,Night,Completed,13
2335,2025-08-21,Morning,Completed,14
2336,2025-08-21,Afternoon,Completed,14
2337,2025-08-21,Night,Completed,14
2338,2025-08-21,Morning,Completed,15
2339,2025-08-21,Afternoon,Completed,15
2340,2025-08-21,Night,Scheduled,15
2341,2025-08-22,Morning,Scheduled,1
2342,2025-08-22,Afternoon,Completed,1
2343,2025-08-22,Night,Completed,1
2344,2025-08-22,Morning,Completed,2
2345,2025-08-22,Afternoon,Scheduled,2
2346,2025-08-22,Night,Completed,2
2347,2025-08-22,Morning,Completed,3
2348,2025-08-22,Afternoon,Completed,3
2349,2025-08-22,Night,Scheduled,3
2350,2025-08-22,Morning,Completed,4
2351,2025-08-22,Afternoon,Scheduled,4
2352,2025-08-22,Night,Completed,4
2353,2025-08-22,Morning,Completed,5
2354,2025-08-22,Afternoon,Scheduled,5
2355,2025-08-22,Night,Completed,5
2356,2025-08-22,Morning,Completed,6
2357,2025-08-22,Afternoon,Completed,6
2358,2025-08-22,Night,Completed,6
2359,2025-08-22,Morning,Completed,7
2360,2025-08-22,Afternoon,Scheduled,7
2361,2025-08-22,Night,Scheduled,7
2362,2025-08-22,Morning,Completed,8
2363,2025-08-22,Afternoon,Completed,8
2364,2025-08-22,Night,Completed,8
2365,2025-08-22,Morning,Completed,9
2366,2025-08-22,Afternoon,Completed,9
2367,2025-08-22,Night,Completed,9
2368,2025-08-22,Morning,Scheduled,10
2369,2025-08-22,Afternoon,Scheduled,10
2370,2025-08-22,Night,Completed,10
2371,2025-08-22,Morning,Scheduled,11
2372,2025-08-22,Afternoon,Completed,11
2373,2025-08-22,Night,Completed,11
2374,2025-08-22,Morning,Completed,12
2375,2025-08-22,Afternoon,Completed,12
2376,2025-08-22,Night,Completed,12
2377,2025-08-22,Morning,Scheduled,13
2378,2025-08-22,Afternoon,Scheduled,13
2379,2025-08-22,Night,Scheduled,13
2380,2025-08-22,Morning,Completed,14
2381,2025-08-22,Afternoon,Completed,14
2382,2025-08-22,Night,Scheduled,14
2383,2025-08-22,Morning,Completed,15
2384,2025-08-22,Afternoon,Completed,15
2385,2025-08-22,Night,Completed,15
2386,2025-08-23,Morning,Completed,1
2387,2025-08-23,Afternoon,Completed,1
2388,2025-08-23,Night,Completed,1
2389,2025-08-23,Morning,Completed,2
2390,2025-08-23,Afternoon,Scheduled,2
2391,2025-08-23,Night,Completed,2
2392,2025-08-23,Morning,Completed,3
2393,2025-08-23,Afternoon,Completed,3
2394,2025-08-23,Night,Scheduled,3
2395,2025-08-23,Morning,Scheduled,4
2396,2025-08-23,Afternoon,Scheduled,4
2397,2025-08-23,Night,Completed,4
2398,2025-08-23,Morning,Completed,5
2399,2025-08-23,Afternoon,Completed,5
2400,2025-08-23,Night,Scheduled,5
2401,2025-08-23,Morning,Scheduled,6
2402,2025-08-23,Afternoon,Completed,6
2403,2025-08-23,Night,Completed,6
2404,2025-08-23,Morning,Completed,7
2405,2025-08-23,Afternoon,Completed,7
2406,2025-08-23,Night,Scheduled,7
2407,2025-08-23,Morning,Completed,8
2408,2025-08-23,Afternoon,Completed,8
2409,2025-08-23,Night,Completed,8
2410,2025-08-23,Morning,Scheduled,9
2411,2025-08-23,Afternoon,Completed,9
2412,2025-08-23,Night,Scheduled,9
2413,2025-08-23,Morning,Completed,10
2414,2025-08-23,Afternoon,Completed,10
2415,2025-08-23,Night,Completed,10
2416,2025-08-23,Morning,Scheduled,11
2417,2025-08-23,Afternoon,Completed,11
2418,2025-08-23,Night,Completed,11
2419,2025-08-23,Morning,Scheduled,12
2420,2025-08-23,Afternoon,Completed,12
2421,2025-08-23,Night,Scheduled,12
2422,2025-08-23,Morning,Completed,13
2423,2025-08-23,Afternoon,Completed,13
2424,2025-08-23,Night,Scheduled,13
2425,2025-08-23,Morning,Completed,14
2426,2025-08-23,Afternoon,Completed,14
2427,2025-08-23,Night,Completed,14
2428,2025-08-23,Morning,Completed,15
2429,2025-08-23,Afternoon,Completed,15
2430,2025-08-23,Night,Completed,15
2431,2025-08-24,Morning,Scheduled,1
2432,2025-08-24,Afternoon,Completed,1
2433,2025-08-24,Night,Scheduled,1
2434,2025-08-24,Morning,Completed,2
2435,2025-08-24,Afternoon,Completed,2
2436,2025-08-24,Night,Completed,2
2437,2025-08-24,Morning,Scheduled,3
2438,2025-08-24,Afternoon,Completed,3
2439,2025-08-24,Night,Completed,3
2440,2025-08-24,Morning,Completed,4
2441,2025-08-24,Afternoon,Completed,4
2442,2025-08-24,Night,Scheduled,4
2443,2025-08-24,Morning,Scheduled,5
2444,2025-08-24,Afternoon,Scheduled,5
2445,2025-08-24,Night,Scheduled,5
2446,2025-08-24,Morning,Completed,6
2447,2025-08-24,Afternoon,Completed,6
2448,2025-08-24,Night,Completed,6
2449,2025-08-24,Morning,Scheduled,7
2450,2025-08-24,Afternoon,Completed,7
2451,2025-08-24,Night,Completed,7
2452,2025-08-24,Morning,Completed,8
2453,2025-08-24,Afternoon,Scheduled,8
2454,2025-08-24,Night,Completed,8
2455,2025-08-24,Morning,Completed,9
2456,2025-08-24,Afternoon,Completed,9
2457,2025-08-24,Night,Completed,9
2458,2025-08-24,Morning,Completed,10
2459,2025-08-24,Afternoon,Completed,10
2460,2025-08-24,Night,Completed,10
2461,2025-08-24,Morning,Completed,11
2462,2025-08-24,Afternoon,Completed,11
2463,2025-08-24,Night,Completed,11
2464,2025-08-24,Morning,Completed,12
2465,2025-08-24,Afternoon,Completed,12
2466,2025-08-24,Night,Completed,12
2467,2025-08-24,Morning,Completed,13
2468,2025-08-24,Afternoon,Completed,13
2469,2025-08-24,Night,Completed,13
2470,2025-08-24,Morning,Completed,14
2471,2025-08-24,Afternoon,Completed,14
2472,2025-08-24,Night,Completed,14
2473,2025-08-24,Morning,Scheduled,15
2474,2025-08-24,Afternoon,Scheduled,15
2475,2025-08-24,Night,Completed,15
2476,2025-08-25,Morning,Completed,1
2477,2025-08-25,Afternoon,Scheduled,1
2478,2025-08-25,Night,Completed,1
2479,2025-08-25,Morning,Completed,2
2480,2025-08-25,Afternoon,Completed,2
2481,2025-08-25,Night,Completed,2
2482,2025-08-25,Morning,Scheduled,3
2483,2025-08-25,Afternoon,Completed,3
2484,2025-08-25,Night,Completed,3
2485,2025-08-25,Morning,Scheduled,4
2486,2025-08-25,Afternoon,Scheduled,4
2487,2025-08-25,Night,Completed,4
2488,2025-08-25,Morning,Scheduled,5
2489,2025-08-25,Afternoon,Completed,5
2490,2025-08-25,Night,Completed,5
2491,2025-08-25,Morning,Completed,6
2492,2025-08-25,Afternoon,Scheduled,6
2493,2025-08-25,Night,Completed,6
2494,2025-08-25,Morning,Completed,7
2495,2025-08-25,Afternoon,Completed,7
2496,2025-08-25,Night,Completed,7
2497,2025-08-25,Morning,Completed,8
2498,2025-08-25,Afternoon,Completed,8
2499,2025-08-25,Night,Scheduled,8
2500,2025-08-25,Morning,Scheduled,9
2501,2025-08-25,Afternoon,Scheduled,9
2502,2025-08-25,Night,Completed,9
2503,2025-08-25,Morning,Completed,10
2504,2025-08-25,Afternoon,Scheduled,10
2505,2025-08-25,Night,Completed,10
2506,2025-08-25,Morning,Scheduled,11
2507,2025-08-25,Afternoon,Completed,11
2508,2025-08-25,Night,Completed,11
2509,2025-08-25,Morning,Completed,12
2510,2025-08-25,Afternoon,Scheduled,12
2511,2025-08-25,Night,Completed,12
2512,2025-08-25,Morning,Scheduled,13
2513,2025-08-25,Afternoon,Completed,13
2514,2025-08-25,Night,Completed,13
2515,2025-08-25,Morning,Completed,14
2516,2025-08-25,Afternoon,Completed,14
2517,2025-08-25,Night,Completed,14
2518,2025-08-25,Morning,Completed,15
2519,2025-08-25,Afternoon,Scheduled,15
2520,2025-08-25,Night,Completed,15
2521,2025-08-26,Morning,Completed,1
2522,2025-08-26,Afternoon,Scheduled,1
2523,2025-08-26,Night,Completed,1
2524,2025-08-26,Morning,Completed,2
2525,2025-08-26,Afternoon,Completed,2
2526,2025-08-26,Night,Completed,2
2527,2025-08-26,Morning,Scheduled,3
2528,2025-08-26,Afternoon,Completed,3
2529,2025-08-26,Night,Scheduled,3
2530,2025-08-26,Morning,Completed,4
2531,2025-08-26,Afternoon,Completed,4
2532,2025-08-26,Night,Completed,4
2533,2025-08-26,Morning,Completed,5
2534,2025-08-26,Afternoon,Completed,5
2535,2025-08-26,Night,Completed,5
2536,2025-08-26,Morning,Completed,6
2537,2025-08-26,Afternoon,Completed,6
2538,2025-08-26,Night,Completed,6
2539,2025-08-26,Morning,Completed,7
2540,2025-08-26,Afternoon,Scheduled,7
2541,2025-08-26,Night,Completed,7
2542,2025-08-26,Morning,Completed,8
2543,2025-08-26,Afternoon,Completed,8
2544,2025-08-26,Night,Completed,8
2545,2025-08-26,Morning,Completed,9
2546,2025-08-26,Afternoon,Completed,9
2547,2025-08-26,Night,Completed,9
2548,2025-08-26,Morning,Completed,10
2549,2025-08-26,Afternoon,Scheduled,10
2550,2025-08-26,Night,Completed,10
2551,2025-08-26,Morning,Completed,11
2552,2025-08-26,Afternoon,Completed,11
2553,2025-08-26,Night,Completed,11
2554,2025-08-26,Morning,Completed,12
2555,2025-08-26,Afternoon,Completed,12
2556,2025-08-26,Night,Completed,12
2557,2025-08-26,Morning,Completed,13
2558,2025-08-26,Afternoon,Scheduled,13
2559,2025-08-26,Night,Completed,13
2560,2025-08-26,Morning,Completed,14
2561,2025-08-26,Afternoon,Completed,14
2562,2025-08-26,Night,Completed,14
2563,2025-08-26,Morning,Completed,15
2564,2025-08-26,Afternoon,Completed,15
2565,2025-08-26,Night,Completed,15
2566,2025-08-27,Morning,Completed,1
2567,2025-08-27,Afternoon,Scheduled,1
2568,2025-08-27,Night,Completed,1
2569,2025-08-27,Morning,Completed,2
2570,2025-08-27,Afternoon,Completed,2
2571,2025-08-27,Night,Completed,2
2572,2025-08-27,Morning,Completed,3
2573,2025-08-27,Afternoon,Completed,3
2574,2025-08-27,Night,Completed,3
2575,2025-08-27,Morning,Completed,4
2576,2025-08-27,Afternoon,Scheduled,4
2577,2025-08-27,Night,Completed,4
2578,2025-08-27,Morning,Scheduled,5
2579,2025-08-27,Afternoon,Completed,5
2580,2025-08-27,Night,Completed,5
2581,2025-08-27,Morning,Scheduled,6
2582,2025-08-27,Afternoon,Completed,6
2583,2025-08-27,Night,Completed,6
2584,2025-08-27,Morning,Completed,7
2585,2025-08-27,Afternoon,Completed,7
2586,2025-08-27,Night,Completed,7
2587,2025-08-27,Morning,Completed,8
2588,2025-08-27,Afternoon,Scheduled,8
2589,2025-08-27,Night,Completed,8
2590,2025-08-27,Morning,Completed,9
2591,2025-08-27,Afternoon,Completed,9
2592,2025-08-27,Night,Completed,9
2593,2025-08-27,Morning,Completed,10
2594,2025-08-27,Afternoon,Completed,10
2595,2025-08-27,Night,Completed,10
2596,2025-08-27,Morning,Completed,11
2597,2025-08-27,Afternoon,Completed,11
2598,2025-08-27,Night,Completed,11
2599,2025-08-27,Morning,Completed,12
2600,2025-08-27,Afternoon,Scheduled,12
2601,2025-08-27,Night,Completed,12
2602,2025-08-27,Morning,Completed,13
2603,2025-08-27,Afternoon,Scheduled,13
2604,2025-08-27,Night,Completed,13
2605,2025-08-27,Morning,Completed,14
2606,2025-08-27,Afternoon,Completed,14
2607,2025-08-27,Night,Completed,14
2608,2025-08-27,Morning,Scheduled,15
2609,2025-08-27,Afternoon,Scheduled,15
2610,2025-08-27,Night,Completed,15
2611,2025-08-28,Morning,Completed,1
2612,2025-08-28,Afternoon,Completed,1
2613,2025-08-28,Night,Completed,1
2614,2025-08-28,Morning,Completed,2
2615,2025-08-28,Afternoon,Completed,2
2616,2025-08-28,Night,Completed,2
2617,2025-08-28,Morning,Completed,3
2618,2025-08-28,Afternoon,Completed,3
2619,2025-08-28,Night,Scheduled,3
2620,2025-08-28,Morning,Completed,4
2621,2025-08-28,Afternoon,Scheduled,4
2622,2025-08-28,Night,Completed,4
2623,2025-08-28,Morning,Completed,5
2624,2025-08-28,Afternoon,Completed,5
2625,2025-08-28,Night,Completed,5
2626,2025-08-28,Morning,Completed,6
2627,2025-08-28,Afternoon,Scheduled,6
2628,2025-08-28,Night,Completed,6
2629,2025-08-28,Morning,Scheduled,7
2630,2025-08-28,Afternoon,Scheduled,7
2631,2025-08-28,Night,Completed,7
2632,2025-08-28,Morning,Completed,8
2633,2025-08-28,Afternoon,Scheduled,8
2634,2025-08-28,Night,Scheduled,8
2635,2025-08-28,Morning,Completed,9
2636,2025-08-28,Afternoon,Completed,9
2637,2025-08-28,Night,Completed,9
2638,2025-08-28,Morning,Completed,10
2639,2025-08-28,Afternoon,Scheduled,10
2640,2025-08-28,Night,Scheduled,10
2641,2025-08-28,Morning,Completed,11
2642,2025-08-28,Afternoon,Completed,11
2643,2025-08-28,Night,Completed,11
2644,2025-08-28,Morning,Completed,12
2645,2025-08-28,Afternoon,Completed,12
2646,2025-08-28,Night,Completed,12
2647,2025-08-28,Morning,Completed,13
2648,2025-08-28,Afternoon,Completed,13
2649,2025-08-28,Night,Completed,13
2650,2025-08-28,Morning,Completed,14
2651,2025-08-28,Afternoon,Scheduled,14
2652,2025-08-28,Night,Completed,14
2653,2025-08-28,Morning,Completed,15
2654,2025-08-28,Afternoon,Completed,15
2655,2025-08-28,Night,Completed,15
2656,2025-08-29,Morning,Completed,1
2657,2025-08-29,Afternoon,Scheduled,1
2658,2025-08-29,Night,Scheduled,1
2659,2025-08-29,Morning,Completed,2
2660,2025-08-29,Afternoon,Scheduled,2
2661,2025-08-29,Night,Completed,2
2662,2025-08-29,Morning,Completed,3
2663,2025-08-29,Afternoon,Completed,3
2664,2025-08-29,Night,Completed,3
2665,2025-08-29,Morning,Completed,4
2666,2025-08-29,Afternoon,Completed,4
2667,2025-08-29,Night,Scheduled,4
2668,2025-08-29,Morning,Scheduled,5
2669,2025-08-29,Afternoon,Completed,5
2670,2025-08-29,Night,Completed,5
2671,2025-08-29,Morning,Completed,6
2672,2025-08-29,Afternoon,Completed,6
2673,2025-08-29,Night,Completed,6
2674,2025-08-29,Morning,Completed,7
2675,2025-08-29,Afternoon,Completed,7
2676,2025-08-29,Night,Completed,7
2677,2025-08-29,Morning,Completed,8
2678,2025-08-29,Afternoon,Completed,8
2679,2025-08-29,Night,Completed,8
2680,2025-08-29,Morning,Scheduled,9
2681,2025-08-29,Afternoon,Completed,9
2682,2025-08-29,Night,Completed,9
2683,2025-08-29,Morning,Completed,10
2684,2025-08-29,Afternoon,Scheduled,10
2685,2025-08-29,Night,Scheduled,10
2686,2025-08-29,Morning,Scheduled,11
2687,2025-08-29,Afternoon,Completed,11
2688,2025-08-29,Night,Completed,11
2689,2025-08-29,Morning,Scheduled,12
2690,2025-08-29,Afternoon,Completed,12
2691,2025-08-29,Night,Completed,12
2692,2025-08-29,Morning,Scheduled,13
2693,2025-08-29,Afternoon,Scheduled,13
2694,2025-08-29,Night,Completed,13
2695,2025-08-29,Morning,Completed,14
2696,2025-08-29,Afternoon,Completed,14
2697,2025-08-29,Night,Scheduled,14
2698,2025-08-29,Morning,Completed,15
2699,2025-08-29,Afternoon,Completed,15
2700,2025-08-29,Night,Completed,15
2701,2025-08-30,Morning,Completed,1
2702,2025-08-30,Afternoon,Completed,1
2703,2025-08-30,Night,Completed,1
2704,2025-08-30,Morning,Completed,2
2705,2025-08-30,Afternoon,Completed,2
2706,2025-08-30,Night,Completed,2
2707,2025-08-30,Morning,Completed,3
2708,2025-08-30,Afternoon,Completed,3
2709,2025-08-30,Night,Completed,3
2710,2025-08-30,Morning,Completed,4
2711,2025-08-30,Afternoon,Scheduled,4
2712,2025-08-30,Night,Completed,4
2713,2025-08-30,Morning,Completed,5
2714,2025-08-30,Afternoon,Scheduled,5
2715,2025-08-30,Night,Scheduled,5
2716,2025-08-30,Morning,Completed,6
2717,2025-08-30,Afternoon,Completed,6
2718,2025-08-30,Night,Scheduled,6
2719,2025-08-30,Morning,Completed,7
2720,2025-08-30,Afternoon,Completed,7
2721,2025-08-30,Night,Completed,7
2722,2025-08-30,Morning,Scheduled,8
2723,2025-08-30,Afternoon,Completed,8
2724,2025-08-30,Night,Completed,8
2725,2025-08-30,Morning,Scheduled,9
2726,2025-08-30,Afternoon,Completed,9
2727,2025-08-30,Night,Completed,9
2728,2025-08-30,Morning,Completed,10
2729,2025-08-30,Afternoon,Completed,10
2730,2025-08-30,Night,Completed,10
2731,2025-08-30,Morning,Scheduled,11
2732,2025-08-30,Afternoon,Scheduled,11
2733,2025-08-30,Night,Scheduled,11
2734,2025-08-30,Morning,Completed,12
2735,2025-08-30,Afternoon,Completed,12
2736,2025-08-30,Night,Completed,12
2737,2025-08-30,Morning,Completed,13
2738,2025-08-30,Afternoon,Completed,13
2739,2025-08-30,Night,Completed,13
2740,2025-08-30,Morning,Completed,14
2741,2025-08-30,Afternoon,Completed,14
2742,2025-08-30,Night,Completed,14
2743,2025-08-30,Morning,Completed,15
2744,2025-08-30,Afternoon,Completed,15
2745,2025-08-30,Night,Scheduled,15
2746,2025-08-31,Morning,Completed,1
2747,2025-08-31,Afternoon,Completed,1
2748,2025-08-31,Night,Scheduled,1
2749,2025-08-31,Morning,Completed,2
2750,2025-08-31,Afternoon,Completed,2
2751,2025-08-31,Night,Scheduled,2
2752,2025-08-31,Morning,Completed,3
2753,2025-08-31,Afternoon,Completed,3
2754,2025-08-31,Night,Completed,3
2755,2025-08-31,Morning,Scheduled,4
2756,2025-08-31,Afternoon,Scheduled,4
2757,2025-08-31,Night,Completed,4
2758,2025-08-31,Morning,Completed,5
2759,2025-08-31,Afternoon,Completed,5
2760,2025-08-31,Night,Completed,5
2761,2025-08-31,Morning,Scheduled,6
2762,2025-08-31,Afternoon,Completed,6
2763,2025-08-31,Night,Scheduled,6
2764,2025-08-31,Morning,Completed,7
2765,2025-08-31,Afternoon,Completed,7
2766,2025-08-31,Night,Scheduled,7
2767,2025-08-31,Morning,Completed,8
2768,2025-08-31,Afternoon,Completed,8
2769,2025-08-31,Night,Scheduled,8
2770,2025-08-31,Morning,Completed,9
2771,2025-08-31,Afternoon,Completed,9
2772,2025-08-31,Night,Scheduled,9
2773,2025-08-31,Morning,Completed,10
2774,2025-08-31,Afternoon,Completed,10
2775,2025-08-31,Night,Completed,10
2776,2025-08-31,Morning,Scheduled,11
2777,2025-08-31,Afternoon,Completed,11
2778,2025-08-31,Night,Completed,11
2779,2025-08-31,Morning,Scheduled,12
2780,2025-08-31,Afternoon,Scheduled,12
2781,2025-08-31,Night,Completed,12
2782,2025-08-31,Morning,Scheduled,13
2783,2025-08-31,Afternoon,Completed,13
