+-----------------+------------+--------------+-------------+---------------------------+-------------+
| department_name | date       | shift        | staff_type  | role                      | staff_count |
| Neurologiko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Neurologiko     | 2026-05-12 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Neurologiko     | 2026-05-12 | πρωινή       | Ιατρός      | Surgery                   |           1 |
| Neurologiko     | 2026-05-12 | πρωινή       | Διοικητικός | Υπάλληλος IT              |           1 |
| Neurologiko     | 2026-05-12 | πρωινή       | Ιατρός      | General Practice          |           1 |
| Neurologiko     | 2026-05-12 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Neurologiko     | 2026-05-12 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Neurologiko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Neurologiko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Ogkologiko      | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Ogkologiko      | 2026-05-12 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Ogkologiko      | 2026-05-12 | απογευματινή | Ιατρός      | Emergency Medicine        |           1 |
| Ogkologiko      | 2026-05-12 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Ogkologiko      | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Ogkologiko      | 2026-05-12 | απογευματινή | Ιατρός      | Dermatology               |           2 |
| Ogkologiko      | 2026-05-12 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Ogkologiko      | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Ogkologiko      | 2026-05-12 | νυχτερινή    | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Ogkologiko      | 2026-05-12 | νυχτερινή    | Ιατρός      | Oncology                  |           1 |
| Ogkologiko      | 2026-05-12 | νυχτερινή    | Ιατρός      | Urology                   |           1 |
| Ogkologiko      | 2026-05-12 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Ogkologiko      | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Ogkologiko      | 2026-05-12 | νυχτερινή    | Ιατρός      | Internal Medicine         |           1 |
| Ogkologiko      | 2026-05-12 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Ogkologiko      | 2026-05-12 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Ogkologiko      | 2026-05-12 | πρωινή       | Ιατρός      | General Practice          |           1 |
| Ogkologiko      | 2026-05-12 | πρωινή       | Ιατρός      | Obstetrics and Gynecology |           1 |
| Ogkologiko      | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Ogkologiko      | 2026-05-12 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Ogkologiko      | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Orthopediko     | 2026-05-12 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           2 |
| Orthopediko     | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Orthopediko     | 2026-05-12 | απογευματινή | Ιατρός      | Oncology                  |           1 |
| Orthopediko     | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Orthopediko     | 2026-05-12 | απογευματινή | Ιατρός      | Internal Medicine         |           1 |
| Orthopediko     | 2026-05-12 | απογευματινή | Ιατρός      | Cardiology                |           1 |
| Orthopediko     | 2026-05-12 | νυχτερινή    | Ιατρός      | Dermatology               |           3 |
| Orthopediko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Orthopediko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Orthopediko     | 2026-05-12 | νυχτερινή    | Διοικητικός | Αρχειοθέτης               |           1 |
| Orthopediko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Orthopediko     | 2026-05-12 | νυχτερινή    | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Orthopediko     | 2026-05-12 | πρωινή       | Ιατρός      | Anesthesiology            |           1 |
| Orthopediko     | 2026-05-12 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Orthopediko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Orthopediko     | 2026-05-12 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Orthopediko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Orthopediko     | 2026-05-12 | πρωινή       | Ιατρός      | Pediatrics                |           1 |
| Orthopediko     | 2026-05-12 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Ourologiko      | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Ourologiko      | 2026-05-12 | απογευματινή | Ιατρός      | Neurology                 |           1 |
| Ourologiko      | 2026-05-12 | απογευματινή | Ιατρός      | Orthopedics               |           1 |
| Ourologiko      | 2026-05-12 | απογευματινή | Διοικητικός | Λογιστής                  |           2 |
| Ourologiko      | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Ourologiko      | 2026-05-12 | απογευματινή | Ιατρός      | Urology                   |           1 |
| Ourologiko      | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Ourologiko      | 2026-05-12 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Ourologiko      | 2026-05-12 | νυχτερινή    | Ιατρός      | Anesthesiology            |           2 |
| Ourologiko      | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Ourologiko      | 2026-05-12 | νυχτερινή    | Ιατρός      | Surgery                   |           1 |
| Ourologiko      | 2026-05-12 | νυχτερινή    | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Ourologiko      | 2026-05-12 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Ourologiko      | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Ourologiko      | 2026-05-12 | πρωινή       | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Ourologiko      | 2026-05-12 | πρωινή       | Ιατρός      | Neurology                 |           1 |
| Ourologiko      | 2026-05-12 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Ourologiko      | 2026-05-12 | πρωινή       | Ιατρός      | Pediatrics                |           1 |
| Ourologiko      | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Ourologiko      | 2026-05-12 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Paidiatriko     | 2026-05-12 | απογευματινή | Ιατρός      | Obstetrics and Gynecology |           1 |
| Paidiatriko     | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           5 |
| Paidiatriko     | 2026-05-12 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Paidiatriko     | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Paidiatriko     | 2026-05-12 | απογευματινή | Ιατρός      | Orthopedics               |           1 |
| Paidiatriko     | 2026-05-12 | απογευματινή | Ιατρός      | Internal Medicine         |           1 |
| Paidiatriko     | 2026-05-12 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Paidiatriko     | 2026-05-12 | νυχτερινή    | Ιατρός      | Cardiology                |           1 |
| Paidiatriko     | 2026-05-12 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Paidiatriko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Paidiatriko     | 2026-05-12 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Paidiatriko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Paidiatriko     | 2026-05-12 | νυχτερινή    | Διοικητικός | Λογιστής                  |           1 |
| Paidiatriko     | 2026-05-12 | νυχτερινή    | Ιατρός      | Psychiatry                |           1 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Ιατρός      | Radiology                 |           1 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Ιατρός      | Urology                   |           1 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Ιατρός      | Orthopedics               |           1 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Paidiatriko     | 2026-05-12 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Pathologiko     | 2026-05-12 | απογευματινή | Ιατρός      | Anesthesiology            |           1 |
| Pathologiko     | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Pathologiko     | 2026-05-12 | απογευματινή | Ιατρός      | Cardiology                |           1 |
| Pathologiko     | 2026-05-12 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Pathologiko     | 2026-05-12 | απογευματινή | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Pathologiko     | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Pathologiko     | 2026-05-12 | απογευματινή | Ιατρός      | Psychiatry                |           1 |
| Pathologiko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Pathologiko     | 2026-05-12 | νυχτερινή    | Διοικητικός | Αρχειοθέτης               |           1 |
| Pathologiko     | 2026-05-12 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Pathologiko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Pathologiko     | 2026-05-12 | νυχτερινή    | Ιατρός      | Pediatrics                |           2 |
| Pathologiko     | 2026-05-12 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Pathologiko     | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Pathologiko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Pathologiko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Pathologiko     | 2026-05-12 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Pathologiko     | 2026-05-12 | πρωινή       | Ιατρός      | Psychiatry                |           1 |
| Pathologiko     | 2026-05-12 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Pathologiko     | 2026-05-12 | πρωινή       | Ιατρός      | Cardiology                |           1 |
| Pathologiko     | 2026-05-12 | πρωινή       | Διοικητικός | Υπάλληλος IT              |           1 |
| Pathologiko     | 2026-05-12 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Pnevmonologiko  | 2026-05-12 | απογευματινή | Ιατρός      | Emergency Medicine        |           1 |
| Pnevmonologiko  | 2026-05-12 | απογευματινή | Διοικητικός | Αρχειοθέτης               |           1 |
| Pnevmonologiko  | 2026-05-12 | απογευματινή | Ιατρός      | Cardiology                |           1 |
| Pnevmonologiko  | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Pnevmonologiko  | 2026-05-12 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Pnevmonologiko  | 2026-05-12 | απογευματινή | Ιατρός      | Dermatology               |           1 |
| Pnevmonologiko  | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Ιατρός      | Neurology                 |           1 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Ιατρός      | Radiology                 |           1 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Pnevmonologiko  | 2026-05-12 | νυχτερινή    | Διοικητικός | Αρχειοθέτης               |           1 |
| Pnevmonologiko  | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Pnevmonologiko  | 2026-05-12 | πρωινή       | Ιατρός      | Obstetrics and Gynecology |           2 |
| Pnevmonologiko  | 2026-05-12 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           3 |
| Pnevmonologiko  | 2026-05-12 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Pnevmonologiko  | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Pnevmonologiko  | 2026-05-12 | πρωινή       | Ιατρός      | Surgery                   |           1 |
| Pnevmonologiko  | 2026-05-12 | πρωινή       | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Ιατρός      | Radiology                 |           1 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Ιατρός      | Pediatrics                |           1 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Ιατρός      | Psychiatry                |           1 |
| Psychiatriko    | 2026-05-12 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Psychiatriko    | 2026-05-12 | νυχτερινή    | Ιατρός      | Radiology                 |           1 |
| Psychiatriko    | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Psychiatriko    | 2026-05-12 | νυχτερινή    | Διοικητικός | Λογιστής                  |           1 |
| Psychiatriko    | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Psychiatriko    | 2026-05-12 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Psychiatriko    | 2026-05-12 | νυχτερινή    | Ιατρός      | Internal Medicine         |           2 |
| Psychiatriko    | 2026-05-12 | πρωινή       | Ιατρός      | Oncology                  |           1 |
| Psychiatriko    | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Psychiatriko    | 2026-05-12 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Psychiatriko    | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Psychiatriko    | 2026-05-12 | πρωινή       | Ιατρός      | Anesthesiology            |           1 |
| Psychiatriko    | 2026-05-12 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Psychiatriko    | 2026-05-12 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Revmatologiko   | 2026-05-12 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Revmatologiko   | 2026-05-12 | απογευματινή | Ιατρός      | Cardiology                |           1 |
| Revmatologiko   | 2026-05-12 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Revmatologiko   | 2026-05-12 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Revmatologiko   | 2026-05-12 | απογευματινή | Ιατρός      | Internal Medicine         |           2 |
| Revmatologiko   | 2026-05-12 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           2 |
| Revmatologiko   | 2026-05-12 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Revmatologiko   | 2026-05-12 | νυχτερινή    | Ιατρός      | Radiology                 |           1 |
| Revmatologiko   | 2026-05-12 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Revmatologiko   | 2026-05-12 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Revmatologiko   | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Revmatologiko   | 2026-05-12 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Revmatologiko   | 2026-05-12 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Revmatologiko   | 2026-05-12 | νυχτερινή    | Ιατρός      | General Practice          |           1 |
| Revmatologiko   | 2026-05-12 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Revmatologiko   | 2026-05-12 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Revmatologiko   | 2026-05-12 | πρωινή       | Διοικητικός | Λογιστής                  |           1 |
| Revmatologiko   | 2026-05-12 | πρωινή       | Ιατρός      | Surgery                   |           1 |
| Revmatologiko   | 2026-05-12 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Revmatologiko   | 2026-05-12 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Revmatologiko   | 2026-05-12 | πρωινή       | Ιατρός      | Neurology                 |           1 |
| Aimatologiko    | 2026-05-13 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Aimatologiko    | 2026-05-13 | απογευματινή | Ιατρός      | Urology                   |           1 |
| Aimatologiko    | 2026-05-13 | απογευματινή | Ιατρός      | Anesthesiology            |           1 |
| Aimatologiko    | 2026-05-13 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Aimatologiko    | 2026-05-13 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Aimatologiko    | 2026-05-13 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Aimatologiko    | 2026-05-13 | απογευματινή | Ιατρός      | Obstetrics and Gynecology |           1 |
| Aimatologiko    | 2026-05-13 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Aimatologiko    | 2026-05-13 | νυχτερινή    | Ιατρός      | General Practice          |           1 |
| Aimatologiko    | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Aimatologiko    | 2026-05-13 | νυχτερινή    | Ιατρός      | Surgery                   |           1 |
| Aimatologiko    | 2026-05-13 | νυχτερινή    | Ιατρός      | Orthopedics               |           1 |
| Aimatologiko    | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Aimatologiko    | 2026-05-13 | νυχτερινή    | Διοικητικός | Υπάλληλος IT              |           1 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Ιατρός      | Obstetrics and Gynecology |           1 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Ιατρός      | General Practice          |           1 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Ιατρός      | Radiology                 |           1 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Aimatologiko    | 2026-05-13 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Cheirourgiko    | 2026-05-13 | απογευματινή | Ιατρός      | Radiology                 |           1 |
| Cheirourgiko    | 2026-05-13 | απογευματινή | Διοικητικός | Υπάλληλος IT              |           1 |
| Cheirourgiko    | 2026-05-13 | απογευματινή | Ιατρός      | Internal Medicine         |           2 |
| Cheirourgiko    | 2026-05-13 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           3 |
| Cheirourgiko    | 2026-05-13 | απογευματινή | Διοικητικός | Αρχειοθέτης               |           1 |
| Cheirourgiko    | 2026-05-13 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Cheirourgiko    | 2026-05-13 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Cheirourgiko    | 2026-05-13 | νυχτερινή    | Ιατρός      | Internal Medicine         |           1 |
| Cheirourgiko    | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Cheirourgiko    | 2026-05-13 | νυχτερινή    | Ιατρός      | Emergency Medicine        |           1 |
| Cheirourgiko    | 2026-05-13 | νυχτερινή    | Ιατρός      | Psychiatry                |           1 |
| Cheirourgiko    | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Cheirourgiko    | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Cheirourgiko    | 2026-05-13 | νυχτερινή    | Διοικητικός | Λογιστής                  |           2 |
| Cheirourgiko    | 2026-05-13 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Cheirourgiko    | 2026-05-13 | πρωινή       | Διοικητικός | Γραμματέας                |           1 |
| Cheirourgiko    | 2026-05-13 | πρωινή       | Ιατρός      | Obstetrics and Gynecology |           1 |
| Cheirourgiko    | 2026-05-13 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Cheirourgiko    | 2026-05-13 | πρωινή       | Ιατρός      | Neurology                 |           1 |
| Cheirourgiko    | 2026-05-13 | πρωινή       | Διοικητικός | Υπάλληλος IT              |           1 |
| Cheirourgiko    | 2026-05-13 | πρωινή       | Ιατρός      | Oncology                  |           1 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Διοικητικός | Γραμματέας Τμήματος       |           1 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Ιατρός      | Obstetrics and Gynecology |           1 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Ιατρός      | Psychiatry                |           1 |
| Dermatologiko   | 2026-05-13 | απογευματινή | Ιατρός      | Pediatrics                |           1 |
| Dermatologiko   | 2026-05-13 | νυχτερινή    | Ιατρός      | Obstetrics and Gynecology |           1 |
| Dermatologiko   | 2026-05-13 | νυχτερινή    | Ιατρός      | Dermatology               |           1 |
| Dermatologiko   | 2026-05-13 | νυχτερινή    | Ιατρός      | Psychiatry                |           1 |
| Dermatologiko   | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Dermatologiko   | 2026-05-13 | νυχτερινή    | Διοικητικός | Λογιστής                  |           1 |
| Dermatologiko   | 2026-05-13 | νυχτερινή    | Διοικητικός | Υπεύθυνος Προμηθειών      |           1 |
| Dermatologiko   | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Dermatologiko   | 2026-05-13 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           3 |
| Dermatologiko   | 2026-05-13 | πρωινή       | Ιατρός      | Oncology                  |           1 |
| Dermatologiko   | 2026-05-13 | πρωινή       | Ιατρός      | Emergency Medicine        |           1 |
| Dermatologiko   | 2026-05-13 | πρωινή       | Ιατρός      | Orthopedics               |           1 |
| Dermatologiko   | 2026-05-13 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           2 |
| Dermatologiko   | 2026-05-13 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Gynaikologiko   | 2026-05-13 | απογευματινή | Ιατρός      | General Practice          |           2 |
| Gynaikologiko   | 2026-05-13 | απογευματινή | Ιατρός      | Psychiatry                |           1 |
| Gynaikologiko   | 2026-05-13 | απογευματινή | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Gynaikologiko   | 2026-05-13 | απογευματινή | Διοικητικός | Γραμματέας                |           1 |
| Gynaikologiko   | 2026-05-13 | απογευματινή | Διοικητικός | Λογιστής                  |           1 |
| Gynaikologiko   | 2026-05-13 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           1 |
| Gynaikologiko   | 2026-05-13 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           4 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Διοικητικός | Λογιστής                  |           1 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Προϊστάμενος              |           1 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Διοικητικός | Γραμματέας                |           1 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           1 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Ιατρός      | Surgery                   |           1 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Ιατρός      | Psychiatry                |           1 |
| Gynaikologiko   | 2026-05-13 | νυχτερινή    | Ιατρός      | Dermatology               |           1 |
| Gynaikologiko   | 2026-05-13 | πρωινή       | Νοσηλευτής  | Νοσηλευτής                |           4 |
| Gynaikologiko   | 2026-05-13 | πρωινή       | Ιατρός      | Radiology                 |           1 |
| Gynaikologiko   | 2026-05-13 | πρωινή       | Ιατρός      | Dermatology               |           1 |
| Gynaikologiko   | 2026-05-13 | πρωινή       | Διοικητικός | Αρχειοθέτης               |           1 |
| Gynaikologiko   | 2026-05-13 | πρωινή       | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           2 |
| Gynaikologiko   | 2026-05-13 | πρωινή       | Διοικητικός | Ρεσεψιονίστ               |           1 |
| Gynaikologiko   | 2026-05-13 | πρωινή       | Ιατρός      | Oncology                  |           1 |
| Kardiologiko    | 2026-05-13 | απογευματινή | Νοσηλευτής  | Νοσηλευτής                |           2 |
| Kardiologiko    | 2026-05-13 | απογευματινή | Διοικητικός | Αρχειοθέτης               |           2 |
| Kardiologiko    | 2026-05-13 | απογευματινή | Ιατρός      | Dermatology               |           1 |
| Kardiologiko    | 2026-05-13 | απογευματινή | Ιατρός      | Radiology                 |           1 |
| Kardiologiko    | 2026-05-13 | απογευματινή | Νοσηλευτής  | Βοηθός Νοσηλευτή          |           3 |
| Kardiologiko    | 2026-05-13 | απογευματινή | Ιατρός      | Anesthesiology            |           1 |
