+-----------------+----------------+----------+--------------------+------------------+-----------------+------------------+---------------+
| department_name | admission_year | ken_code | insurance_provider | total_admissions | total_base_cost | total_extra_cost | total_revenue |
| Ogkologiko      |           2026 | Π44Μ     | Generali           |                1 |         1097.00 |          1743.30 |       2840.30 |
| Ogkologiko      |           2026 | Μ21Α     | Uninsured          |                1 |         1052.00 |          1772.88 |       2824.88 |
| Ogkologiko      |           2026 | Α27Χ     | Eurolife           |                1 |          350.00 |          1937.76 |       2287.76 |
| Ogkologiko      |           2026 | Ν11Α     | Generali           |                1 |         1331.00 |           935.04 |       2266.04 |
| Ogkologiko      |           2026 | Η42Μ     | EOPYY              |                1 |         1938.00 |             0.00 |       1938.00 |
| Ogkologiko      |           2026 | Θ09Χβ    | Interamerican      |                1 |         1765.00 |             0.00 |       1765.00 |
| Ogkologiko      |           2026 | Γ06Χ     | Generali           |                1 |         1264.00 |           225.27 |       1489.27 |
| Ogkologiko      |           2026 | Υ22Χ     | Interamerican      |                1 |          545.00 |           740.79 |       1285.79 |
| Ogkologiko      |           2026 | Β22Α     | EOPYY              |                1 |          545.00 |           581.24 |       1126.24 |
| Ogkologiko      |           2026 | Ω13Α     | Uninsured          |                1 |          347.00 |           647.88 |        994.88 |
| Ogkologiko      |           2026 | Δ22Μ     | EOPYY              |                1 |          965.00 |             0.00 |        965.00 |
| Ogkologiko      |           2026 | Μ23Α     | Interamerican      |                1 |          661.00 |             0.00 |        661.00 |
| Ogkologiko      |           2026 | Π27Α     | Interamerican      |                1 |          265.00 |             0.00 |        265.00 |
| Orthopediko     |           2026 | Ε04Α     | Eurolife           |                1 |        30015.00 |             0.00 |      30015.00 |
| Orthopediko     |           2026 | Ε11Μ     | Eurolife           |                1 |        10704.00 |           418.35 |      11122.35 |
| Orthopediko     |           2026 | Μ04Χ     | Uninsured          |                1 |         6611.00 |          4426.95 |      11037.95 |
| Orthopediko     |           2026 | Τ23Α     | Ethniki            |                1 |         7359.00 |             0.00 |       7359.00 |
| Orthopediko     |           2026 | Μ04Μ     | EOPYY              |                1 |         7042.00 |             0.00 |       7042.00 |
| Orthopediko     |           2026 | Ν04Μ     | Interamerican      |                1 |         4267.00 |          1999.76 |       6266.76 |
| Orthopediko     |           2026 | Κ12Χ     | Generali           |                1 |         3694.00 |          1472.10 |       5166.10 |
| Orthopediko     |           2026 | Ν40Α     | EOPYY              |                1 |          272.00 |          4780.97 |       5052.97 |
| Orthopediko     |           2026 | Ν21Μ     | Allianz            |                1 |         4960.00 |             0.00 |       4960.00 |
| Orthopediko     |           2026 | Λ21Α     | Uninsured          |                1 |          420.00 |          3882.84 |       4302.84 |
| Orthopediko     |           2026 | Α25Μ     | Allianz            |                1 |         1766.00 |          2388.10 |       4154.10 |
| Orthopediko     |           2026 | Τ25Μβ    | Ethniki            |                1 |         4145.00 |             0.00 |       4145.00 |
| Orthopediko     |           2026 | Α02Μα    | MetLife            |                1 |         3922.00 |             0.00 |       3922.00 |
| Orthopediko     |           2026 | Κ32Α     | Generali           |                1 |         1043.00 |          2846.03 |       3889.03 |
| Orthopediko     |           2026 | Γ09Α     | Generali           |                1 |          418.00 |          3331.32 |       3749.32 |
| Orthopediko     |           2026 | Κ14Μβ    | Ethniki            |                1 |         1991.00 |          1560.78 |       3551.78 |
| Orthopediko     |           2026 | Κ31Χ     | Ethniki            |                1 |         1183.00 |          2020.07 |       3203.07 |
| Orthopediko     |           2026 | Π27Χ     | Ethniki            |                1 |          988.00 |          2160.86 |       3148.86 |
| Orthopediko     |           2026 | Χ41Α     | EOPYY              |                1 |         3066.00 |             0.00 |       3066.00 |
| Orthopediko     |           2026 | S25Α     | Ethniki            |                1 |         1082.00 |          1899.45 |       2981.45 |
| Orthopediko     |           2026 | Σ21Α     | Ethniki            |                1 |          294.00 |          2317.59 |       2611.59 |
| Orthopediko     |           2026 | Π06Α     | EOPYY              |                1 |         1037.00 |           930.06 |       1967.06 |
| Orthopediko     |           2026 | S20Χ     | Eurolife           |                1 |         1759.00 |             0.00 |       1759.00 |
| Orthopediko     |           2026 | Α35Μα    | Eurolife           |                1 |         1556.00 |             0.00 |       1556.00 |
| Orthopediko     |           2026 | Α27Χ     | Generali           |                1 |          350.00 |          1130.36 |       1480.36 |
| Orthopediko     |           2026 | Μ65Χ     | Interamerican      |                1 |         1222.00 |           219.94 |       1441.94 |
| Orthopediko     |           2026 | Π46Α     | Uninsured          |                1 |          327.00 |          1109.68 |       1436.68 |
| Orthopediko     |           2026 | Δ28Α     | Allianz            |                1 |          382.00 |           912.54 |       1294.54 |
| Orthopediko     |           2026 | Δ23Χ     | Eurolife           |                1 |          366.00 |           844.20 |       1210.20 |
| Orthopediko     |           2026 | Ρ22Μ     | Interamerican      |                1 |         1105.00 |             0.00 |       1105.00 |
| Orthopediko     |           2026 | Κ44Α     | MetLife            |                1 |          311.00 |           775.80 |       1086.80 |
| Orthopediko     |           2026 | Ν35Α     | Interamerican      |                1 |          350.00 |           636.40 |        986.40 |
| Orthopediko     |           2026 | Γ11Α     | EOPYY              |                1 |          729.00 |             0.00 |        729.00 |
| Orthopediko     |           2026 | Δ27Χ     | Generali           |                1 |          199.00 |             0.00 |        199.00 |
| Ourologiko      |           2026 | Τ21Α     | Generali           |                1 |        41579.00 |             0.00 |      41579.00 |
| Ourologiko      |           2026 | Κ04Μ     | EOPYY              |                1 |        13155.00 |           589.48 |      13744.48 |
| Ourologiko      |           2026 | Μ32Μβ    | Interamerican      |                1 |         9963.00 |             0.00 |       9963.00 |
| Ourologiko      |           2026 | Κ04Χ     | EOPYY              |                1 |         9163.00 |             0.00 |       9163.00 |
| Ourologiko      |           2026 | Μ31Χ     | Uninsured          |                1 |         8533.00 |             0.00 |       8533.00 |
| Ourologiko      |           2026 | Ω06Α     | Uninsured          |                1 |         1125.00 |          6669.08 |       7794.08 |
| Ourologiko      |           2026 | Σ03Μ     | Generali           |                1 |         6097.00 |           899.52 |       6996.52 |
| Ourologiko      |           2026 | Γ07Α     | EOPYY              |                1 |          742.00 |          6008.98 |       6750.98 |
| Ourologiko      |           2026 | S01Χ     | Ethniki            |                1 |         1334.00 |          4783.68 |       6117.68 |
| Ourologiko      |           2026 | Κ38Μ     | Generali           |                1 |         1284.00 |          3626.46 |       4910.46 |
| Ourologiko      |           2026 | Ω04Χ     | EOPYY              |                1 |         1934.00 |          2844.64 |       4778.64 |
| Ourologiko      |           2026 | Ρ20Χ     | Allianz            |                1 |         1261.00 |          3256.24 |       4517.24 |
| Ourologiko      |           2026 | Π41Μ     | EOPYY              |                1 |         1027.00 |          3254.00 |       4281.00 |
| Ourologiko      |           2026 | Η40Μβ    | EOPYY              |                1 |          965.00 |          2991.60 |       3956.60 |
| Ourologiko      |           2026 | Κ46Χ     | Uninsured          |                1 |          444.00 |          3366.34 |       3810.34 |
| Ourologiko      |           2026 | Μ68Μ     | Eurolife           |                1 |         1712.00 |          1842.28 |       3554.28 |
| Ourologiko      |           2026 | Ν34Χ     | Uninsured          |                1 |         1012.00 |          2455.56 |       3467.56 |
| Ourologiko      |           2026 | Ι22Μ     | Uninsured          |                1 |          910.00 |          2280.85 |       3190.85 |
| Ourologiko      |           2026 | Ν40Α     | EOPYY              |                1 |          272.00 |          2516.30 |       2788.30 |
| Ourologiko      |           2026 | Ν24Μ     | MetLife            |                1 |         2389.00 |             0.00 |       2389.00 |
| Ourologiko      |           2026 | Ν24Μ     | Generali           |                1 |         2389.00 |             0.00 |       2389.00 |
| Ourologiko      |           2026 | Υ06Μ     | Uninsured          |                1 |         2381.00 |             0.00 |       2381.00 |
| Ourologiko      |           2026 | Μ63Μ     | EOPYY              |                1 |         1198.00 |          1122.15 |       2320.15 |
| Ourologiko      |           2026 | Φ64Χ     | Eurolife           |                1 |          303.00 |          1980.00 |       2283.00 |
| Ourologiko      |           2026 | Δ28Μ     | MetLife            |                1 |         1969.00 |             0.00 |       1969.00 |
| Ourologiko      |           2026 | Σ20Χ     | Generali           |                1 |          988.00 |           867.79 |       1855.79 |
| Ourologiko      |           2026 | Ρ10Χ     | EOPYY              |                1 |         1473.00 |             0.00 |       1473.00 |
| Ourologiko      |           2026 | Π40Χ     | Ethniki            |                1 |          677.00 |           718.38 |       1395.38 |
| Ourologiko      |           2026 | Ν32Χ     | MetLife            |                1 |         1183.00 |             0.00 |       1183.00 |
| Ourologiko      |           2026 | Δ22Μ     | Generali           |                1 |          965.00 |             0.00 |        965.00 |
| Ourologiko      |           2026 | Δ23Μ     | Interamerican      |                1 |          965.00 |             0.00 |        965.00 |
| Ourologiko      |           2026 | Μ63Χ     | EOPYY              |                1 |          444.00 |           481.36 |        925.36 |
| Ourologiko      |           2026 | Α02Χ     | Generali           |                1 |          683.00 |             0.00 |        683.00 |
| Ourologiko      |           2026 | S01Α     | EOPYY              |                1 |          540.00 |             0.00 |        540.00 |
| Ourologiko      |           2026 | Τ20Χ     | EOPYY              |                1 |          512.00 |             0.00 |        512.00 |
| Ourologiko      |           2026 | Ν10Α     | EOPYY              |                1 |          163.00 |             0.00 |        163.00 |
| Paidiatriko     |           2026 | Ε05Α     | Allianz            |                1 |        34279.00 |             0.00 |      34279.00 |
| Paidiatriko     |           2026 | Π01Μ     | EOPYY              |                1 |         6489.00 |             0.00 |       6489.00 |
| Paidiatriko     |           2026 | Π03Χα    | Interamerican      |                1 |         2826.00 |          3486.84 |       6312.84 |
| Paidiatriko     |           2026 | Μ19Χ     | Generali           |                1 |         1904.00 |          3977.62 |       5881.62 |
| Paidiatriko     |           2026 | Α01Χ     | Interamerican      |                1 |         2712.00 |          1751.88 |       4463.88 |
| Paidiatriko     |           2026 | Μ29Α     | Allianz            |                1 |         1903.00 |          2250.60 |       4153.60 |
| Paidiatriko     |           2026 | Π02Χ     | Interamerican      |                1 |         2771.00 |          1105.30 |       3876.30 |
| Paidiatriko     |           2026 | Ν12Χ     | Interamerican      |                1 |         3720.00 |             0.00 |       3720.00 |
| Paidiatriko     |           2026 | Ο21Μ     | MetLife            |                1 |          934.00 |          2691.92 |       3625.92 |
| Paidiatriko     |           2026 | Κ42Μ     | EOPYY              |                1 |         2054.00 |           840.84 |       2894.84 |
| Paidiatriko     |           2026 | Ν20Χ     | EOPYY              |                1 |         2576.00 |             0.00 |       2576.00 |
| Paidiatriko     |           2026 | Ν07Μ     | EOPYY              |                1 |         2513.00 |             0.00 |       2513.00 |
| Paidiatriko     |           2026 | Α36Α     | Generali           |                1 |         2412.00 |             0.00 |       2412.00 |
| Paidiatriko     |           2026 | Ν11Α     | Uninsured          |                1 |         1331.00 |           935.04 |       2266.04 |
| Paidiatriko     |           2026 | Κ31Μ     | Generali           |                1 |         2038.00 |             0.00 |       2038.00 |
| Paidiatriko     |           2026 | Ο03Α     | Ethniki            |                1 |          837.00 |          1028.95 |       1865.95 |
| Paidiatriko     |           2026 | Η20Χ     | EOPYY              |                1 |         1517.00 |           215.99 |       1732.99 |
| Paidiatriko     |           2026 | Μ72Μ     | Interamerican      |                1 |         1681.00 |             0.00 |       1681.00 |
| Paidiatriko     |           2026 | Ι23Α     | EOPYY              |                1 |          576.00 |          1002.54 |       1578.54 |
| Paidiatriko     |           2026 | Θ08Α     | EOPYY              |                1 |          952.00 |           402.32 |       1354.32 |
| Paidiatriko     |           2026 | Υ08Χ     | EOPYY              |                1 |          631.00 |           682.48 |       1313.48 |
| Paidiatriko     |           2026 | Κ38Μ     | Uninsured          |                1 |         1284.00 |             0.00 |       1284.00 |
| Paidiatriko     |           2026 | Μ78Χ     | EOPYY              |                1 |          475.00 |           795.04 |       1270.04 |
| Paidiatriko     |           2026 | Μ23Α     | EOPYY              |                1 |          661.00 |           527.58 |       1188.58 |
| Paidiatriko     |           2026 | Β22Α     | EOPYY              |                1 |          545.00 |           581.24 |       1126.24 |
| Paidiatriko     |           2026 | Ο61Χ     | EOPYY              |                1 |          482.00 |           606.08 |       1088.08 |
| Paidiatriko     |           2026 | Υ09Χβ    | Generali           |                1 |         1035.00 |             0.00 |       1035.00 |
| Paidiatriko     |           2026 | Ν68Χ     | EOPYY              |                1 |          565.00 |           413.37 |        978.37 |
| Paidiatriko     |           2026 | Α35Μβ    | EOPYY              |                1 |          973.00 |             0.00 |        973.00 |
| Paidiatriko     |           2026 | Σ22Χ     | Eurolife           |                1 |          638.00 |           260.10 |        898.10 |
| Paidiatriko     |           2026 | Κ44Α     | EOPYY              |                1 |          311.00 |           581.85 |        892.85 |
| Paidiatriko     |           2026 | Γ21Α     | Generali           |                1 |          475.00 |             0.00 |        475.00 |
| Pathologiko     |           2026 | Ε11Μ     | Allianz            |                1 |        10704.00 |             0.00 |      10704.00 |
| Pathologiko     |           2026 | Ε08Μ     | EOPYY              |                1 |        10017.00 |             0.00 |      10017.00 |
| Pathologiko     |           2026 | Κ08Μ     | Eurolife           |                1 |         8956.00 |             0.00 |       8956.00 |
| Pathologiko     |           2026 | Μ04Μ     | MetLife            |                1 |         7042.00 |             0.00 |       7042.00 |
| Pathologiko     |           2026 | Δ01Χ     | Uninsured          |                1 |         6452.00 |             0.00 |       6452.00 |
| Pathologiko     |           2026 | Κ30Μ     | Uninsured          |                1 |         6295.00 |             0.00 |       6295.00 |
| Pathologiko     |           2026 | Φ04Χ     | Uninsured          |                1 |         5558.00 |             0.00 |       5558.00 |
| Pathologiko     |           2026 | Ο21Μ     | Interamerican      |                1 |          934.00 |          3268.76 |       4202.76 |
| Pathologiko     |           2026 | Ν02Χ     | Interamerican      |                1 |         3836.00 |             0.00 |       3836.00 |
| Pathologiko     |           2026 | Χ45Α     | Generali           |                1 |          965.00 |          1975.20 |       2940.20 |
| Pathologiko     |           2026 | Π45Χ     | Generali           |                1 |          623.00 |          2234.57 |       2857.57 |
| Pathologiko     |           2026 | Δ24Χ     | Generali           |                1 |          802.00 |          1926.72 |       2728.72 |
| Pathologiko     |           2026 | Π45Χ     | Eurolife           |                1 |          623.00 |          2062.68 |       2685.68 |
| Pathologiko     |           2026 | Θ21Α     | EOPYY              |                1 |         2599.00 |             0.00 |       2599.00 |
| Pathologiko     |           2026 | Ν07Μ     | Uninsured          |                1 |         2513.00 |             0.00 |       2513.00 |
| Pathologiko     |           2026 | Δ10Α     | Allianz            |                1 |          672.00 |          1795.59 |       2467.59 |
| Pathologiko     |           2026 | Υ06Μ     | Eurolife           |                1 |         2381.00 |             0.00 |       2381.00 |
| Pathologiko     |           2026 | Τ26Μβ    | Interamerican      |                1 |         2346.00 |             0.00 |       2346.00 |
| Pathologiko     |           2026 | Λ03Χ     | Ethniki            |                1 |          886.00 |          1442.65 |       2328.65 |
| Pathologiko     |           2026 | Π27Α     | EOPYY              |                1 |          265.00 |          2051.44 |       2316.44 |
| Pathologiko     |           2026 | Π44Μ     | Ethniki            |                1 |         1097.00 |           804.60 |       1901.60 |
| Pathologiko     |           2026 | S20Χ     | Interamerican      |                1 |         1759.00 |             0.00 |       1759.00 |
| Pathologiko     |           2026 | Μ72Μ     | Interamerican      |                1 |         1681.00 |             0.00 |       1681.00 |
| Pathologiko     |           2026 | Υ27Μ     | MetLife            |                1 |         1673.00 |             0.00 |       1673.00 |
| Pathologiko     |           2026 | Ο11Α     | EOPYY              |                1 |          639.00 |           707.12 |       1346.12 |
| Pathologiko     |           2026 | Δ24Χ     | Ethniki            |                1 |          802.00 |             0.00 |        802.00 |
| Pathologiko     |           2026 | Μ68Χ     | Eurolife           |                1 |          731.00 |             0.00 |        731.00 |
| Pathologiko     |           2026 | Α22Χ     | EOPYY              |                1 |          630.00 |             0.00 |        630.00 |
| Pathologiko     |           2026 | Ω30Χ     | Ethniki            |                1 |          545.00 |             0.00 |        545.00 |
| Pathologiko     |           2026 | Τ20Χ     | Interamerican      |                1 |          512.00 |             0.00 |        512.00 |
| Pathologiko     |           2026 | Μ63Χ     | Uninsured          |                1 |          444.00 |             0.00 |        444.00 |
| Pathologiko     |           2026 | Τ27Χ     | Interamerican      |                1 |          428.00 |             0.00 |        428.00 |
| Pnevmonologiko  |           2026 | Κ04Μ     | MetLife            |                1 |        13155.00 |             0.00 |      13155.00 |
| Pnevmonologiko  |           2026 | Κ01Χ     | Eurolife           |                1 |        12420.00 |           663.60 |      13083.60 |
| Pnevmonologiko  |           2026 | Μ32Μβ    | EOPYY              |                1 |         9963.00 |           394.26 |      10357.26 |
| Pnevmonologiko  |           2026 | Ζ02Μ     | Allianz            |                1 |         7225.00 |          1271.46 |       8496.46 |
| Pnevmonologiko  |           2026 | Τ23Α     | EOPYY              |                1 |         7359.00 |             0.00 |       7359.00 |
| Pnevmonologiko  |           2026 | Η44Χ     | Eurolife           |                1 |          436.00 |          6617.56 |       7053.56 |
| Pnevmonologiko  |           2026 | Ν20Μ     | Generali           |                1 |         6919.00 |             0.00 |       6919.00 |
| Pnevmonologiko  |           2026 | Φ04Χ     | Allianz            |                1 |         5558.00 |           835.40 |       6393.40 |
| Pnevmonologiko  |           2026 | Σ03Μ     | EOPYY              |                1 |         6097.00 |             0.00 |       6097.00 |
| Pnevmonologiko  |           2026 | Σ03Μ     | Generali           |                1 |         6097.00 |             0.00 |       6097.00 |
| Pnevmonologiko  |           2026 | Ω06Α     | Generali           |                1 |         1125.00 |          4059.44 |       5184.44 |
| Pnevmonologiko  |           2026 | Κ06Χ     | Uninsured          |                1 |         5077.00 |             0.00 |       5077.00 |
| Pnevmonologiko  |           2026 | Μ08Μ     | Ethniki            |                1 |         4449.00 |             0.00 |       4449.00 |
| Pnevmonologiko  |           2026 | Θ20Α     | Allianz            |                1 |          297.00 |          4016.26 |       4313.26 |
| Pnevmonologiko  |           2026 | Ν04Μ     | EOPYY              |                1 |         4267.00 |             0.00 |       4267.00 |
| Pnevmonologiko  |           2026 | Θ20Α     | Ethniki            |                1 |          297.00 |          3841.64 |       4138.64 |
| Pnevmonologiko  |           2026 | Κ46Χ     | MetLife            |                1 |          444.00 |          2574.26 |       3018.26 |
| Pnevmonologiko  |           2026 | Κ18Μ     | Generali           |                1 |         2226.00 |           785.75 |       3011.75 |
| Pnevmonologiko  |           2026 | Ζ21Α     | MetLife            |                1 |          848.00 |          2123.10 |       2971.10 |
| Pnevmonologiko  |           2026 | S01Μ     | MetLife            |                1 |         2413.00 |           415.10 |       2828.10 |
| Pnevmonologiko  |           2026 | Π02Χ     | Allianz            |                1 |         2771.00 |             0.00 |       2771.00 |
| Pnevmonologiko  |           2026 | S20Α     | EOPYY              |                1 |          934.00 |          1618.76 |       2552.76 |
| Pnevmonologiko  |           2026 | Χ45Α     | EOPYY              |                1 |          965.00 |          1580.16 |       2545.16 |
| Pnevmonologiko  |           2026 | Η02Χ     | EOPYY              |                1 |         2079.00 |           454.83 |       2533.83 |
| Pnevmonologiko  |           2026 | Μ25Χ     | Interamerican      |                1 |         1260.00 |          1069.50 |       2329.50 |
| Pnevmonologiko  |           2026 | Μ27Μ     | Ethniki            |                1 |         2179.00 |             0.00 |       2179.00 |
| Pnevmonologiko  |           2026 | Τ26Μγ    | EOPYY              |                1 |         1644.00 |           436.92 |       2080.92 |
| Pnevmonologiko  |           2026 | Θ20Α     | Interamerican      |                1 |          297.00 |          1571.58 |       1868.58 |
| Pnevmonologiko  |           2026 | Μ18Α     | Interamerican      |                1 |          743.00 |          1020.76 |       1763.76 |
| Pnevmonologiko  |           2026 | Θ20Χ     | EOPYY              |                1 |         1580.00 |             0.00 |       1580.00 |
| Pnevmonologiko  |           2026 | Σ20Χ     | EOPYY              |                1 |          988.00 |           123.97 |       1111.97 |
| Pnevmonologiko  |           2026 | Κ45Χ     | Uninsured          |                1 |          521.00 |           570.74 |       1091.74 |
| Pnevmonologiko  |           2026 | S20Α     | Uninsured          |                1 |          934.00 |             0.00 |        934.00 |
| Pnevmonologiko  |           2026 | Υ08Χ     | Eurolife           |                1 |          631.00 |             0.00 |        631.00 |
| Pnevmonologiko  |           2026 | Κ44Α     | EOPYY              |                1 |          311.00 |             0.00 |        311.00 |
| Psychiatriko    |           2026 | Τ03Α     | Interamerican      |                1 |        16846.00 |             0.00 |      16846.00 |
| Psychiatriko    |           2026 | Μ01Χ     | Allianz            |                1 |         9606.00 |           685.23 |      10291.23 |
| Psychiatriko    |           2026 | Ζ02Μ     | EOPYY              |                1 |         7225.00 |          1059.55 |       8284.55 |
| Psychiatriko    |           2026 | Ν04Μ     | MetLife            |                1 |         4267.00 |          2749.67 |       7016.67 |
| Psychiatriko    |           2026 | Π02Χ     | Ethniki            |                1 |         2771.00 |          3094.84 |       5865.84 |
| Psychiatriko    |           2026 | Μ79Χ     | Uninsured          |                1 |         1370.00 |          4204.50 |       5574.50 |
| Psychiatriko    |           2026 | Ν21Μ     | EOPYY              |                1 |         4960.00 |             0.00 |       4960.00 |
| Psychiatriko    |           2026 | Θ09Μ     | Interamerican      |                1 |         4895.00 |             0.00 |       4895.00 |
| Psychiatriko    |           2026 | Ν38Μ     | Interamerican      |                2 |         4654.00 |             0.00 |       4654.00 |
| Psychiatriko    |           2026 | Κ19Α     | Generali           |                1 |         3194.00 |          1145.16 |       4339.16 |
| Psychiatriko    |           2026 | Κ02Α     | Interamerican      |                1 |         2844.00 |          1331.84 |       4175.84 |
| Psychiatriko    |           2026 | Π45Χ     | MetLife            |                1 |          623.00 |          3094.02 |       3717.02 |
| Psychiatriko    |           2026 | Ρ23Α     | EOPYY              |                1 |          428.00 |          2902.44 |       3330.44 |
| Psychiatriko    |           2026 | Π10Μ     | EOPYY              |                1 |         1697.00 |          1405.50 |       3102.50 |
| Psychiatriko    |           2026 | Μ64Μ     | EOPYY              |                1 |         2669.00 |             0.00 |       2669.00 |
| Psychiatriko    |           2026 | Μ72Μ     | EOPYY              |                1 |         1681.00 |           929.12 |       2610.12 |
| Psychiatriko    |           2026 | Ζ22Μ     | Eurolife           |                1 |         1167.00 |          1345.89 |       2512.89 |
| Psychiatriko    |           2026 | Μ10Χ     | MetLife            |                1 |         1908.00 |           572.04 |       2480.04 |
| Psychiatriko    |           2026 | S01Μ     | EOPYY              |                1 |         2413.00 |             0.00 |       2413.00 |
| Psychiatriko    |           2026 | Υ25Χ     | EOPYY              |                1 |          405.00 |          1949.80 |       2354.80 |
| Psychiatriko    |           2026 | Ο03Α     | Generali           |                1 |          837.00 |          1440.53 |       2277.53 |
| Psychiatriko    |           2026 | Π27Α     | Generali           |                1 |          265.00 |          1795.01 |       2060.01 |
| Psychiatriko    |           2026 | Ν22Α     | MetLife            |                1 |          243.00 |          1698.13 |       1941.13 |
| Psychiatriko    |           2026 | Ν41Μ     | EOPYY              |                1 |         1837.00 |             0.00 |       1837.00 |
| Psychiatriko    |           2026 | Υ05Χ     | Interamerican      |                1 |         1000.00 |           635.79 |       1635.79 |
| Psychiatriko    |           2026 | Δ20Χ     | Uninsured          |                1 |         1471.00 |             0.00 |       1471.00 |
| Psychiatriko    |           2026 | Κ14Χ     | Generali           |                1 |         1277.00 |             0.00 |       1277.00 |
| Psychiatriko    |           2026 | Κ31Χ     | EOPYY              |                1 |         1183.00 |             0.00 |       1183.00 |
| Psychiatriko    |           2026 | Φ26Χ     | EOPYY              |                1 |          828.00 |             0.00 |        828.00 |
| Psychiatriko    |           2026 | Α27Χ     | Interamerican      |                1 |          350.00 |             0.00 |        350.00 |
| Psychiatriko    |           2026 | Π43Α     | Interamerican      |                1 |          335.00 |             0.00 |        335.00 |
| Psychiatriko    |           2026 | Ν22Α     | EOPYY              |                1 |          243.00 |             0.00 |        243.00 |
| Revmatologiko   |           2026 | Ε11Μ     | Allianz            |                1 |        10704.00 |             0.00 |      10704.00 |
| Revmatologiko   |           2026 | Κ05Μ     | Generali           |                1 |        10023.00 |             0.00 |      10023.00 |
| Revmatologiko   |           2026 | Ρ10Μα    | MetLife            |                1 |         7118.00 |             0.00 |       7118.00 |
| Revmatologiko   |           2026 | Α10Χ     | EOPYY              |                1 |         4627.00 |          2120.88 |       6747.88 |
| Revmatologiko   |           2026 | Β06Χ     | EOPYY              |                1 |         1659.00 |          4752.00 |       6411.00 |
| Revmatologiko   |           2026 | S24Χ     | Ethniki            |                1 |          216.00 |          5096.30 |       5312.30 |
| Revmatologiko   |           2026 | Θ04Μ     | Generali           |                1 |         4378.00 |           769.21 |       5147.21 |
| Revmatologiko   |           2026 | Α11Χ     | EOPYY              |                1 |         3635.00 |           814.11 |       4449.11 |
| Revmatologiko   |           2026 | Α26Μβ    | Uninsured          |                1 |         1175.00 |          3003.11 |       4178.11 |
| Revmatologiko   |           2026 | Α02Μα    | Uninsured          |                1 |         3922.00 |             0.00 |       3922.00 |
| Revmatologiko   |           2026 | Ν12Χ     | EOPYY              |                1 |         3720.00 |            89.80 |       3809.80 |
| Revmatologiko   |           2026 | Κ37Χ     | EOPYY              |                1 |          459.00 |          3271.06 |       3730.06 |
| Revmatologiko   |           2026 | Ξ02Χ     | Ethniki            |                1 |          781.00 |          2747.30 |       3528.30 |
| Revmatologiko   |           2026 | Ν30Μα    | EOPYY              |                1 |         3408.00 |             0.00 |       3408.00 |
| Revmatologiko   |           2026 | Κ33Α     | EOPYY              |                1 |         3132.00 |             0.00 |       3132.00 |
| Revmatologiko   |           2026 | Μ08Χ     | EOPYY              |                1 |         3014.00 |             0.00 |       3014.00 |
| Revmatologiko   |           2026 | Α33Μα    | Interamerican      |                1 |         2023.00 |           799.85 |       2822.85 |
| Revmatologiko   |           2026 | Β06Μ     | Eurolife           |                1 |         1930.00 |           728.70 |       2658.70 |
| Revmatologiko   |           2026 | Α33Μα    | Generali           |                1 |         2023.00 |             0.00 |       2023.00 |
| Revmatologiko   |           2026 | Μ65Χ     | EOPYY              |                1 |         1222.00 |           769.79 |       1991.79 |
| Revmatologiko   |           2026 | Ω03Α     | EOPYY              |                1 |         1281.00 |           641.80 |       1922.80 |
| Revmatologiko   |           2026 | Ρ24Μβ    | MetLife            |                1 |         1401.00 |           505.14 |       1906.14 |
| Revmatologiko   |           2026 | Μ25Χ     | Ethniki            |                1 |         1260.00 |           641.70 |       1901.70 |
| Revmatologiko   |           2026 | Μ69Μ     | Generali           |                1 |         1533.00 |           241.36 |       1774.36 |
| Revmatologiko   |           2026 | Ξ20Χα    | EOPYY              |                1 |          786.00 |           975.28 |       1761.28 |
| Revmatologiko   |           2026 | Ο11Α     | EOPYY              |                1 |          639.00 |          1060.68 |       1699.68 |
| Revmatologiko   |           2026 | Κ42Χ     | MetLife            |                1 |          934.00 |           519.84 |       1453.84 |
| Revmatologiko   |           2026 | Ν24Χ     | EOPYY              |                1 |         1159.00 |             0.00 |       1159.00 |
| Revmatologiko   |           2026 | Δ13Χ     | EOPYY              |                1 |          915.00 |             0.00 |        915.00 |
| Revmatologiko   |           2026 | Τ27Χ     | EOPYY              |                1 |          428.00 |           418.96 |        846.96 |
| Revmatologiko   |           2026 | Α27Χ     | EOPYY              |                1 |          350.00 |           161.48 |        511.48 |
| Revmatologiko   |           2026 | Υ25Χ     | EOPYY              |                1 |          405.00 |             0.00 |        405.00 |
| Revmatologiko   |           2026 | Δ27Χ     | EOPYY              |                1 |          199.00 |             0.00 |        199.00 |
| Kardiologiko    |           2025 | Κ32Μ     | EOPYY              |              300 |       618600.00 |             0.00 |     618600.00 |
+-----------------+----------------+----------+--------------------+------------------+-----------------+------------------+---------------+
