+-----------------+----------------+----------+-----------------------------------+------------------+-----------------+------------------+---------------+
| department_name | admission_year | ken_code | insurance_provider                | total_admissions | total_base_cost | total_extra_cost | total_revenue |
| Neurologiko     |           2026 | Γ06Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1649.00 |          1330.00 |       2979.00 |
| Neurologiko     |           2026 | Π28Α     | ΕΦΚΑ                              |                1 |          290.00 |          2450.14 |       2740.14 |
| Neurologiko     |           2026 | Ν26Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2062.00 |           634.38 |       2696.38 |
| Neurologiko     |           2026 | Β06Μ     | ΕΦΚΑ                              |                1 |         1930.00 |           728.70 |       2658.70 |
| Neurologiko     |           2026 | Α29Μ     | ΕΦΚΑ                              |                1 |          872.00 |          1625.20 |       2497.20 |
| Neurologiko     |           2026 | Η42Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1938.00 |           506.64 |       2444.64 |
| Neurologiko     |           2026 | Μ67Μ     | ΕΦΚΑ                              |                1 |         2428.00 |             0.00 |       2428.00 |
| Neurologiko     |           2026 | Υ04Χα    | ΕΦΚΑ                              |                1 |         2361.00 |             0.00 |       2361.00 |
| Neurologiko     |           2026 | Α31Μ     | Ανασφάλιστος                      |                1 |         1798.00 |             0.00 |       1798.00 |
| Neurologiko     |           2026 | Δ24Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1619.00 |             0.00 |       1619.00 |
| Neurologiko     |           2026 | Θ22Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1393.00 |             0.00 |       1393.00 |
| Neurologiko     |           2026 | Κ31Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1183.00 |             0.00 |       1183.00 |
| Neurologiko     |           2026 | Α02Χ     | Ιδιωτική Ασφάλεια                 |                1 |          683.00 |           443.82 |       1126.82 |
| Neurologiko     |           2026 | Ο21Μ     | Ιδιωτική Ασφάλεια                 |                1 |          934.00 |             0.00 |        934.00 |
| Neurologiko     |           2026 | Μ30Α     | ΕΦΚΑ                              |                1 |          891.00 |             0.00 |        891.00 |
| Neurologiko     |           2026 | Γ11Α     | Ιδιωτική Ασφάλεια                 |                1 |          729.00 |             0.00 |        729.00 |
| Neurologiko     |           2026 | Ν41Χ     | Ιδιωτική Ασφάλεια                 |                1 |          693.00 |             0.00 |        693.00 |
| Neurologiko     |           2026 | Υ08Χ     | ΕΦΚΑ                              |                1 |          631.00 |             0.00 |        631.00 |
| Neurologiko     |           2026 | Ω33Α     | Ιδιωτική Ασφάλεια                 |                1 |          397.00 |           184.65 |        581.65 |
| Neurologiko     |           2026 | S01Α     | ΕΦΚΑ                              |                1 |          540.00 |             0.00 |        540.00 |
| Ogkologiko      |           2026 | Κ03Χ     | Ιδιωτική Ασφάλεια                 |                1 |        11734.00 |             0.00 |      11734.00 |
| Ogkologiko      |           2026 | Κ09Μα    | Ιδιωτική Ασφάλεια                 |                1 |         6413.00 |          2589.30 |       9002.30 |
| Ogkologiko      |           2026 | Μ04Μ     | ΕΦΚΑ                              |                1 |         7042.00 |             0.00 |       7042.00 |
| Ogkologiko      |           2026 | Δ01Χ     | Ανασφάλιστος                      |                1 |         6452.00 |             0.00 |       6452.00 |
| Ogkologiko      |           2026 | Λ04Μ     | ΕΦΚΑ                              |                1 |         1807.00 |          3720.60 |       5527.60 |
| Ogkologiko      |           2026 | Γ05Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1374.00 |          3787.42 |       5161.42 |
| Ogkologiko      |           2026 | Κ45Χ     | Ιδιωτική Ασφάλεια                 |                1 |          521.00 |          4280.55 |       4801.55 |
| Ogkologiko      |           2026 | Η40Μβ    | ΕΦΚΑ                              |                1 |          965.00 |          2991.60 |       3956.60 |
| Ogkologiko      |           2026 | Ν24Μ     | Ανασφάλιστος                      |                1 |         2389.00 |          1511.51 |       3900.51 |
| Ogkologiko      |           2026 | Κ33Α     | Ιδιωτική Ασφάλεια                 |                1 |         3132.00 |           693.22 |       3825.22 |
| Ogkologiko      |           2026 | Σ02Χβ    | Ιδιωτική Ασφάλεια                 |                1 |         2056.00 |          1757.42 |       3813.42 |
| Ogkologiko      |           2026 | Φ40Α     | Ιδιωτική Ασφάλεια                 |                1 |         3649.00 |             0.00 |       3649.00 |
| Ogkologiko      |           2026 | Ω37Α     | ΕΦΚΑ                              |                1 |          254.00 |          2986.83 |       3240.83 |
| Ogkologiko      |           2026 | Ν32Μ     | ΕΦΚΑ                              |                1 |         3175.00 |             0.00 |       3175.00 |
| Ogkologiko      |           2026 | Μ69Μ     | ΕΦΚΑ                              |                1 |         1533.00 |          1327.48 |       2860.48 |
| Ogkologiko      |           2026 | Δ13Μ     | ΕΦΚΑ                              |                1 |         2856.00 |             0.00 |       2856.00 |
| Ogkologiko      |           2026 | S20Χ     | ΕΦΚΑ                              |                1 |         1759.00 |           921.95 |       2680.95 |
| Ogkologiko      |           2026 | Ζ22Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1167.00 |          1345.89 |       2512.89 |
| Ogkologiko      |           2026 | Υ06Μ     | ΕΦΚΑ                              |                1 |         2381.00 |             0.00 |       2381.00 |
| Ogkologiko      |           2026 | Α27Χ     | Ιδιωτική Ασφάλεια                 |                1 |          350.00 |          1937.76 |       2287.76 |
| Ogkologiko      |           2026 | Μ77Μ     | ΕΦΚΑ                              |                1 |         2257.00 |             0.00 |       2257.00 |
| Ogkologiko      |           2026 | Χ47Α     | ΕΦΚΑ                              |                1 |         1214.00 |          1002.00 |       2216.00 |
| Ogkologiko      |           2026 | Θ20Α     | ΕΦΚΑ                              |                1 |          297.00 |          1571.58 |       1868.58 |
| Ogkologiko      |           2026 | Σ04Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1694.00 |           153.32 |       1847.32 |
| Ogkologiko      |           2026 | Μ72Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1681.00 |             0.00 |       1681.00 |
| Ogkologiko      |           2026 | Α35Μα    | ΕΦΚΑ                              |                1 |         1556.00 |             0.00 |       1556.00 |
| Ogkologiko      |           2026 | Σ04Χ     | ΕΦΚΑ                              |                1 |          966.00 |           436.02 |       1402.02 |
| Ogkologiko      |           2026 | Α34Μβ    | ΕΦΚΑ                              |                1 |         1393.00 |             0.00 |       1393.00 |
| Ogkologiko      |           2026 | Ι22Χ     | ΕΦΚΑ                              |                1 |          366.00 |           708.78 |       1074.78 |
| Ogkologiko      |           2026 | Ο21Μ     | ΕΦΚΑ                              |                1 |          934.00 |             0.00 |        934.00 |
| Orthopediko     |           2026 | Τ03Α     | ΕΦΚΑ                              |                1 |        16846.00 |             0.00 |      16846.00 |
| Orthopediko     |           2026 | Ε11Μ     | Ανασφάλιστος                      |                1 |        10704.00 |           418.35 |      11122.35 |
| Orthopediko     |           2026 | Κ07Μα    | ΕΦΚΑ                              |                1 |        10554.00 |             0.00 |      10554.00 |
| Orthopediko     |           2026 | Μ02Μ     | Ιδιωτική Ασφάλεια                 |                1 |         9110.00 |             0.00 |       9110.00 |
| Orthopediko     |           2026 | Κ09Μα    | Ιδιωτική Ασφάλεια                 |                1 |         6413.00 |          1812.51 |       8225.51 |
| Orthopediko     |           2026 | Θ01Μ     | ΕΦΚΑ                              |                1 |         6202.00 |             0.00 |       6202.00 |
| Orthopediko     |           2026 | Σ03Μ     | ΕΦΚΑ                              |                1 |         6097.00 |             0.00 |       6097.00 |
| Orthopediko     |           2026 | Π02Χ     | ΕΦΚΑ                              |                1 |         2771.00 |          3094.84 |       5865.84 |
| Orthopediko     |           2026 | Κ02Α     | Ιδιωτική Ασφάλεια                 |                1 |         2844.00 |          2330.72 |       5174.72 |
| Orthopediko     |           2026 | Ο17Α     | Ιδιωτική Ασφάλεια                 |                1 |         2423.00 |          1737.48 |       4160.48 |
| Orthopediko     |           2026 | Θ21Α     | Ιδιωτική Ασφάλεια                 |                1 |         2599.00 |          1284.36 |       3883.36 |
| Orthopediko     |           2026 | Υ20Μα    | ΕΦΚΑ                              |                1 |         2934.00 |           673.04 |       3607.04 |
| Orthopediko     |           2026 | Ν06Μ     | ΕΦΚΑ                              |                1 |         3297.00 |           284.52 |       3581.52 |
| Orthopediko     |           2026 | Κ32Χ     | ΕΦΚΑ                              |                1 |         1089.00 |          2372.60 |       3461.60 |
| Orthopediko     |           2026 | Π46Α     | Ανασφάλιστος                      |                1 |          327.00 |          2912.91 |       3239.91 |
| Orthopediko     |           2026 | Κ33Α     | ΕΦΚΑ                              |                1 |         3132.00 |             0.00 |       3132.00 |
| Orthopediko     |           2026 | Μ64Μ     | ΕΦΚΑ                              |                1 |         2669.00 |             0.00 |       2669.00 |
| Orthopediko     |           2026 | Ο17Α     | ΕΦΚΑ                              |                1 |         2423.00 |             0.00 |       2423.00 |
| Orthopediko     |           2026 | Ν24Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2389.00 |             0.00 |       2389.00 |
| Orthopediko     |           2026 | Ρ22Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1105.00 |          1239.26 |       2344.26 |
| Orthopediko     |           2026 | Α02Μβ    | ΕΦΚΑ                              |                1 |         1595.00 |           521.34 |       2116.34 |
| Orthopediko     |           2026 | Β06Μ     | Ανασφάλιστος                      |                1 |         1930.00 |             0.00 |       1930.00 |
| Orthopediko     |           2026 | Σ20Χ     | Ιδιωτική Ασφάλεια                 |                1 |          988.00 |           867.79 |       1855.79 |
| Orthopediko     |           2026 | Π46Α     | Ιδιωτική Ασφάλεια                 |                1 |          327.00 |          1387.10 |       1714.10 |
| Orthopediko     |           2026 | Β24Α     | ΕΦΚΑ                              |                1 |          296.00 |          1240.50 |       1536.50 |
| Orthopediko     |           2026 | Μ71Χ     | Ιδιωτική Ασφάλεια                 |                1 |          405.00 |          1083.60 |       1488.60 |
| Orthopediko     |           2026 | Χ44Α     | Ιδιωτική Ασφάλεια                 |                1 |         1152.00 |           277.41 |       1429.41 |
| Orthopediko     |           2026 | Χ42Χ     | ΕΦΚΑ                              |                1 |         1331.00 |             0.00 |       1331.00 |
| Orthopediko     |           2026 | Υ09Χβ    | Ανασφάλιστος                      |                1 |         1035.00 |           172.32 |       1207.32 |
| Orthopediko     |           2026 | Ο61Χ     | ΕΦΚΑ                              |                1 |          482.00 |           606.08 |       1088.08 |
| Orthopediko     |           2026 | Δ23Μ     | ΕΦΚΑ                              |                1 |          965.00 |             0.00 |        965.00 |
| Orthopediko     |           2026 | S20Α     | Ιδιωτική Ασφάλεια                 |                1 |          934.00 |             0.00 |        934.00 |
| Orthopediko     |           2026 | Ζ22Χ     | ΕΦΚΑ                              |                1 |          397.00 |            61.34 |        458.34 |
| Ourologiko      |           2026 | Κ04Μ     | Ιδιωτική Ασφάλεια                 |                1 |        13155.00 |           589.48 |      13744.48 |
| Ourologiko      |           2026 | Κ04Μ     | ΕΦΚΑ                              |                1 |        13155.00 |             0.00 |      13155.00 |
| Ourologiko      |           2026 | Μ01Χ     | ΕΦΚΑ                              |                1 |         9606.00 |           685.23 |      10291.23 |
| Ourologiko      |           2026 | Φ02Μ     | ΕΦΚΑ                              |                1 |         9426.00 |             0.00 |       9426.00 |
| Ourologiko      |           2026 | Φ02Μ     | Ανασφάλιστος                      |                1 |         9426.00 |             0.00 |       9426.00 |
| Ourologiko      |           2026 | Μ31Χ     | ΕΦΚΑ                              |                1 |         8533.00 |             0.00 |       8533.00 |
| Ourologiko      |           2026 | Κ06Χ     | Ιδιωτική Ασφάλεια                 |                1 |         5077.00 |          1745.28 |       6822.28 |
| Ourologiko      |           2026 | Γ07Α     | Ιδιωτική Ασφάλεια                 |                1 |          742.00 |          5747.72 |       6489.72 |
| Ourologiko      |           2026 | Κ30Μ     | ΕΦΚΑ                              |                1 |         6295.00 |             0.00 |       6295.00 |
| Ourologiko      |           2026 | Π02Μ     | Ιδιωτική Ασφάλεια                 |                1 |         5741.00 |             0.00 |       5741.00 |
| Ourologiko      |           2026 | Θ09Μ     | Ιδιωτική Ασφάλεια                 |                1 |         4895.00 |           267.34 |       5162.34 |
| Ourologiko      |           2026 | Θ04Μ     | Ιδιωτική Ασφάλεια                 |                1 |         4378.00 |           769.21 |       5147.21 |
| Ourologiko      |           2026 | Κ18Μ     | ΕΦΚΑ                              |                1 |         2226.00 |          2671.55 |       4897.55 |
| Ourologiko      |           2026 | Υ25Χ     | ΕΦΚΑ                              |                1 |          405.00 |          3899.60 |       4304.60 |
| Ourologiko      |           2026 | Γ09Α     | Ιδιωτική Ασφάλεια                 |                1 |          418.00 |          3608.93 |       4026.93 |
| Ourologiko      |           2026 | Π02Χ     | Ιδιωτική Ασφάλεια                 |                1 |         2771.00 |          1105.30 |       3876.30 |
| Ourologiko      |           2026 | Ο02Α     | Ιδιωτική Ασφάλεια                 |                1 |         1611.00 |          1681.14 |       3292.14 |
| Ourologiko      |           2026 | Δ12Χα    | Ιδιωτική Ασφάλεια                 |                1 |         3097.00 |             0.00 |       3097.00 |
| Ourologiko      |           2026 | Η02Χ     | Ιδιωτική Ασφάλεια                 |                1 |         2079.00 |           606.44 |       2685.44 |
| Ourologiko      |           2026 | Μ19Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2648.00 |             0.00 |       2648.00 |
| Ourologiko      |           2026 | Κ44Α     | ΕΦΚΑ                              |                1 |          311.00 |          2327.40 |       2638.40 |
| Ourologiko      |           2026 | Φ64Χ     | ΕΦΚΑ                              |                1 |          303.00 |          1980.00 |       2283.00 |
| Ourologiko      |           2026 | Δ13Χ     | Ιδιωτική Ασφάλεια                 |                1 |          915.00 |          1311.42 |       2226.42 |
| Ourologiko      |           2026 | Κ18Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2226.00 |             0.00 |       2226.00 |
| Ourologiko      |           2026 | S23Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2039.00 |             0.00 |       2039.00 |
| Ourologiko      |           2026 | Α31Μ     | ΕΦΚΑ                              |                1 |         1798.00 |             0.00 |       1798.00 |
| Ourologiko      |           2026 | Ν32Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1183.00 |           297.80 |       1480.80 |
| Ourologiko      |           2026 | Ο11Α     | ΕΦΚΑ                              |                1 |          639.00 |           707.12 |       1346.12 |
| Ourologiko      |           2026 | Δ28Χ     | Ιδιωτική Ασφάλεια                 |                1 |          965.00 |           335.00 |       1300.00 |
| Ourologiko      |           2026 | Μ23Α     | Ιδιωτική Ασφάλεια                 |                1 |          661.00 |           527.58 |       1188.58 |
| Ourologiko      |           2026 | Δ08Χ     | Ιδιωτική Ασφάλεια                 |                1 |          791.00 |           370.00 |       1161.00 |
| Ourologiko      |           2026 | Χ44Α     | ΕΦΚΑ                              |                1 |         1152.00 |             0.00 |       1152.00 |
| Ourologiko      |           2026 | Γ11Α     | ΕΦΚΑ                              |                1 |          729.00 |           172.08 |        901.08 |
| Ourologiko      |           2026 | Ν41Χ     | ΕΦΚΑ                              |                1 |          693.00 |             0.00 |        693.00 |
| Ourologiko      |           2026 | Π40Χ     | ΕΦΚΑ                              |                1 |          677.00 |             0.00 |        677.00 |
| Ourologiko      |           2026 | Τ20Χ     | ΕΦΚΑ                              |                1 |          512.00 |             0.00 |        512.00 |
| Paidiatriko     |           2026 | Μ01Μ     | Ιδιωτική Ασφάλεια                 |                1 |        14020.00 |             0.00 |      14020.00 |
| Paidiatriko     |           2026 | Κ01Χ     | ΕΦΚΑ                              |                1 |        12420.00 |           530.88 |      12950.88 |
| Paidiatriko     |           2026 | Κ10Χ     | ΕΦΚΑ                              |                1 |         2724.00 |          3293.40 |       6017.40 |
| Paidiatriko     |           2026 | Ξ21Χ     | ΕΦΚΑ                              |                1 |          315.00 |          5439.89 |       5754.89 |
| Paidiatriko     |           2026 | Π26Χ     | ΕΦΚΑ                              |                1 |         1245.00 |          3875.62 |       5120.62 |
| Paidiatriko     |           2026 | Δ08Χ     | Ιδιωτική Ασφάλεια                 |                1 |          791.00 |          4070.00 |       4861.00 |
| Paidiatriko     |           2026 | Ε08Χ     | Ιδιωτική Ασφάλεια                 |                1 |         3683.00 |           302.30 |       3985.30 |
| Paidiatriko     |           2026 | Φ40Α     | ΕΦΚΑ                              |                1 |         3649.00 |             0.00 |       3649.00 |
| Paidiatriko     |           2026 | Μ72Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1681.00 |          1277.54 |       2958.54 |
| Paidiatriko     |           2026 | Π40Χ     | Ιδιωτική Ασφάλεια                 |                1 |          677.00 |          2155.14 |       2832.14 |
| Paidiatriko     |           2026 | Β02Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1007.00 |          1699.26 |       2706.26 |
| Paidiatriko     |           2026 | Α26Μβ    | Ιδιωτική Ασφάλεια                 |                1 |         1175.00 |          1365.05 |       2540.05 |
| Paidiatriko     |           2026 | Ν01Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1980.00 |           537.36 |       2517.36 |
| Paidiatriko     |           2026 | Χ45Α     | Ιδιωτική Ασφάλεια                 |                1 |          965.00 |          1448.48 |       2413.48 |
| Paidiatriko     |           2026 | Ν11Α     | ΕΦΚΑ                              |                1 |         1331.00 |           935.04 |       2266.04 |
| Paidiatriko     |           2026 | Ω03Α     | ΕΦΚΑ                              |                1 |         1281.00 |           641.80 |       1922.80 |
| Paidiatriko     |           2026 | Λ04Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1807.00 |             0.00 |       1807.00 |
| Paidiatriko     |           2026 | Γ06Χ     | ΕΦΚΑ                              |                1 |         1264.00 |           525.63 |       1789.63 |
| Paidiatriko     |           2026 | S20Χ     | ΕΦΚΑ                              |                1 |         1759.00 |             0.00 |       1759.00 |
| Paidiatriko     |           2026 | Β20Χ     | Ανασφάλιστος                      |                1 |          413.00 |          1345.92 |       1758.92 |
| Paidiatriko     |           2026 | Β06Χ     | ΕΦΚΑ                              |                1 |         1659.00 |             0.00 |       1659.00 |
| Paidiatriko     |           2026 | Υ09Χβ    | Ιδιωτική Ασφάλεια                 |                1 |         1035.00 |           603.12 |       1638.12 |
| Paidiatriko     |           2026 | Α35Μα    | Ιδιωτική Ασφάλεια                 |                1 |         1556.00 |             0.00 |       1556.00 |
| Paidiatriko     |           2026 | Φ64Χ     | Ιδιωτική Ασφάλεια                 |                1 |          303.00 |          1188.00 |       1491.00 |
| Paidiatriko     |           2026 | Χ40Α     | ΕΦΚΑ                              |                1 |          140.00 |          1316.92 |       1456.92 |
| Paidiatriko     |           2026 | Ν24Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1159.00 |             0.00 |       1159.00 |
| Paidiatriko     |           2026 | Α33Μβ    | Ιδιωτική Ασφάλεια                 |                1 |         1043.00 |             0.00 |       1043.00 |
| Paidiatriko     |           2026 | Δ13Χ     | ΕΦΚΑ                              |                1 |          915.00 |             0.00 |        915.00 |
| Paidiatriko     |           2026 | Ν40Α     | Ανασφάλιστος                      |                1 |          272.00 |           503.26 |        775.26 |
| Paidiatriko     |           2026 | Υ25Χ     | ΕΦΚΑ                              |                1 |          405.00 |             0.00 |        405.00 |
| Paidiatriko     |           2026 | Ν10Α     | ΕΦΚΑ                              |                1 |          163.00 |             0.00 |        163.00 |
| Pathologiko     |           2026 | Ε04Α     | Ιδιωτική Ασφάλεια                 |                1 |        30015.00 |             0.00 |      30015.00 |
| Pathologiko     |           2026 | Κ03Χ     | ΕΦΚΑ                              |                1 |        11734.00 |             0.00 |      11734.00 |
| Pathologiko     |           2026 | Κ07Μα    | Ιδιωτική Ασφάλεια                 |                1 |        10554.00 |             0.00 |      10554.00 |
| Pathologiko     |           2026 | Μ03Χ     | ΕΦΚΑ                              |                1 |         6411.00 |          2160.45 |       8571.45 |
| Pathologiko     |           2026 | Π10Χ     | Ιδιωτική Ασφάλεια                 |                1 |          868.00 |          6003.58 |       6871.58 |
| Pathologiko     |           2026 | Ν01Χ     | ΕΦΚΑ                              |                1 |         1980.00 |          4298.88 |       6278.88 |
| Pathologiko     |           2026 | Η01Χ     | ΕΦΚΑ                              |                1 |         3682.00 |          1970.76 |       5652.76 |
| Pathologiko     |           2026 | Θ04Χ     | Ιδιωτική Ασφάλεια                 |                1 |         2848.00 |          1656.23 |       4504.23 |
| Pathologiko     |           2026 | Α01Χ     | Ιδιωτική Ασφάλεια                 |                1 |         2712.00 |          1751.88 |       4463.88 |
| Pathologiko     |           2026 | Η41Χ     | Ιδιωτική Ασφάλεια                 |                1 |          872.00 |          3432.24 |       4304.24 |
| Pathologiko     |           2026 | Τ25Μβ    | Ιδιωτική Ασφάλεια                 |                1 |         4145.00 |             0.00 |       4145.00 |
| Pathologiko     |           2026 | Τ25Μβ    | Ανασφάλιστος                      |                1 |         4145.00 |             0.00 |       4145.00 |
| Pathologiko     |           2026 | Κ32Α     | ΕΦΚΑ                              |                1 |         1043.00 |          2328.57 |       3371.57 |
| Pathologiko     |           2026 | Υ08Χ     | ΕΦΚΑ                              |                1 |          631.00 |          2729.92 |       3360.92 |
| Pathologiko     |           2026 | Κ31Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1183.00 |          2020.07 |       3203.07 |
| Pathologiko     |           2026 | Α28Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1377.00 |          1436.64 |       2813.64 |
| Pathologiko     |           2026 | Δ24Χ     | Ιδιωτική Ασφάλεια                 |                1 |          802.00 |          1926.72 |       2728.72 |
| Pathologiko     |           2026 | Α36Α     | Ιδιωτική Ασφάλεια                 |                1 |         2412.00 |             0.00 |       2412.00 |
| Pathologiko     |           2026 | Λ03Χ     | Ιδιωτική Ασφάλεια                 |                1 |          886.00 |          1442.65 |       2328.65 |
| Pathologiko     |           2026 | Γ20Μ     | ΕΦΚΑ                              |                1 |         1969.00 |           137.42 |       2106.42 |
| Pathologiko     |           2026 | Π28Α     | Ιδιωτική Ασφάλεια                 |                1 |          290.00 |          1781.92 |       2071.92 |
| Pathologiko     |           2026 | Κ36Χ     | ΕΦΚΑ                              |                1 |          374.00 |          1662.60 |       2036.60 |
| Pathologiko     |           2026 | Π27Α     | Ιδιωτική Ασφάλεια                 |                1 |          265.00 |          1538.58 |       1803.58 |
| Pathologiko     |           2026 | Α25Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1766.00 |             0.00 |       1766.00 |
| Pathologiko     |           2026 | Α25Μ     | Ανασφάλιστος                      |                1 |         1766.00 |             0.00 |       1766.00 |
| Pathologiko     |           2026 | W11Α     | ΕΦΚΑ                              |                1 |          991.00 |           599.70 |       1590.70 |
| Pathologiko     |           2026 | Χ40Α     | ΕΦΚΑ                              |                1 |          140.00 |          1436.64 |       1576.64 |
| Pathologiko     |           2026 | Γ07Α     | ΕΦΚΑ                              |                1 |          742.00 |           783.78 |       1525.78 |
| Pathologiko     |           2026 | Ν36Χ     | Ιδιωτική Ασφάλεια                 |                1 |          482.00 |          1025.83 |       1507.83 |
| Pathologiko     |           2026 | Ξ20Χα    | Ιδιωτική Ασφάλεια                 |                1 |          786.00 |             0.00 |        786.00 |
| Pathologiko     |           2026 | Ξ20Χα    | Ανασφάλιστος                      |                1 |          786.00 |             0.00 |        786.00 |
| Pathologiko     |           2026 | Κ45Χ     | Ιδιωτική Ασφάλεια                 |                1 |          521.00 |             0.00 |        521.00 |
| Pathologiko     |           2026 | Π46Α     | ΕΦΚΑ                              |                1 |          327.00 |             0.00 |        327.00 |
| Pnevmonologiko  |           2026 | Τ02Α     | ΕΦΚΑ                              |                1 |        20279.00 |             0.00 |      20279.00 |
| Pnevmonologiko  |           2026 | Φ04Χ     | Ανασφάλιστος                      |                1 |         5558.00 |           835.40 |       6393.40 |
| Pnevmonologiko  |           2026 | Ν40Α     | Ιδιωτική Ασφάλεια                 |                1 |          272.00 |          4780.97 |       5052.97 |
| Pnevmonologiko  |           2026 | Π50Χ     | ΕΦΚΑ                              |                1 |          374.00 |          4590.51 |       4964.51 |
| Pnevmonologiko  |           2026 | Α11Χ     | ΕΦΚΑ                              |                1 |         3635.00 |           814.11 |       4449.11 |
| Pnevmonologiko  |           2026 | Θ01Χ     | ΕΦΚΑ                              |                1 |         2801.00 |          1564.83 |       4365.83 |
| Pnevmonologiko  |           2026 | Ω04Χ     | ΕΦΚΑ                              |                1 |         1934.00 |          1777.90 |       3711.90 |
| Pnevmonologiko  |           2026 | Δ28Α     | Ιδιωτική Ασφάλεια                 |                1 |          382.00 |          3193.89 |       3575.89 |
| Pnevmonologiko  |           2026 | Κ14Μβ    | ΕΦΚΑ                              |                1 |         1991.00 |          1560.78 |       3551.78 |
| Pnevmonologiko  |           2026 | Α21Μ     | ΕΦΚΑ                              |                1 |         2187.00 |          1325.45 |       3512.45 |
| Pnevmonologiko  |           2026 | Ν30Μα    | ΕΦΚΑ                              |                1 |         3408.00 |             0.00 |       3408.00 |
| Pnevmonologiko  |           2026 | Ρ23Α     | ΕΦΚΑ                              |                1 |          428.00 |          2902.44 |       3330.44 |
| Pnevmonologiko  |           2026 | Ν06Μ     | ΕΦΚΑ                              |                1 |         3297.00 |             0.00 |       3297.00 |
| Pnevmonologiko  |           2026 | Ν24Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1159.00 |          2041.04 |       3200.04 |
| Pnevmonologiko  |           2026 | Δ20Χ     | Ιδιωτική Ασφάλεια                 |                2 |         2942.00 |           165.57 |       3107.57 |
| Pnevmonologiko  |           2026 | Χ42Χ     | ΕΦΚΑ                              |                1 |         1331.00 |          1694.64 |       3025.64 |
| Pnevmonologiko  |           2026 | Τ20Μ     | ΕΦΚΑ                              |                1 |          244.00 |          2622.27 |       2866.27 |
| Pnevmonologiko  |           2026 | Π27Α     | Ιδιωτική Ασφάλεια                 |                1 |          265.00 |          2564.30 |       2829.30 |
| Pnevmonologiko  |           2026 | Ν07Μ     | Ανασφάλιστος                      |                1 |         2513.00 |             0.00 |       2513.00 |
| Pnevmonologiko  |           2026 | Κ32Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1089.00 |          1423.56 |       2512.56 |
| Pnevmonologiko  |           2026 | Λ21Α     | Ιδιωτική Ασφάλεια                 |                1 |          420.00 |          2043.60 |       2463.60 |
| Pnevmonologiko  |           2026 | Ν24Χ     | ΕΦΚΑ                              |                1 |         1159.00 |          1275.65 |       2434.65 |
| Pnevmonologiko  |           2026 | Ν26Μ     | Ιδιωτική Ασφάλεια                 |                1 |         2062.00 |             0.00 |       2062.00 |
| Pnevmonologiko  |           2026 | Γ05Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1374.00 |           582.68 |       1956.68 |
| Pnevmonologiko  |           2026 | Θ08Α     | Ιδιωτική Ασφάλεια                 |                1 |          952.00 |           804.64 |       1756.64 |
| Pnevmonologiko  |           2026 | Μ72Μ     | Ιδιωτική Ασφάλεια                 |                1 |         1681.00 |             0.00 |       1681.00 |
| Pnevmonologiko  |           2026 | Υ27Μ     | ΕΦΚΑ                              |                1 |         1673.00 |             0.00 |       1673.00 |
| Pnevmonologiko  |           2026 | Μ77Χ     | ΕΦΚΑ                              |                1 |         1058.00 |           584.19 |       1642.19 |
| Pnevmonologiko  |           2026 | Κ14Χ     | Ιδιωτική Ασφάλεια                 |                1 |         1277.00 |           279.89 |       1556.89 |
| Pnevmonologiko  |           2026 | Π28Α     | Ιδιωτική Ασφάλεια                 |                1 |          290.00 |           890.96 |       1180.96 |
| Pnevmonologiko  |           2026 | Σ20Χ     | ΕΦΚΑ                              |                1 |          988.00 |           123.97 |       1111.97 |
| Pnevmonologiko  |           2026 | Φ24Χ     | ΕΦΚΑ                              |                1 |          934.00 |             0.00 |        934.00 |
| Pnevmonologiko  |           2026 | Η41Χ     | Ιδιωτική Ασφάλεια                 |                1 |          872.00 |             0.00 |        872.00 |
| Pnevmonologiko  |           2026 | Α29Χ     | ΕΦΚΑ                              |                1 |          397.00 |           237.94 |        634.94 |
