product_id,substance_name
816,Dimetindene Maleate
817,Isopropyl Alcohol
817,1-Propanol
818,Chloramphenicol
819,Chloramphenicol Sodium Succinate
820,Dexamethasone Sodium Phosphate
820,Chloramphenicol
821,Chlorhexidine Gluconate
822,Colecalciferol
823,Choline Theophyllinate
824,Atorvastatin
824,Ezetimibe
825,Sodium Cromoglicate
826,Magnesium Oxide
827,Benazepril Hydrochloride
828,Hydrochlorothiazide
828,Benazepril Hydrochloride
829,Ciclesonide
830,Donepezil Hydrochloride
831,Pilocarpine Hydrochloride
832,Ciprofloxacin
833,Ciprofloxacin Hydrochloride
834,Sodium Citrate
835,Ezetimibe
836,Simvastatin
836,Ezetimibe
837,Cilostazol
838,Cilostazol
839,Domperidone
840,Cefotaxime Sodium
841,Cefotaxime Sodium
842,Cinacalcet
843,Cinacalcet
844,Cinacalcet
845,Cinacalcet
846,Cinacalcet Hydrochloride
847,Cinacalcet
848,Cinacalcet
849,Cinacalcet
850,Citalopram
851,Levofloxacin
852,Levofloxacin Hemihydrate
853,Rivaroxaban
854,Rivaroxaban
855,Tolterodine L-Tartrate
856,Calcipotriol
856,Anhydrous
857,Escitalopram Oxalate
858,Citalopram Hydrobromide
859,Ciprofloxacin
860,Ciprofloxacin
861,Ciprofloxacin
862,Ciprofloxacin
863,Ciprofloxacin Hydrochloride
864,Ciprofloxacin
865,Ciprofloxacin
866,Ciprofloxacin
867,Dexamethasone
867,Ciprofloxacin
868,Ciprofloxacin
869,Ciprofloxacin
870,Ciprofloxacin Lactate
871,Ciprofloxacin Lactate
872,Ciprofloxacin Lactate
873,Ciprofloxacin
874,Ciprofloxacin Hydrated
875,Azithromycin
876,Azithromycin
877,Cisatracurium
878,Cisplatin
879,Cytarabine
880,Citalopram
881,Sodium Picosulfate
881,Magnesium Oxide
881,Light
881,Citric Acid
882,Sodium Picosulfate
882,Magnesium Oxide
882,Light
882,Citric Acid
883,Ciprofloxacin
884,Ciprofloxacin
885,Clobetasol Propionate
886,Clarithromycin
887,Clarithromycin
888,Clarithromycin
889,Gadoteric Acid
890,Clarithromycin
891,Loratadine
892,Loratadine
892,Pseudoephedrine Sulphate
893,Clarithromycin
894,Cilostazol
895,Macrogol 4000
896,Macrogol 4000
897,Clindamycin
898,Ketotifen Hydrogen Fumarate
899,Enoxaparin Sodium
900,Clindamycin
901,Clindamycin
902,Clindamycin
903,Clindamycin
904,Glatiramer Acetate
905,Clindamycin Phosphate
906,Clindamycin Phosphate
907,Clindamycin
908,Clindamycin Phosphate
909,Clindamycin
910,Clindamycin Phosphate
911,Clindamycin
912,Clindamycin Phosphate
913,Clindamycin
914,Clindamycin Phosphate
915,Dipotassium Phosphate
915,Glycine
915,Magnesium Chloride Hexahydrate
915,Sodium Chloride
915,Calcium Chloride Dihydrate
915,L-Lysine Hydrochloride
915,Glucose Monohydrate
915,Sodium Acetate Trihydrate
915,L-Tryptophan
915,L-Arginine
915,L-Histidine
915,L-Isoleucine
915,L-Leucine
915,L-Methionine
915,L-Proline
915,L-Serine
915,L-Threonine
915,L-Tyrosine
915,L-Valine
915,L-Phenylalanine
915,L-Alanine
916,Sodium Hydrogen Carbonate
916,Potassium Chloride
916,Sodium Chloride
916,Macrogol 3350
917,Nimesulide
918,Dexamethasone Sodium Phosphate
918,Clotrimazole
919,Clobetasol Propionate
920,Clobetasol Propionate
921,Clopidogrel
922,Clopidogrel
923,Clofarabine
924,Clomifene Citrate
925,Clopidogrel
926,Clopidogrel Besilate
927,Clopidogrel
928,Clopidogrel Besilate
929,Clopidogrel
930,Zuclopenthixol Hydrochloride
931,Zuclopenthixol Acetate
932,Zuclopenthixol Decanoate
933,Clopidogrel
934,Clopidogrel
935,Clopidogrel
936,Clopidogrel
937,Human Coagulation Factor Xiii
938,Amlodipine
938,Indapamide
938,Perindopril Arginine
939,Atorvastatin
939,Ezetimibe
940,Valsartan
940,Hydrochlorothiazide
941,Metformin Hydrochloride
941,Sitagliptin
942,Memantine Hydrochloride
943,Olmesartan Medoxomil
943,Hydrochlorothiazide
944,Colchicine
945,Colchicine
946,Colchicine
947,Colchicine
948,Colchicine
949,Colistimethate Sodium
950,Colistimethate Sodium
951,Colistimethate Sodium
952,Colistimethate Sodium
953,Colistin Mesilate Sodium
954,Colistimethate Sodium
955,Metronidazole
956,Fluprednidene Acetate
956,Miconazole Nitrate
957,Timolol Maleate
957,Brimonidine Tartrate
958,Amlodipine
958,Irbesartan
959,Amlodipine
959,Hydrochlorothiazide
959,Irbesartan
960,Ibuprofen
960,Paracetamol
961,Omeprazole
962,Ezetimibe
962,Rosuvastatin
963,Olmesartan Medoxomil
963,Amlodipine
964,Olmesartan Medoxomil
964,Amlodipine
964,Hydrochlorothiazide
965,Chlorphenamine Maleate
965,Pseudoephedrine Hydrochloride
965,Paracetamol
966,Pseudoephedrine Hydrochloride
966,Paracetamol
967,Methylphenidate Hydrochloride
968,Bisoprolol Fumarate
969,Paracetamol
970,Chondroitin Sulfate Sodium
971,Lidocaine Hydrochloride
972,Levocetirizine Dihydrochloride
973,Colecalciferol
974,Pantoprazole
975,Hydrochlorothiazide
975,Irbesartan
976,Glatiramer Acetate
977,Glatiramer Acetate
978,Indapamide
978,Perindopril Arginine
979,Losartan Potassium
979,Hydrochlorothiazide
980,Losartan Potassium
980,Hydrochlorothiazide
981,Prednisolone
982,Prednisolone Sodium Phosphate
983,Prednisolone
984,Prednisolone Sodium Phosphate
985,Prednisolone
986,Enalapril Maleate
986,Hydrochlorothiazide
987,Brimonidine Tartrate
988,Dexpanthenol
989,Ezetimibe
989,Rosuvastatin
990,Milrinone
991,Lenalidomide
992,Betamethasone Valerate
992,Fusidic Acid
993,Budesonide
994,Prednisolone
995,Hydrocortisone Sodium Phosphate
996,Hydrocortisone Sodium Phosphate
997,Hydrocortisone Sodium Phosphate
998,Prednisolone
999,Dorzolamide Hydrochloride
999,Timolol Maleate
1000,Dorzolamide Hydrochloride
1000,Timolol Maleate
1001,Dorzolamide Hydrochloride
1001,Timolol Maleate
1002,Bisoprolol Fumarate
1002,Perindopril Arginine
1003,Menthol
1003,Eugenol
1003,Methyl Salicylate
1004,Valsartan
1004,Amlodipine
1005,Valsartan
1005,Amlodipine
1005,Hydrochlorothiazide
1006,Valsartan
1006,Hydrochlorothiazide
1007,Valsartan
1007,Hydrochlorothiazide
1008,Alendronic Acid
1008,Colecalciferol
1009,Amlodipine Besilate
1009,Perindopril Arginine
1010,Amlodipine Besilate
1010,Perindopril Arginine
1011,Perindopril Arginine
1012,Donepezil Hydrochloride
1013,Parecoxib Sodium
1014,Losartan Potassium
1015,Losartan Potassium
1016,Pancreas Powder
1017,Pancreas Powder
1018,Pancreas Powder
1019,Rosuvastatin
1020,Rosuvastatin
1021,Progesterone
1022,Sodium Cromoglicate
1023,Enoxaparin Sodium
1024,Ondansetron
1025,Ondansetron
1026,Cefuroxime Axetil
1027,Nimodipine
1028,Bisoprolol Fumarate
1028,Acetylsalicylic Acid
1029,Bisoprolol Fumarate
1029,Acetylsalicylic Acid
1030,Poractant Alfa
1031,Benzalkonium Chloride
1031,Isopropyl Alcohol
1032,Benzalkonium Chloride
1032,Isopropyl Alcohol
1033,Estradiol Valerate
1033,Estradiol Valerate
1033,Norgestrel
1034,Ascorbic Acid
1034,Dry Ruscus Extract Titrated In Sterolic Heterosides (Sh)
1034,Hesperidin Methyl Chalcone
1035,Progesterone
1036,Cyclopentolate Hydrochloride
1037,Gadoteric Acid
1038,Aciclovir
1039,Aciclovir
1040,Moxonidine
1041,Misoprostol
1042,Calcifediol Monohydrate
1043,Colecalciferol
1044,Colecalciferol
1045,Dabigatran Etexilate
1046,Dabigatran Etexilate
1047,Dabigatran Etexilate Mesilate
1048,Dabigatran Etexilate
1049,Dabigatran Etexilate Mesilate
1050,Dabigatran Etexilate Mesilate
1051,Dabigatran Etexilate
1052,Carbomer 974p
1053,Bimatoprost
1054,Micronised Purified Flavonoic Fraction
1055,Dapagliflozin
1056,Sitagliptin
1056,Dapagliflozin
1057,Dapagliflozin
1058,Fluoxetine
1059,Miconazole
1060,Miconazole
1061,Miconazole Nitrate
1062,Miconazole Nitrate
1063,Miconazole Nitrate
1063,Hydrocortisone
1064,Clindamycin Hydrochloride
1065,Clindamycin Phosphate
1066,Clindamycin Phosphate
1067,Clindamycin Phosphate
1068,Dalbavancin
1069,Dalbavancin
1070,Dalbavancin
1071,Dalbavancin
1072,Vildagliptin
1073,Metformin Hydrochloride
1073,Vildagliptin
1074,Trandolapril
1075,Trandolapril
1076,Roflumilast
1077,Atorvastatin
1078,Erythromycin
1079,Dapagliflozin
1080,Dapagliflozin
1081,Metformin Hydrochloride
1081,Dapagliflozin
1082,Clopidogrel
1083,Daptomycin
1084,Daptomycin
1085,Daptomycin
1086,Daptomycin
1087,Daptomycin
1088,Alendronic Acid
1089,Darunavir
1090,Darunavir
1091,Clopidogrel
1092,Dasatinib
1093,Dasatinib
1094,Clopidogrel
1095,Colecalciferol
1096,Dutasteride
1097,Darunavir
1098,Dronabinol
1098,Cannabidiol
1099,Magnesium Oxide
1100,Dabigatran Etexilate
1101,Dabigatran Etexilate
1102,Colecalciferol
1103,Colecalciferol
1104,Colecalciferol Concentrate (Oily Form)
1105,Nandrolone Decanoate
1106,Citalopram
1107,Racementhol
1107,Eucalyptus Oil
1107,Methyl Salicylate
1107,Turpentine Oil
1108,Deferasirox
1109,Deferasirox
1110,Deferasirox
1111,Deferasirox
1112,Deferoxamine Mesilate
1113,Colecalciferol
1114,Colecalciferol
1115,Desmopressin
1116,Dorzolamide
1117,Alendronic Acid
1118,Ezetimibe
1119,Atorvastatin
1120,Atorvastatin
1121,Atorvastatin
1122,Colecalciferol
1123,Furosemide
1124,Donepezil Hydrochloride
1125,Melphalan
1126,Methylergometrine Maleate
1127,Methylergometrine Maleate
1128,Donepezil Hydrochloride
1129,Deferoxamine Mesilate
1130,Clopidogrel
1131,Fentanyl
1132,Esomeprazole
1133,Salbutamol Sulfate
1133,Ipratropium Bromide
1134,Docetaxel
1135,Docetaxel
1136,Ampicillin
1136,Sulbactam
1137,Flumazenil
1138,Gemcitabine
1139,Terbinafine Hydrochloride
1140,Diclofenac Sodium
1141,Clopidogrel
1142,Articaine Hydrochloride
1142,Epinephrine Bitartrate
1143,Sodium Valproate
1144,Valproic Acid
1144,Sodium Valproate
1145,Valproic Acid
1145,Sodium Valproate
1146,Alendronic Acid
1147,Benzalkonium Chloride
1147,Dexamethasone Sodium Phosphate
1148,Leuprorelin
1149,Risperidone
1150,Ascorbic Acid
1150,Paracetamol
1151,Paracetamol
1152,Paracetamol
1153,Chlorphenamine Maleate
1153,Paracetamol
1154,Paracetamol
1155,Paracetamol
1156,Paracetamol
1157,Paracetamol
1158,Paracetamol
1159,Paracetamol
1160,Paracetamol
1160,Caffeine
1161,Paracetamol
1162,Ascorbic Acid
1162,Paracetamol
1163,Risperidone
1164,Mirtazapine
1165,Citalopram
1166,Venlafaxine Hydrochloride
1167,Itraconazole
1168,Fluconazole
1169,Triamcinolone Acetonide
1169,Salicylic Acid
1170,Cetirizine Dihydrochloride
1171,Fluticasone Propionate
1172,Fluticasone Propionate
1173,Neomycin Sulfate
1173,Prednisolone
1174,Diclofenac Sodium
1175,Glibenclamide
1176,Deferoxamine Mesilate
1177,Desloratadine
1178,Desloratadine
1179,Desloratadine
1180,Tamsulosin Hydrochloride
1180,Solifenacin Succinate
1181,Budesonide
1181,Salmeterol
1182,Budesonide
1182,Salmeterol
1183,Desvenlafaxine
1184,Dacarbazine
1185,Tolterodine Tartrate
1186,Chloroxylenol
1187,Benzalkonium Chloride
1188,Butamirate Citrate
1189,Dexamethasone Sodium Phosphate
1189,Chloramphenicol
1190,Dexamethasone
1191,Dexamethasone
1192,Dexamethasone
1193,Dexamethasone Phosphate
1194,Dexamethasone
1195,Dexamethasone
1196,Dexamethasone Phosphate
1197,Dexamethasone
1198,Dexamethasone Sodium Phosphate
1199,Dexamethasone
1200,Dexamethasone Sodium Phosphate
1201,Dexamethasone Sodium Phosphate
1202,Dexamethasone
1203,Dexamethasone
1204,Dexamethasone
1205,Dexamethasone Isonicotinate
1205,Oxymetazoline Hydrochloride
1206,Dexamethasone Sodium Phosphate
1206,Gentamicin Sulfate
1207,Dexamethasone Isonicotinate
1207,Tramazoline Hydrochloride
1208,Dexamethasone Isonicotinate
1208,Oxymetazoline Hydrochloride
1209,Dexamethasone
1210,Dexamethasone Sodium Phosphate
1211,Dexamethasone Sodium Phosphate
1212,Dexamethasone
1213,Dexmedetomidine Hydrochloride
1214,Dexmedetomidine Hydrochloride
1215,Dexmedetomidine
1216,Dexmedetomidine Hydrochloride
1217,Ferric Hydroxide Polymaltose Complex
1218,Iron(Iii) Ion
1219,Folic Acid
1219,Ferric Hydroxide Polymaltose Complex
1220,Iron
1221,Potassium Chloride
1221,Sodium Chloride
1221,Sodium Citrate
1221,Glucose
1222,Glucose
1222,Anhydrous
1223,Glucose Monohydrate
1224,Glucose Monohydrate
1225,Lamotrigine
1226,Donepezil Hydrochloride
1227,Glimepiride
1228,Sitagliptin
1229,Diacerein
1230,Diacerein
1231,Gentamicin
1232,Sildenafil
1233,Glimepiride
1234,Gliclazide
1235,Gliclazide
1236,Isoniazid
1237,Nifuroxazide
1238,Amlodipine
1238,Ramipril
1239,Pinaverium Bromide
1240,Diclofenac Sodium
1241,Diclofenac Sodium
1241,Omeprazole
1242,Clopidogrel
1243,Diclofenac Epolamine
1244,Diclofenac
1245,Diclofenac Sodium
1245,Thiocolchicoside
1246,Alendronic Acid
1246,Colecalciferol
1247,Alendronate Sodium Trihydrate
1248,Risedronate Sodium
1249,Diphtheria Toxoid
1249,Tetanus Toxoid
1250,Tigecycline
1251,Peppermint Oil
1252,Digoxin
1253,Digoxin
1254,Dihydroergotamine Mesilate
1255,Carvedilol
1256,Isosorbide Mononitrate
1257,Dimethyl Fumarate
1258,Dimetindene Maleate
1259,Dimethyl Fumarate
1260,Dimethyl Fumarate
1261,Dimethyl Fumarate
1262,Dimethyl Fumarate
1263,Dimethyl Fumarate
1264,Dimethyl Fumarate
1265,Dimethyl Fumarate
1266,Dimethyl Fumarate
1267,Dimethyl Fumarate
1268,Dimethyl Fumarate
1269,Diclofenac Sodium
1270,Tamsulosin Hydrochloride
1270,Dutasteride
1271,Valsartan
1272,Diosmin
1272,Hesperidin
1273,Valsartan
1274,Tadalafil
1275,Diltiazem Hydrochloride
1276,Alanyl Glutamine
1277,Pipamperone Hydrochloride
1278,Tadalafil
1279,Nimesulide
1280,Azithromycin
1281,Dexamethasone Sodium Phosphate
1281,Chloramphenicol
1282,Clidinium Bromide
1282,Diazepam
1283,Tetanus Toxoid Adsorbed On Aluminium Hydroxide
1283,Hydrated
1283,Diphtheria Toxoid Adsorbed On Aluminium Hydroxide
1283,Hydrated
1283,Algeldrate
1284,Liothyronine Sodium
1284,Levothyroxine Sodium
1285,Oxybutynin Hydrochloride
1286,Hydrochlorothiazide
1287,Dry Extract From Rubus Idaeus (3-5:1): Extraction Solvent: Water
1288,Ivabradine Hydrochloride
1289,Dobutamine
1290,Docetaxel
1291,Docetaxel
1292,Darunavir
1293,Dapagliflozin
1294,Sulpiride
1295,Glucosamine Sulfate Sodium Chloride
1296,Fluocortolone Pivalate
1296,Anhydrous Lidocaine Hydrochloride
1297,Nimesulide
1298,Nimesulide
1299,Nimesulide
1300,Tapentadol Hydrochloride
1301,Tapentadol Hydrochloride
1302,Memantine Hydrochloride
1302,Donepezil Hydrochloride
1303,Domperidone
1304,Fluprednidene Acetate
1304,Miconazole Nitrate
1305,Crystalline Glucosamine Sulfate
1306,Glucosamine Sulfate
1307,Crystalline Glucosamine Sulfate
1308,Donepezil
1309,Donepezil Hydrochloride
1310,Donepezil Hydrochloride
1311,Donepezil Hydrochloride
1312,Nitrous Oxide
1312,Oxygen
1313,Apomorphine Hydrochloride Hemihydrate
1314,Apomorphine Hydrochloride Hemihydrate
1315,Dopamine Hydrochloride
1316,Dopamine Hydrochloride
1317,Paliperidone Palmitate
1318,Otilonium Bromide
1319,Lorazepam
1320,Midazolam
1321,Remifentanil
1322,Midazolam
1323,Midazolam Hydrochloride
1324,Midazolam Hydrochloride
1325,Dorzolamide Hydrochloride
1326,Dorzolamide Hydrochloride
1326,Timolol Maleate
1327,Dorzolamide Hydrochloride
1327,Timolol Maleate
1328,Dorzolamide
1328,Timolol
1329,Donepezil Hydrochloride
1330,Atorvastatin
1331,Cabergoline
1332,Captopril
1332,Hydrochlorothiazide
1333,Gadoteric Acid
1334,Gadoteric Acid
1335,Dorzolamide Hydrochloride
1335,Timolol Maleate
1336,Tamsulosin Hydrochloride
1336,Dutasteride
1337,Docetaxel
1338,Doxorubicin Hydrochloride
1339,Calcium Dobesilate
1340,Donepezil Hydrochloride
1341,Dexamethasone
1342,Chlorphenamine Maleate
1343,Ketoprofen
1344,Ketoprofen
1345,Ketoprofen
1346,Ketoprofen
1347,Carbocisteine
1348,Linagliptin
1349,Ciprofloxacin
1350,Hydrocortisone
1351,Drospirenone
1351,Ethinylestradiol
1351,Lactose Anhydrous
1352,Butamirate Citrate
1353,Pilocarpine Hydrochloride
1354,Dutasteride
1355,Duloxetine
1356,Dexamethasone
1356,Levofloxacin
1357,Timolol Maleate
1357,Bimatoprost
1358,Sodium Picosulfate
1359,Bisacodyl
1360,Bisacodyl
1361,Disodium Phosphate Dodecahydrate
1361,Sodium Dihydrogen Phosphate Dihydrate
1362,Duloxetine
1363,Duloxetine
1364,Fluvoxamine Maleate
1365,Fluticasone Propionate
1365,Salmeterol
1366,Tamsulosin Hydrochloride
1366,Dutasteride
1367,Levodopa
1367,Carbidopa Monohydrate
1368,Dorzolamide Hydrochloride
1368,Timolol Maleate
1369,Sodium Hydrogen Carbonate
1369,Magnesium Chloride Hexahydrate
1369,Potassium Chloride
1369,Sodium Chloride
1369,Calcium Chloride Dihydrate
1369,Glucose Monohydrate
1370,Sodium Hydrogen Carbonate
1370,Magnesium Chloride Hexahydrate
1370,Sodium Chloride
1370,Calcium Chloride Dihydrate
1370,Glucose Monohydrate
1371,Lactulose
1372,Lactulose
1373,Dydrogesterone
1374,Fluoride
1375,Sodium Fluoride
1376,Lanolin
1376,Liquid Paraffin
1377,Fentanyl
1378,Mebeverine Hydrochloride
1379,Dutasteride
1380,Carbocisteine Lysine
1381,Azelastine Hydrochloride
1381,Fluticasone Propionate
1382,Fish Oil
1383,Tamsulosin Hydrochloride
1383,Dutasteride
1384,Botulinum Toxin Type A - Haemagglutinin Complex
1385,Botulinum Toxin Type A - Haemagglutinin Complex
1386,Betamethasone
1386,Calcipotriol
1387,Ketoconazole
1388,Ketoconazole
1389,Memantine Hydrochloride
1390,Amlodipine
1390,Irbesartan
1391,Clofarabine
1392,Anidulafungin
1393,Citalopram Hydrobromide
1394,Tacrolimus Monohydrate
1395,Clindamycin
1396,Clindamycin Phosphate
1397,Entecavir
1398,Hydrocortisone
1399,Fluprednidene Acetate
1399,Miconazole Nitrate
1400,Edoxaban
1401,Formoterol Fumarate
1402,Venlafaxine Hydrochloride
1403,Hydroxyzine Dihydrochloride
1404,Dienogest
1405,B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013
1405,Wild Type)
1405,Influenza Virus B/Michigan/01/2021
1405,Influenza A/Victoria/4897/2022 Ivr-238 (H1n1)
1405,Inactivated
1405,Influenza A Virus
1405,A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a
1405,Inactivated
1406,Influenza Virus B/Michigan/01/2021
1406,Influenza A/Victoria/4897/2022 Ivr-238 (H1n1)
1406,Inactivated
1406,Influenza A Virus
1406,A/Croatia/10136rv/2023 (H3n2) Like Strain X-425a
1406,Inactivated
1407,Omeprazole
1408,Sunitinib
1409,Somatostatin
1410,Oxaliplatin
1411,Omeprazole
1412,Omeprazole
1413,Magnesium Chloride Hexahydrate
1413,Potassium Chloride
1413,Sodium Chloride
1413,Calcium Chloride Dihydrate
1413,Sodium Acetate Trihydrate
1413,Sodium Citrate Dihydrate
1414,Magnesium Chloride Hexahydrate
1414,Potassium Chloride
1414,Sodium Chloride
1414,Calcium Chloride Dihydrate
1414,Sodium Acetate Trihydrate
1415,Eplerenone
1416,Lurasidone
1417,Metamizole Sodium Monohydrate
1418,Omeprazole
1419,Clarithromycin
1420,Pimecrolimus
1421,Nimesulide
1422,Apixaban
1423,Leuprorelin Acetate
1424,Apixaban
1425,Omeprazole
1426,Omeprazole
1427,Butamirate Citrate
1428,Rivaroxaban
1429,Eletriptan
1430,Mometasone Furoate
1431,Ticagrelor
1432,Ulipristal Acetate
1433,Gabapentin
1434,Timolol
1434,Travoprost
1435,Eltrombopag
1436,Eltrombopag
1437,Eltrombopag
1438,Eltrombopag
1439,Eltrombopag
1440,Eltrombopag
1441,Eltrombopag
1442,Diltiazem Hydrochloride
1443,Bimatoprost
1444,Alfacalcidol
1445,Bisoprolol Fumarate
1446,Metronidazole
1447,Meclozine Hydrochloride
1448,Doconexent
1448,Icosapent
1449,Fusidic Acid
1450,Sodium Fusidate
1451,Lidocaine
1451,Prilocaine
1452,Eltrombopag
1453,Empagliflozin
1454,Captopril
1454,Hydrochlorothiazide
1455,Argipressin
1456,Emtricitabine
1456,Tenofovir Disoproxil Fumarate
1457,Bicalutamide
1458,Bicalutamide
1459,Cyclophosphamide Monohydrate
1460,Cyclophosphamide Monohydrate
1461,Enalapril Maleate
1461,Nitrendipine
1462,Sodium Phosphate Dibasic Heptahydrate
1462,Sodium Dihydrogen Phosphate Monohydrate
1463,Disodium Phosphate Dodecahydrate
1463,Sodium Dihydrogen Phosphate Dihydrate
1464,Omeprazole
1465,Glucosamine Sulfate
1466,Colecalciferol
1467,Hepatitis B Surface Antigen (Rdna)
1467,Algeldrate
1468,Hepatitis B Surface Antigen (Rdna)
1468,Algeldrate
1469,Sulfur D10
1469,Sulfur D4
1469,Vincetoxicum Hirundinaria D10
1469,Vincetoxicum Hirundinaria D30
1469,Vincetoxicum Hirundinaria D6
1470,Sertraline
1471,Alendronate Sodium Trihydrate
1472,Enalapril Maleate
1472,Nitrendipine
1473,Rivaroxaban
1474,Rivaroxaban
1475,Escitalopram
1476,Enoxaparin Sodium
1477,Alendronic Acid
1478,Betamethasone
1478,Calcipotriol
1479,Escitalopram Oxalate
1480,Entecavir
1481,Entecavir
1482,Nitrous Oxide
1482,Oxygen
1483,Enzalutamide
1484,Enzalutamide
1485,Enzalutamide
1486,Enzalutamide
1487,Enzalutamide
1488,Ranitidine Hydrochloride
1489,Ranitidine Hydrochloride
1490,Phenytoin
1491,Phenytoin Sodium
1492,Phenytoin Sodium
1493,Ephedrine Hydrochloride
1494,Clotrimazole
1494,Dexamethasone
1495,Adapalene
1495,Benzoyl Peroxide
1496,Adapalene
1496,Benzoyl Peroxide
1497,Sertraline Hydrochloride
1498,Aripiprazole
1499,Epinephrine
1500,Epirubicin Hydrochloride
1501,Epirubicin Hydrochloride
1502,Midazolam
1503,Esomeprazole
1504,Eplerenone
1505,Alkanna Tinctoria Oily Extract
1506,Epoetin Alfa
1507,Epoetin Alfa
1508,Metformin Hydrochloride
1508,Sitagliptin
1509,Tadalafil
1510,Etoricoxib
1511,Cannabinol
1511,Dronabinol
1512,Dronabinol
1512,Cannabidiol
1513,Dronabinol
1513,Cannabidiol
1514,Dronabinol
1514,Cannabidiol
1515,Ezetimibe
1516,Levocarnitine Tartrate
1517,Eribulin
1518,Erlotinib
1519,Erlotinib
1520,Aciclovir
1521,Aciclovir
1522,Nimesulide
1523,Ketorolac Trometamol
1524,Ertapenem
1525,Carvedilol
1526,Erythromycin
1526,Benzoyl Peroxide
1527,Erythromycin
1527,Tretinoin
1528,Escitalopram
1529,Escitalopram
1530,Escitalopram Oxalate
1531,Escitalopram
1532,Escitalopram
1533,Escitalopram
1534,Escitalopram Oxalate
1535,Escitalopram
1536,Omeprazole
1537,Omeprazole Sodium
1538,Escitalopram Oxalate
1539,Rocuronium Bromide
1540,Esmolol Hydrochloride
1541,Esmolol Hydrochloride
1542,Esomeprazole
1543,Budesonide
1544,Budesonide
1545,Budesonide
1546,Omeprazole
1547,Omeprazole Sodium
1548,Escitalopram
1549,Eslicarbazepine Acetate
1550,Levetiracetam
1551,Levetiracetam
1552,Clindamycin Phosphate
1553,Drospirenone
1553,Ethinylestradiol
1554,Quetiapine
1555,Quetiapine
1556,Vortioxetine
1557,Etoposide
1558,Etoposide
1559,Etoricoxib
1560,Etoricoxib
1561,Etoricoxib
1562,Etoricoxib
1563,Etoricoxib
1564,Omeprazole
1565,Levothyroxine Sodium
1566,Metformin Hydrochloride
1566,Vildagliptin
1567,Eplerenone
1568,Amlodipine
1569,Thiamine Hydrochloride
1569,Ascorbic Acid
1569,Nicotinamide
1569,Riboflavin
1569,Glucose Monohydrate
1569,Pyridoxine Hydrochloride
1570,Thiamine Hydrochloride
1570,Cyanocobalamin
1570,Pyridoxine Hydrochloride
1571,Thiamine Hydrochloride
1571,Cyanocobalamin
1571,Pyridoxine Hydrochloride
1572,Thiamine Hydrochloride
1572,Cyanocobalamin
1572,Pyridoxine Hydrochloride
1573,Riboflavin Sodium Phosphate
1573,Thiamine Hydrochloride
1573,Dexpanthenol
1573,Nicotinamide
1573,Pyridoxine Hydrochloride
1574,Ascorbic Acid
1574,Colecalciferol
1574,Cyanocobalamin
1574,Folic Acid
1574,Nicotinamide
1574,Thiamine
1574,Pantothenic Acid
1574,Pyridoxine Hydrochloride
1574,Retinol
1574,Alpha-Tocopherol
1574,Riboflavin Sodium Phosphate Dihydrate
1574,D-Biotin
1575,Thiamine Hydrochloride
1575,Ergocalciferol
1575,Cyanocobalamin
1575,Dexpanthenol
1575,Nicotinamide
1575,Riboflavin
1575,Pyridoxine Hydrochloride
1575,Retinol
1575,Dl-Alpha Tocopherol Acetate
1576,Ropinirole
1577,Everolimus
1578,Everolimus
1579,Everolimus
1580,Everolimus
1581,Diclofenac Diethylamine
1582,Diclofenac Sodium
1583,Diclofenac Sodium
1584,Diclofenac Sodium
1585,Dl-Alpha Tocopherol Acetate
1586,Retinol
1586,Alpha-Tocopherol
1587,Risperidone
1588,Risperidone
1589,Levofloxacin
1590,Levofloxacin
1591,Magnesium
1591,Pyridoxine Hydrochloride
1592,Calcium Acetate
1593,Sitagliptin
1594,Metformin Hydrochloride
1594,Sitagliptin
1595,Exemestane
1596,Citalopram Hydrobromide
1597,Citalopram Hydrochloride
1598,Potassium Hydrogen Carbonate
1598,Potassium Citrate
1599,Ofloxacin
1600,Paracetamol
1601,Coal Tar Solution
1602,Fluoxetine
1603,Fluprednidene Acetate
1603,Miconazole Nitrate
1604,Sildenafil
1605,Calcium Chloride
1605,Icodextrin
1605,Sodium Chloride
1605,Magnesium Chloride
1605,Sodium-L-Lactate
1606,Calcium Chloride
1606,Icodextrin
1606,Sodium Chloride
1606,Magnesium Chloride
1606,Sodium-L-Lactate
1607,Simvastatin
1608,Rosuvastatin
1609,Magnesium Chloride Hexahydrate
1609,Potassium Chloride
1609,Sodium Chloride
1609,Calcium Chloride Dihydrate
1609,Sodium Acetate Trihydrate
1609,Sodium Citrate Dihydrate
1610,Tobramycin
1611,Timolol Maleate
1612,Ezetimibe
1613,Ezetimibe
1614,Ezetimibe
1615,Simvastatin
1615,Ezetimibe
1616,Atorvastatin
1616,Ezetimibe
1617,Atorvastatin
1617,Ezetimibe
1618,Ezetimibe
1619,Ezetimibe
1620,Ezetimibe
1621,Simvastatin
1621,Ezetimibe
1622,Atorvastatin
1622,Ezetimibe
1623,Atorvastatin
1623,Ezetimibe
1624,Simvastatin
1624,Ezetimibe
1625,Ezetimibe
1626,Magnesium Sulfate Heptahydrate
1626,Sodium Sulfate Anhydrous
1626,Potassium Sulphate
1627,Omeprazole
