product_id,product_name,route,country,holder
812,Chemiderm,Oral Use,Greece,Iasis Pharma
813,Chemiderm,Cutaneous Use,Greece,Iasis Pharma
814,Chemiderm Τοπικό Αντιμυκnτιασικό Φάρμακο,Cutaneous Use,Greece,Iasis Pharma
815,Chilvax,Oral Use,Greece,Proel Epam G Koronis Sa Pharmaceuticals
816,Chingor,Intravenous Use,Greece,Demo Abee
817,Chiro Des,Cutaneous Use,Greece,P. Cosmidis & Co E.E.
818,Chloramphenicol (Χωρίσ Συντηρητικό) Pharmathen,Ocular Use,Greece,Pharmathen S.A.
819,Chloranic,Intravenous Use,Greece,Norma Hellas S.A.
820,Chlorapred,Ocular Use,Greece,Demo Abee
821,Chlorel,Oromucosal Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
822,Cholecalciferol Invos,Oral Use,Greece,Invos Hellas S.M.P.C.
823,Choledyl,Oral Use,Greece,Galenica Sa
824,Cholzet,Oral Use,Greece,Egis Pharmaceuticals Plc
825,Chromoprol,Intravitreal Use,Greece,Proel Epam G Koronis Sa Pharmaceuticals
826,Chymexan,Oral Use,Greece,Bros Ltd
827,Cibacen,Oral Use,Greece,Viatris Healthcare Limited
828,Cibadrex,Oral Use,Greece,Viatris Healthcare Limited
829,Ciclair,Inhalation Use,Greece,Genetic Spa
830,Ciclodin,Oral Use,Greece,Gabriel Health
831,Cidren,Oral Use,Greece,Vocate Φαρμακευτικη Αε
832,Cifloxacin,Intravenous Use,Greece,Verisfield S.M.S.A
833,Cifloxacin,Auricular Use,Greece,Verisfield S.M.S.A
834,Cifoban,Extracorporeal Use,Greece,Fresenius Medical Care Deutschland Gmbh
835,Cildar,Oral Use,Greece,Medochemie Hellas Sa
836,Cildar Plus,Oral Use,Greece,Medochemie Hellas Sa
837,Cilos,Oral Use,Greece,Win Medica Sa
838,Cilostazol Galenica,Oral Use,Greece,Galenica Sa
839,Cilroton,Oral Use,Greece,Johnson & Johnson Hellas Consumer Ae
840,Ciltiren,Intramuscular Use,Greece,Vocate Φαρμακευτικη Αε
841,Ciltiren,Intravenous Use,Greece,Vocate Φαρμακευτικη Αε
842,Cinacalcet Faran,Oral Use,Greece,Faran S.A.
843,Cinacalcet Genepharm,Oral Use,Greece,Genepharm S.A.
844,Cinacalcet Rafarm,Oral Use,Greece,Rafarm Sa.
845,Cinacalcet Stada,Oral Use,Greece,Stada Arzneimittel Ag
846,Cinacalcet Stada,Oral Use,Greece,Stada Arzneimittel Ag
847,Cinacalcet Teva,Oral Use,Greece,Teva B.V
848,Cinacalcet Ωσ Υδροχλωρική Pharmazac,Oral Use,Greece,Pharmazac Sa
849,Cinacalcetωσ  Υδροχλωρική Pharmazac,Oral Use,Greece,Pharmazac Sa
850,Cinapen,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
851,Cinlevo,Intravenous Use,Greece,Velka Hellas S.A.
852,Cinlevo,Oral Use,Greece,Velka Hellas S.A.
853,Cinstel,Oral Use,Greece,Verisfield S.M.S.A
854,Cinstel,Oral Use,Greece,Verisfield S.M.S.A
855,Cinterol,Oral Use,Greece,Pharmathen S.A.
856,Cipocal,Cutaneous Use,Greece,Pharmex S.A.
857,Cipralex,Oral Use,Greece,H. Lundbeck A/S
858,Cipraned,Oral Use,Greece,Medical Pharmaquality Pharmaceuticals S.A.
859,Cipratic,Auricular Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
860,Ciprocton®,Intravenous Use,Greece,Viofar Ltd
861,Ciprofal,Intravenous Use,Greece,Vocate Φαρμακευτικη Αε
862,Ciprofloxacin,Intravenous Use,Greece,Proel Epam G Koronis Sa Pharmaceuticals
863,Ciprofloxacin,Oral Use,Greece,Proel Epam G Koronis Sa Pharmaceuticals
864,Ciprofloxacin Kabi,Intravenous Use,Greece,Fresenius Kabi Hellas Single Member S.A.
865,Ciprofloxacin Noridem,Intravenous Use,Greece,Noridem Enterprises Ltd
866,Ciprofloxacin Vioser,Intravenous Use,Greece,Vioser S.A.
867,Ciprofloxacin+dexamethasone Rafarm,Auricular Use,Greece,Rafarm Sa.
868,Cipromycin/Medichrom,Oral,Greece,Farmellas Enterprises Ltd
869,Cipromycin/Medichrom,Oral Use,Greece,Farmellas Enterprises Ltd
870,"Ciprovian®, 100mg/50ml",Intravenous Use,Greece,Vianex S.A.
871,"Ciprovian®, 200mg/100ml",Intravenous Use,Greece,Vianex S.A.
872,"Ciprovian®, 400mg/200ml",Intravenous Use,Greece,Vianex S.A.
873,Ciproxin,Oral Use,Greece,Bayer Hellas Sa
874,Ciproxin,Oral Use,Greece,Bayer Hellas Sa
875,Ciroz,Oral Use,Greece,Velka Hellas S.A.
876,Ciroz,Oral Use,Greece,Velka Hellas S.A.
877,Cisatral,Intravenous Use,Greece,Demo Abee
878,Cisplatin Hospira,Intravenous Use,Greece,Pfizer Hellas A.E.
879,Citabion,"Intramuscular Use ,Intrathecal Use ,Intravenous Use ,Subcutaneous Use",Greece,Medicus A.E
880,Citaloprol,Oral Use,Greece,Novendia Pharmaceuticals Ltd
881,Citrafleet,Oral Use,Greece,"Casen Recordati, S.L."
882,Citrafleet,Oral Use,Greece,"Casen Recordati, S.L."
883,Citrovenot,Intravenous Use,Greece,Bros Ltd
884,Citrovenot,Oral Use,Greece,Bros Ltd
885,Clarelux,Cutaneous Use,Greece,Pierre Fabre Farmaka Sa
886,Clarimex,Oral Use,Greece,Pharmex S.A.
887,Claripen,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
888,Claripen,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
889,Clariscan,Intravenous Use,Greece,Ge Healthcare As
890,Clarithrocin,Oral Use,Greece,Libytec Pharmaceutical S.A.
891,Clarityne,Oral Use,Greece,Bayer Hellas Sa
892,Clarityne-D,Oral Use,Greece,Bayer Hellas Sa
893,Claromycin,Oral Use,Greece,Gap S.A.
894,Claudiasil,Oral Use,Greece,Libytec Pharmaceutical S.A.
895,Cleenlax,Oral Use,Greece,"Casen Recordati, S.L."
896,Cleenlax Forte,Oral Use,Greece,"Casen Recordati, S.L."
897,Cleo-Fort,Vaginal Use,Greece,Nassington Ltd
898,Cleroptic,Ocular Use,Greece,Cooper Pharmaceuticals S.A.
899,Clexane,"Haemodialysis ,Intravenous Use ,Subcutaneous Use",Greece,Sanofi-Aventis Monoprosopi A.E.B.E
900,Clidacin 1% Διάλυμα Εξωτερικήσ Χρήσησ,Cutaneous Use,Greece,Vianex S.A.
901,Clidacin 1% Λοσιόν,Cutaneous Use,Greece,Vianex S.A.
902,Clidacin 600mg/4ml Amp,"Intravenous Use ,Ενδομυικη Χρηση",Greece,Vianex S.A.
903,Clidacin Ba Free,"Intramuscular Use ,Intravenous Use",Greece,Vianex S.A.
904,Clift,Intravenous Use,Greece,Viatris Limited
905,Climycen,Vaginal Use,Greece,Help Abee
906,Clindagel,Vaginal Use,Greece,Vocate Φαρμακευτικη Αε
907,Clindamycin,Topical,Greece,Proel Epam G Koronis Sa Pharmaceuticals
908,Clindamycin,Cutaneous Use,Greece,Target Pharma Single Member Private Ltd
909,Clindamycin Anfarm,"Intramuscular Use ,Intravenous Use",Greece,Anfarm Hellas Sa
910,Clindamycin Cooper,"Intramuscular Use ,Intravenous Use",Greece,Cooper Pharmaceuticals S.A.
911,Clindamycin Demo,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
912,Clindamycin Demo,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
913,Clindamycin Kabi,"Intramuscular Use ,Intravenous Use",Greece,Fresenius Kabi Hellas Single Member S.A.
914,Clindamycin Kabi,"Intramuscular Use ,Intravenous Use",Greece,Fresenius Kabi Hellas Single Member S.A.
915,Clinimix N14g30e,Intravenous Use,Greece,Baxter Hellas
916,Clinitrat,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
917,Cliovyl,Oral Use,Greece,Sja Pharm Ltd
918,Clitrenz,Cutaneous Use,Greece,Verisfield S.M.S.A
919,Clobetan,Cutaneous Use,Greece,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
920,Clobex,Cutaneous Use,Greece,Galderma International
921,Clocardio,Oral Use,Greece,Target Pharma Single Member Private Ltd
922,Clodelib,Oral Use,Greece,Libytec Pharmaceutical S.A.
923,Clofarabine Accord,Intravenous Use,Greece,Accord Healthcare S.L.U.
924,Clomiphene Citrate Anfarm,Oral Use,Greece,Anfarm Hellas Sa
925,Clopadel,Oral Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
926,Clopidogrel Kleva 75 Mg,Oral Use,Greece,Kleva Pharmaceuticals
927,Clopidogrel Velka,Oral Use,Greece,Velka Hellas S.A.
928,Clopidosyn,Oral Use,Greece,Desant Technologia Kallyntikon Kai Farmakon M.E.P.E.
929,Clopigren,Oral Use,Greece,Vocate Φαρμακευτικη Αε
930,Clopixol,Oral Use,Greece,"Lundbeck Hellas, Gr"
931,Clopixol Acutard,Intramuscular Use,Greece,"Lundbeck Hellas, Gr"
932,Clopixol Depot,Intramuscular Use,Greece,"Lundbeck Hellas, Gr"
933,Cloplate,Oral Use,Greece,Win Medica Sa
934,Cloroden,Oral Use,Greece,Viofar Ltd
935,Clovelen,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
936,Clovix,Oral Use,Greece,Medical Pharmaquality Pharmaceuticals S.A.
937,Cluvot,Intravenous Use,Greece,Csl Behring E.P.E.
938,Co-Aperneva,Oral Use,Greece,"Krka, D.D., Novo Mesto"
939,Co-Atoridor,Oral Use,Greece,"Krka, D.D., Novo Mesto"
940,Co-Diovan,Oral Use,Greece,Novartis (Hellas) S.A.C.I.
941,Co-Fineria,Oral Use,Greece,Medical Pharmaquality Pharmaceuticals S.A.
942,Cognomem,Oral Use,Greece,"Zentiva, K.S."
943,Co-Ipertas,Oral Use,Greece,Norma Hellas S.A.
944,Colchicin,Oral Use,Greece,Pharmaselect International Beteiligungs Gmbh
945,Colchicin Pharmaselect,Oral Use,Greece,Pharmaselect International Beteiligungs Gmbh
946,Colchicina Acarpia,Oral Use,Greece,Acarpia Farmaceutici S.R.L
947,Colchicine Farmasyn,Oral Use,Greece,Farmasyn S.A.
948,Colchicine Iasis,Oral Use,Greece,Iasis Pharma
949,Colistimethate Sodium Ariti,"Intracerebroventricular Use ,Intrathecal Use ,Intravenous Use",Greece,Ariti Sa
950,Colistin Norma,Inhalation Use,Greece,Norma Hellas S.A.
951,Colistin Norma,Intravenous Use,Greece,Norma Hellas S.A.
952,Colistin Norma,Intravenous Use,Greece,Norma Hellas S.A.
953,Colistin Norma,Intravenous Use,Greece,Norma Hellas S.A.
954,Colistin/Norma,"Intramuscular Use ,Intraventricular Use",Greece,Norma Hellas S.A.
955,Colpocin-T,Intravenous Use,Greece,Demo Abee
956,Combi,Cutaneous Use,Greece,Iasis Pharma
957,Combigan,Ocular Use,Greece,Abbvie Pharmaceuticals S.A.
958,Combipress,Oral Use,Greece,Win Medica Sa
959,Combipress Plus,Oral Use,Greece,Win Medica Sa
960,Combogesic,Intravenous Use,Greece,Vianex S.A.
961,Comoprazol,Oral Use,Greece,Heremco
962,Compichol,Oral Use,Greece,Iasis Pharma
963,Comprelan,Oral Use,Greece,Rafarm Sa.
964,Comprelan Plus,Oral Use,Greece,Rafarm Sa.
965,Comtrex Cold,Oral Use,Greece,Haleon Hellas Single Member Societe Anonyme
966,Comtrex Cold Day,Oral Use,Greece,Haleon Hellas Single Member Societe Anonyme
967,Concerta,Oral Use,Greece,Janssen-Cilag Pharmaceutical S.A.C.I.
968,Concor,Oral Use,Greece,Merck A.E.
969,Condalair,Oral Use,Greece,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
970,Condromed,Oral Use,Greece,Farmasyn S.A.
971,Consolid,"Epidural Use ,Intraarticular Use ,Intravenous Use",Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
972,Contrahist,Oral Use,Greece,Pharma Q S.A.
973,Contresol,Oral Use,Greece,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
974,Controloc,Oral Use,Greece,Takeda Hellas S.A.
975,Converide,Oral Use,Greece,Medochemie Hellas Sa
976,Copaxone,"Intravenous Use ,Subcutaneous Use",Greece,Teva Gmbh
977,Copaxone,Subcutaneous Use,Greece,Teva Gmbh
978,Co-Perineva,Oral Use,Greece,"Krka, D.D., Novo Mesto"
979,Co-Rabolan,Oral Use,Greece,Rafarm Sa.
980,Co-Rabolan,Oral Use,Greece,Rafarm Sa.
981,Cordeslon,Oral Use,Greece,Cooper Pharmaceuticals S.A.
982,Cordeslon,Oral Use,Greece,Cooper Pharmaceuticals S.A.
983,Cordeslon N,Oral Use,Greece,Cooper Pharmaceuticals S.A.
984,Cordeslon N,Oral Use,Greece,Cooper Pharmaceuticals S.A.
985,Cordivate,Oral Use,Greece,Innovis Pharma
986,Co-Renitec,Oral Use,Greece,Vianex S.A.
987,Corneax,Ocular Use,Greece,Verisfield S.M.S.A
988,Corneregel,Ocular Use,Greece,Bausch + Lomb Ireland Limited
989,Co-Rosuvador,Oral Use,Greece,Tad Pharma Gmbh
990,Corotrope,Intravenous Use,Greece,Sanofi-Aventis Monoprosopi A.E.B.E
991,Cortedal,Oral Use,Greece,Demo Abee
992,Corti-Due,Topical Application,Greece,Fos Farmakeftiki Ike
993,Cortiment,Oral Use,Greece,Ferring Hellas Mepe
994,Cortixide,Oral Use,Greece,Mediapharm Ltd
995,Cortizi,Ocular Use,Greece,Cooper Pharmaceuticals S.A.
996,Cortizi (Preservative Free),Ocular Use,Greece,Cooper Pharmaceuticals S.A.
997,Cortizi (Preservative Free),Ocular Use,Greece,Verisfield S.M.S.A
998,Cortizoben,Oral Use,Greece,Bennett Pharmaceuticals Sa
999,Cosopt,Ocular Use,Greece,Vianex S.A.
1000,Cosopt Imulti,Ocular Use,Greece,Vianex S.A.
1001,Cosopt Pf “χωρίσ Συντηρητικό,Ocular Use,Greece,Vianex S.A.
1002,Cosyrel,Oral Use,Greece,Servier Hellas Pharmaceuticals Ltd
1003,Counterpain,Cutaneous Use,Greece,Bausch + Lomb Ireland Limited
1004,Covadir,Oral Use,Greece,Demo Abee
1005,Covadir Hct,Oral Use,Greece,Demo Abee
1006,Co-Valsareta,Oral Use,Greece,"Krka, D.D., Novo Mesto"
1007,Co-Valsart,Oral Use,Greece,Heremco
1008,Coved,Oral Use,Greece,Iasis Pharma
1009,Coveram,Oral Use,Greece,Servier Hellas Pharmaceuticals Ltd
1010,Coveram Initio,Oral Use,Greece,Servier Hellas Pharmaceuticals Ltd
1011,Coversyl,Oral Use,Greece,Servier Hellas Pharmaceuticals Ltd
1012,Covolos,Oral Use,Greece,Lavipharm S.A
1013,Coxidem,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
1014,Cozaar,Oral Use,Greece,Vianex S.A.
1015,Cozapert,Oral Use,Greece,Viofar Ltd
1016,Creon,Oral Use,Greece,Viatris Healthcare Limited
1017,Creon-P,Oral Use,Greece,Viatris Healthcare Limited
1018,Creon-P,Oral Use,Greece,Viatris Healthcare Limited
1019,Crestilen,Oral Use,Greece,Vocate Φαρμακευτικη Αε
1020,Crestor,Oral Use,Greece,Grünenthal Gmbh
1021,Crinone,Vaginal Use,Greece,Merck A.E.
1022,Cromodal,Ocular Use,Greece,Zwitter Pharmaceuticals Επε
1023,Crusia,"Haemodialysis ,Intravenous Use ,Subcutaneous Use",Greece,"Laboratorios Farmacéuticos Rovi, S.A"
1024,Cruzafen,"Intramuscular Use ,Intravenous Use",Greece,Meditrina Pharmaceuticals Ltd
1025,Cruzafen,Oral Use,Greece,Meditrina Pharmaceuticals Ltd
1026,Cupax,Oral Use,Greece,Kleva Pharmaceuticals
1027,Curban,Oral Use,Greece,Rafarm Sa.
1028,Curilen,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
1029,Curilen®,Oral Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
1030,Curosurf,Endotracheopulmonary Use,Greece,Chiesi Hellas S.A.
1031,Cutasept F,Cutaneous Use,Greece,Bode Chemie Gmbh
1032,Cutasept G,Cutaneous Use,Greece,Bode Chemie Gmbh
1033,Cyclacur,Oral Use,Greece,Bayer Hellas Sa
1034,Cyclo 3 Fort,Oral Use,Greece,Pierre Fabre Farmaka Sa
1035,Cyclogest,Vaginal Use,Greece,Gedeon Richter Plc.
1036,Cyclogyl,Ocular Use,Greece,Alcon Laboratories Hellas- Single Member S.A.C.I
1037,Cyclolux,Intravenous Use,Greece,Sanochemia Pharmazeutika Gmbh
1038,Cycloviran,Cutaneous Use,Greece,Medichrom A.E.
1039,Cycloviran,Oral Use,Greece,Medichrom A.E.
1040,Cynt,Oral Use,Greece,Viatris Healthcare Limited
1041,Cytotec,Oral Use,Greece,Pfizer Hellas A.E.
1042,D Ready,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
1043,D3-Ben,Oral Use,Greece,Bennett Pharmaceuticals Sa
1044,D3zac,Oral Use,Greece,Pharmazac Sa
1045,Dabigatran Etexilate Ariti,Oral Use,Greece,Ariti Sa
1046,Dabigatran Etexilate Stada,Oral Use,Greece,Stada Arzneimittel Ag
1047,Dabigatran Etexilate Stada,Oral Use,Greece,Stada Arzneimittel Ag
1048,Dabigatran Etexilate Win Medica,Oral Use,Greece,Win Medica Sa
1049,Dabigatran Etexilate Win Medica,Oral Use,Greece,Win Medica Sa
1050,Dabigatran Etexilate Zentiva,Oral Use,Greece,"Zentiva, K.S."
1051,Dabigatran Exetilate Viatris,Oral Use,Greece,Viatris Limited
1052,Dacrio Gel,Ocular Use,Greece,Alcon Laboratories Hellas- Single Member S.A.C.I
1053,Dacrysan,Ocular Use,Greece,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
1054,Daflon,Oral Use,Greece,Servier Hellas Pharmaceuticals Ltd
1055,Daforbis,Oral Use,Greece,Viatris Limited
1056,Dagraduo,Oral Use,Greece,"Krka, D.D., Novo Mesto"
1057,Dagrafors,Oral Use,Greece,"Krka, D.D., Novo Mesto"
1058,Dagrilan,Oral Use,Greece,Medochemie Hellas Sa
1059,Daktarin,Cutaneous Use,Greece,Johnson & Johnson Hellas Consumer Ae
1060,Daktarin,Oropharyngeal Use,Greece,Johnson & Johnson Hellas Consumer Ae
1061,Daktarin,Cutaneous Use,Greece,Johnson & Johnson Hellas Consumer Ae
1062,Daktarin Spray,Cutaneous Use,Greece,Johnson & Johnson Hellas Consumer Ae
1063,Daktodor,Cutaneous Use,Greece,Johnson & Johnson Hellas Consumer Ae
1064,Dalacin C,Oral Use,Greece,Pfizer Hellas A.E.
1065,Dalacin C,Cutaneous Use,Greece,Pfizer Hellas A.E.
1066,Dalacin C,"Intramuscular Use ,Intravenous Use",Greece,Pfizer Hellas A.E.
1067,Dalacin C,Vaginal Use,Greece,Pfizer Hellas A.E.
1068,Dalbavancin Accord,Intravenous Use,Greece,Accord Healthcare S.L.U.
1069,Dalbavancin Anfarm,Intravenous Use,Greece,Anfarm Hellas Sa
1070,Dalbavancin Bioars,Intravenous Use,Greece,Bioars Therapeutics S.A.
1071,Dalbavancin Teva,Intravenous Use,Greece,Teva B.V
1072,Dalmevin,Oral Use,Greece,Medochemie Hellas Sa
1073,Dalmevin Plus,Oral Use,Greece,Medochemie Hellas Sa
1074,Daman,Oral Use,Greece,Meditrina Pharmaceuticals Ltd
1075,Daman,Oral Use,Greece,Meditrina Pharmaceuticals Ltd
1076,Damirast,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
1077,Danelip,Oral Use,Greece,Pla Pharmaceuticals Sa
1078,Dankit,Cutaneous Use,Greece,Rafarm Sa.
1079,Dapagliflozin Win Medica,Oral Use,Greece,Win Medica Sa
1080,Dapaglut,Oral Use,Greece,Viofar Ltd
1081,Dapimefa,Oral Use,Greece,Innovis Pharma
1082,Dapixol,Oral Use,Greece,Naturalia S.A.
1083,Daptomycin Accord Healthcare,Intravenous Use,Greece,Accord Healthcare S.L.U.
1084,Daptomycin Accordpharma,Intravenous Use,Greece,Accord Healthcare S.L.U.
1085,Daptomycin Anfarm,Intravenous Use,Greece,Anfarm Hellas Sa
1086,Daptomycin Cooper,Intravenous Use,Greece,Cooper Pharmaceuticals S.A.
1087,Daptomycin Demo,Intravenous Use,Greece,Demo Abee
1088,Dargol,Oral Use,Greece,Karian Pharmaceutical Single Member P.C
1089,Darunavir Accord,Oral Use,Greece,Accord Healthcare S.L.U.
1090,Darunavir Vocate,Oral Use,Greece,Vocate Φαρμακευτικη Αε
1091,Darxa,Oral Use,Greece,Help Abee
1092,Dasatinib Faran,Oral Use,Greece,Faran S.A.
1093,Dasatinib Teva,Oral Use,Greece,Teva B.V
1094,Dasogrel-S,Oral Use,Greece,Sja Pharm Ltd
1095,Dasolan-S,Oral Use,Greece,Medicair Bioscience Laboratories Cy Ltd
1096,Dastidem,Oral Use,Greece,Demo Abee
1097,Davarino,Oral Use,Greece,Pharmathen S.A.
1098,Davikel,Inhalation Use,Greece,Tikun Olam Greece S.A.
1099,Davimag,Oral Use,Greece,Innovis Pharma
1100,Daxanlo,Oral Use,Greece,"Krka, D.D., Novo Mesto"
1101,Daxirem,Oral Use,Greece,Demo Abee
1102,De3-Sole,Oral Use,Greece,Provident Pharmaceuticals Ltd
1103,De3-Unico,Oral Use,Greece,Nassington Ltd
1104,De3-Unico,Oral Use,Greece,Nassington Ltd
1105,Deca Durabolin,Intramuscular Use,Greece,Aspen Pharma Trading Limited
1106,Decilop,Oral Use,Greece,Pla Pharmaceuticals Sa
1107,Deep Heat,Cutaneous Use,Greece,Vianex S.A.
1108,Deferasirox Pharmathen,Oral Use,Greece,Pharmathen S.A.
1109,Deferasirox Rafarm,Oral Use,Greece,Rafarm Sa.
1110,Deferasirox Sandoz,Oral Use,Greece,Sandoz Pharmaceuticals D.D.
1111,Deferasirox Teva,Oral Use,Greece,Teva Gmbh
1112,Deferoxamine Noridem,"Intramuscular Use ,Intraperitoneal Use ,Intravenous Use ,Subcutaneous Use",Greece,Noridem Enterprises Ltd
1113,Defill,Oral Use,Greece,Vianex S.A.
1114,Defill 20.000 Iu,Oral Use,Greece,Vianex S.A.
1115,Defirin Melt,Sublingual Use,Greece,Ferring Hellas Mepe
1116,Delazo,Ocular Use,Greece,Pharmathen S.A.
1117,Delfoza,Oral Use,Greece,Libytec Pharmaceutical S.A.
1118,Delipid,Oral Use,Greece,Demo Abee
1119,Delipost,Oral Use,Greece,Rafarm Sa.
1120,Delipost,Oral Use,Greece,Rafarm Sa.
1121,Delipost,Oral Use,Greece,Rafarm Sa.
1122,Deltius,Oral Use,Greece,Itf Hellas S.A.
1123,Demefur,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
1124,Dementis,Oral Use,Greece,Elpen Pharmaceutical Co. Inc.
1125,Demephan,"Intraarterial Use ,Intravenous Use",Greece,Demo Abee
1126,Demergin,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
1127,Demergin,Oral Use,Greece,Demo Abee
1128,Demezilon,Oral Use,Greece,Rafarm Sa.
1129,Demoferidon,"Intramuscular Use ,Intraperitoneal Use ,Intravenous Use ,Subcutaneous Use",Greece,Demo Abee
1130,Demogrel,Oral Use,Greece,Demo Abee
1131,Demogyl,Transdermal Use,Greece,Demo Abee
1132,Demolox,Intravenous Use,Greece,Demo Abee
1133,Demoren,Inhalation Use,Greece,Demo Abee
1134,Demotaxel,Intravenous Use,Greece,Demo Abee
1135,Demotaxel Mono,Intravenous Use,Greece,Demo Abee
1136,Demotine,"Intramuscular Use ,Intravenous Use",Greece,Demo Abee
1137,Demoxate,Intravenous Use,Greece,Demo Abee
1138,Demozar,Intravenous Use,Greece,Demo Abee
1139,Demsil,Cutaneous Use,Greece,Vocate Φαρμακευτικη Αε
1140,Denaclof,Ocular Use,Greece,Laboratoires Thea
1141,Denovex,Oral Use,Greece,Norma Hellas S.A.
1142,Dentanest,Perineural Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
1143,Depakine,Oral Use,Greece,Sanofi-Aventis Monoprosopi A.E.B.E
1144,Depakine Chrono,Oral Use,Greece,Sanofi-Aventis Monoprosopi A.E.B.E
1145,Depakine Chrono (Sphere),Oral Use,Greece,Sanofi-Aventis Monoprosopi A.E.B.E
1146,Deparex,Oral Use,Greece,Viofar Ltd
1147,De-Phonal,Oromucosal Use,Greece,Nassington Ltd
1148,Deplanda,Subcutaneous Use,Greece,Demo Abee
1149,Depolan,Oral Use,Greece,Secord Investments Limited
1150,Depon,Oral Use,Greece,Upsa Sas
1151,Depon,Oral Use,Greece,Upsa Sas
1152,Depon,Rectal Use,Greece,Upsa Sas
1153,Depon Cold & Flu,Oral Use,Greece,Upsa Sas
1154,Depon Insticks Grapefruit,Oral Use,Greece,Upsa Sas
1155,Depon Insticks Maximum Red Berry,Oral Use,Greece,Upsa Sas
1156,Depon Insticks Red Berry,Oral Use,Greece,Upsa Sas
1157,Depon Insticks Strawberry,Oral Use,Greece,Upsa Sas
1158,Depon Maximum,Oral Use,Greece,Upsa Sas
1159,Depon Odis,Oral Use,Greece,Upsa Sas
1160,Depon Plus,Oral Use,Greece,Upsa Sas
1161,Depon Ultra,Oral Use,Greece,Upsa Sas
1162,Depon Vit C,Oral Use,Greece,Upsa Sas
1163,Depredon,Oral Use,Greece,Kleva Pharmaceuticals
1164,Depreram,Oral Use,Greece,Bennett Pharmaceuticals Sa
1165,Depretal,Oral Use,Greece,Kleva Pharmaceuticals
1166,Deprevix,Oral Use,Greece,Pharmathen Investments Group Limited
1167,Deratil,Oral Use,Greece,Help Abee
1168,Dermaspor,Cutaneous Use,Greece,Verisfield S.M.S.A
1169,Dermiset,Cutaneous Use,Greece,Galenica Sa
1170,Dermizin,Oral Use,Greece,Pla Pharmaceuticals Sa
1171,Dermocort,Cutaneous Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
1172,Dermocort,Nasal Use,Greece,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
1173,Dermol,Cutaneous Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
1174,Dermoraze,Cutaneous Use,Greece,Medicus A.E
1175,Deroctyl,Oral Use,Greece,Gap S.A.
1176,Desferal,"Intravenous Use ,Subcutaneous Use",Greece,Novartis (Hellas) S.A.C.I.
1177,Desloratadine Genepharm,Oral Use,Greece,Genepharm S.A.
1178,Desloratadine Target,Oral Use,Greece,Target Pharma Single Member Private Ltd
1179,Desloratadine Target,Oral Use,Greece,Target Pharma Single Member Private Ltd
1180,Desoltam,Oral Use,Greece,Demo Abee
1181,Desoterol,Inhalation Use,Greece,Rafarm Sa.
1182,Desoterol,Inhalation Use,Greece,Rafarm Sa.
1183,Desvenlafaxine Adelco,Oral Use,Greece,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
1184,Deticene,"Intraarterial Use ,Intravenous Use",Greece,Sanofi-Aventis Monoprosopi A.E.B.E
1185,Detrusitol,Oral Use,Greece,Viatris Hellas Limited
1186,Dettolsept,Cutaneous Use,Greece,Reckitt Benckiser Hellas Chemicals Abee
1187,Dettox Wound,Cutaneous Use,Greece,Reckitt Benckiser Hellas Healthcare Sa
1188,Devix,Oral Use,Greece,Vivax Pharmaceuticals Ltd
1189,Dexachlor,Ocular Use,Greece,Cooper Pharmaceuticals S.A.
1190,Dexacollyre,Ocular Use,Greece,Cooper Pharmaceuticals S.A.
1191,Dexacort,Oral Use,Greece,Innovis Pharma
1192,Dexa-Dose,Oral Use,Greece,Provident Pharmaceuticals Ltd
1193,Dexafree,Ocular Use,Greece,Laboratoires Thea
